Source Descriptor Code Lang ID,Descriptor,Code,Language,Title,Description,Created Date,Created By,Modified Date,Modified By,Owned Date,Owned By
277,THREAT CATEGORY,Garbage & solid waste,English,Garbage & solid waste,Garbage & solid waste,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
278,THREAT CATEGORY,Acid rain,English,Acid rain,Acid rain,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:08,"Reisinger, Martin, USDA, ARS"
279,THREAT CATEGORY,Smog,English,Smog,Smog,6/6/2016 14:09,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:09,"Reisinger, Martin, USDA, ARS"
280,THREAT CATEGORY,Ozone,English,Ozone,Ozone,6/6/2016 14:09,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:09,"Reisinger, Martin, USDA, ARS"
281,THREAT CATEGORY,Light pollution,English,Light pollution,Light pollution,6/6/2016 14:09,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:09,"Reisinger, Martin, USDA, ARS"
282,THREAT CATEGORY,Thermal pollution,English,Thermal pollution,Thermal pollution,6/6/2016 14:09,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:09,"Reisinger, Martin, USDA, ARS"
283,THREAT CATEGORY,Noise pollution,English,Noise pollution,Noise pollution,6/6/2016 14:09,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:09,"Reisinger, Martin, USDA, ARS"
284,THREAT CATEGORY,Volcanoes Earthquakes/tsunamis,English,Volcanoes Earthquakes/tsunamis,Volcanoes Earthquakes/tsunamis,6/6/2016 14:09,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:09,"Reisinger, Martin, USDA, ARS"
285,THREAT CATEGORY,Avalanches/landslides,English,Avalanches/landslides,Avalanches/landslides,6/6/2016 14:09,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:09,"Reisinger, Martin, USDA, ARS"
286,THREAT CATEGORY,Habitat shifting & alteration,English,Habitat shifting & alteration,Habitat shifting & alteration,6/6/2016 14:09,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:09,"Reisinger, Martin, USDA, ARS"
287,THREAT CATEGORY,Droughts,English,Droughts,Droughts,6/6/2016 14:09,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:09,"Reisinger, Martin, USDA, ARS"
288,THREAT CATEGORY,Temperature extremes,English,Temperature extremes,Temperature extremes,6/6/2016 14:09,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:09,"Reisinger, Martin, USDA, ARS"
289,THREAT CATEGORY,Storms & flooding,English,Storms & flooding,Storms & flooding,6/6/2016 14:09,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:09,"Reisinger, Martin, USDA, ARS"
290,THREAT CATEGORY,Other threat,English,Other threat,Other threat,6/6/2016 14:09,"Reisinger, Martin, USDA, ARS",,,6/6/2016 14:09,"Reisinger, Martin, USDA, ARS"
291,TOPOGRAPHY,Flat,English,Flat,Slope - 0 - 0.5 %,10/14/2016 11:40,"Reisinger, Martin, USDA, ARS",,,10/14/2016 11:40,"Reisinger, Martin, USDA, ARS"
292,TOPOGRAPHY,Almost Flat,English,Almost Flat,Slope - 0.6 - 2.9 %,10/14/2016 11:40,"Reisinger, Martin, USDA, ARS",,,10/14/2016 11:40,"Reisinger, Martin, USDA, ARS"
293,TOPOGRAPHY,Gently undulating,English,Gently undulating,Slope - 3 - 5.9 %,10/14/2016 11:40,"Reisinger, Martin, USDA, ARS",,,10/14/2016 11:40,"Reisinger, Martin, USDA, ARS"
294,TOPOGRAPHY,Undulating,English,Undulating,Slope - 6 - 10.9 %,10/14/2016 11:40,"Reisinger, Martin, USDA, ARS",,,10/14/2016 11:40,"Reisinger, Martin, USDA, ARS"
295,TOPOGRAPHY,Rolling,English,Rolling,Slope - 11 - 15.9 %,10/14/2016 11:40,"Reisinger, Martin, USDA, ARS",,,10/14/2016 11:40,"Reisinger, Martin, USDA, ARS"
296,TOPOGRAPHY,Hilly,English,Hilly,Slope - 16 - 30 %,10/14/2016 11:40,"Reisinger, Martin, USDA, ARS",,,10/14/2016 11:40,"Reisinger, Martin, USDA, ARS"
297,TOPOGRAPHY,Steeply dissected,English,Steeply dissected,Slope - > 30% (moderate elevation range),10/14/2016 11:40,"Reisinger, Martin, USDA, ARS",,,10/14/2016 11:40,"Reisinger, Martin, USDA, ARS"
298,TOPOGRAPHY,Mountainous,English,Mountainous,Slope - > 30% (great elevation range (>=300m),10/14/2016 11:40,"Reisinger, Martin, USDA, ARS",,,10/14/2016 11:40,"Reisinger, Martin, USDA, ARS"
299,TOPOGRAPHY,Other,English,Other,Slope - Describe in the Note field,10/14/2016 11:40,"Reisinger, Martin, USDA, ARS",,,10/14/2016 11:40,"Reisinger, Martin, USDA, ARS"
