NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR,MISC,...58,...59
Sparganium americanum,TYPHACEAE,SPAM,6-Sep-17,NEWFS-704,704,NEWFS,NA,"Piantedosi, M.; Estevez, C.; Cecil, A.; Tokarz, E.; Kang, K.",US,59,Northeastern Coastal Zone (Omernik),Massachusetts,Essex,Marland Dam,marsh off Stevens St; bridge on Shawsheen River,"From Boston, take 93N to exit 42 and turn right onto Dascomb Rd. Merge onto Andover St and continue onto Red Spring Rd. Turn right onto Essex St and sharp left onto Railroad St. Park at Whole Foods and walk down Main St toward Stevens St. Access is across bridge on left.","42∞39' 40.0"" N","71∞08' 50.3"" W",42.66111,-71.1473,GPS,NAD83,38,FT,Town of Andover,Cyperus diandrus:Peltandra virginica:Cyperus erythrorhizos:Asclepias incarnata:Polygonum sagittatum,Flooded,freshwater marsh,--,NA,freshwater marsh,conservation/recreation,"Granite, pegmatite",Clay,127 plants sampled,300+,1,P,aggregate fruits combine in a sphere that is brittle when it is ripe.,NA,M. Piantedosi - NEWFS:In Field:06 SEP 2017,1:06 SEP 2017:Smithsonian,NA,NA,NA,NA,NA,73,WEB,3,"7.5 YR 3/2 ""Black""",7-Dec-17,SPARGANIUM,americanum,2017,NA,NA,NA
Spiraea tomentosa,ROSACEAE,SPTO2,2-Nov-17,NEWFS-859,859,NEWFS,NA,"Kang, K.; Tokarz, E.",US,59,Northeastern Coastal Zone (Omernik),New Hampshire,Rockingham,Mast Road Natural Area,Old Piggery Trail,Get off of 101 W at exit 8 to Exeter Rd. Turn left. Take a right on Mast Rd and continue to parking lot. There is a large population at the entrance and can find more individuals along trail.,"43∞02' 12.0"" N","71∞02' 30.7"" W",43.03666,-71.04186,GPS,NAD83,134,FT,Southeastern Land Trust of New Hampshire,Spiraea alba:Kalmia angustifolia:Scirpus cyperinus:Tsuga canadensis:Gaultheria procumbens:Rhynchospora alba,Flooded:excavated,distrubed trail,NA,NA,Disturbed trail,Conservation/recreation,"Granite, granofels, migmatite","Clay, Silt, Sand",90 plants sampled,100+,3,P,˚solid conical inflorescence whorls upward like a screw˚,NA,M. Piantedosi - NEWFS:In Field:02 NOV 2017,2:02 NOV 2017:Smithsonian :New England Wild Flower Society,NA,NA,NA,NA,1,228,WEB,4-Mar,"10 YR 2/1 ""black""",15-Dec-17,SPIRAEA,tomentosa,2017,NA,NA,NA
Spiraea alba,ROSACEAE,SPAL2,2-Nov-17,NEWFS-860,860,NEWFS,NA,"Tokarz, E.",US,59,Northeastern Coastal Zone (Omernik),New Hampshire,Rockingham,Mast Road Natural Area,Old Piggery Trail,Get off of 101 W at exit 8 to Exeter Rd. Turn left. Take a right on Mast Rd and continue to parking lot. Most of population near entrance.,"43∞02' 12.0"" N","71∞02' 30.7"" W",43.03666,-71.04186,GPS,NAD83,134,FT,Southeastern Land Trust of New Hampshire,Spiraea tomentosa:Kalmia angustifolia:Scirpus cyperinus:Tsuga canadensis:Tsuga canadensis:Gaultheria procumbens:Rhynchospora alba,Flooded:Other,Disturbed trail,NA,NA,Disturbed trail,Conservation/recreation,"Granite, granofels, migmatite","Clay, Silt, Sand",51 plants sampled,60+,2,P,"˚seeds range from greenish to brown until fall out of hypanthium. Hypanthiums arranged with one in the center and eight around it, like a florally arranged carton of eggs˚",NA,M. Piantedosi - NEWFS:In Field:02 NOV 2017,2:02 NOV 2017:Smithsonian:New England Wild Flower Society,NA,NA,NA,NA,1,229,WEB,3-Feb,"10 YR 2/1 ""black""",15-Dec-17,SPIRAEA,alba,2017,NA,NA,NA
Carex crinita,CYPERACEAE,CACR6,18-Jul-17,NEWFS-634,634,NEWFS,NA,"Piantedosi, M., Cecil, A., Estevez, C., Kang, K., Tokarz, E.",US,59,Northeastern Coastal Zone (Omernik),New Hampshire,Rockingham,Mast Rd. Natural Area,Old Piggery Trail,"Take NH-101W to exit 8 for Exeter Rd. Turn left. Take a right at Mast Rd and follow to find the hidden parking lot on the left side. Then population begins midway along the trail and continues to a wetland in the back, where the population has a greater abundance.","43∞01' 59.6"" N","071∞01' 57.4"" W",43.03322,-71.03261,GPS,NAD83,130,FT,Southeastern Land Trust of New Hampshire,Carex intumescens:Carex lurida:Boehmeria cylindrica:Symplocarpus foetidus:Symplocarpus foetidus:Sparganium americanum:Pontederia cordata:Sparganium americanum,Flooded:Trampled,freshwater wetland; anthropogenic,0,NA,freshwater wetland; anthropogenic,recreation; conservation,granite; granofels; migmatite,"Clay, Silt, Sand",200+,500+,5,P,4-5 drooping spikelets with dark scales,NA,M. Piantedosi -- NEWFS:In Field:18 JUL 2017,2:18 JUL 2017:Smithsonian:New England Wild Flower Society,NA,NA,NA,NA,1,3,WEB,4,"10 YR 2/1 ""black""",7-Dec-17,CAREX,crinita,2017,NA,NA,NA
Iva frutescens,ASTERACEAE,IVFR,19-Oct-17,NEWFS-815,815,NEWFS,NA,"Kang, K.",US,59,Northeastern Coastal Zone (Omernik),Connecticut,New London,Barn Island WMA,Wequetequock Cove,"Take I-95 S until exit 91; Turn left onto Taugwonk Rd (signs for No Main St/Stonington/Pequot Trail), turn left onto CT-234 E, turn right onto Farmholme Rd, turn right onto US-1 S, turn left onto Greenhaven Rd, turn right onto Palmer Neck Rd: population concentrated in high salt marsh and along path","41∞20' 17.7"" N","71∞52' 31.4"" W",41.33825,-71.87538,GPS,NAD83,2,FT,CT DEEP,Juncus gerardii:Solidago sempervirens:Spartina alterniflora:Spartina alterniflora:Baccharis halimifolia,Flooded,Salt marsh,NA,NA,Salt marsh,conservation/recreation,"Granite, gneiss","Silt, Sand",50 plants sampled,100+,1,P,"˚capsules spaced evenly on erect inflorescence, filled with black seeds˚",NA,M. Piantedosi - NEWFS:In Field:19 OCT 2017,1:19 OCT 2017:Smithsonian,NA,NA,NA,NA,1,184,WEB,5-Mar,"7.5 YR 5/3 ""brown""",14-Dec-17,IVA,frutescens,2017,NA,NA,NA
Eurybia divaricata,ASTERACEAE,EUDI16,2-Nov-17,NEWFS-864,864,NEWFS,NA,"Cecil, A.",US,59,Northeastern Coastal Zone (Omernik),New Hampshire,Rockingham,Mast Road Natural Area,Old Piggery Trail,Get off of 101 W at exit 8 to Exeter Rd. Turn left. Take a right on Mast Rd and continue to parking lot. Population follows almost entire trail.,"43∞02' 12.0"" N","71∞02' 30.7"" W",43.03666,-71.04186,GPS,NAD83,134,FT,Southeastern Land Trust of New Hampshire,Spiraea tomentosa:Kalmia angustifolia:Euthamia graminifolia:Euthamia graminifolia:Euthamia graminifolia:Tsuga canadensis:Gaultheria procumbens:Solidago rugosa:Solidago rugosa:Aster umbellatus,Excavated,Forest trail,NA,NA,forest trail,Conservation/recreation,"Granite, granofels, migmatite","Clay, Silt, Sand",112 plants sampled,150+,2,P,˚cordate evenly toothed leaves with small inflorescence˚,NA,M. Piantedosi - NEWFS:In Field:02 NOV 2017,2:02 NOV 2017:Smithsonian:New England Wild Flower Society,NA,NA,NA,NA,1,233,WEB,2-Jan,"10 YR 2/1 ""black""",15-Dec-17,EURYBIA,divaricata,2017,NA,NA,NA
Asclepias syriaca,ASCLEPIADACEAE,ASSY,24-Oct-17,NEWFS-822,822,NEWFS,NA,"Estevez, C.; Tokarz, E.",US,58,Northeastern Highlands (Omernik),Massachusetts,Hampshire,Guyette Farm,Guyette Trail,"Take 91 north to Exit 19; follow signs to Route 9 towards Northampton/Amherst, navigate west/northwest through Northampton (Damon Rd, Bridge Rd, Main St); Follow Route 9 west for about 12 miles; Turn right onto Shaw Road, left onto Stage Road, stay on this for about 2 miles, right onto Nash Road (this will change names to South St), at T-intersection turn left onto Gloyd St; park at the 1st dirt parking lot on your left (there is now a big sign that says Guyette Farm on the left); plant population is in a meadow that is accessible from the parking lot.","42∞29' 08.3"" N","72∞53' 42.8"" W",42.48563,-72.89522,GPS,NAD83,1263,FT,Franklin Land Trust,Solidago rugosa:Solidago altissima:Solidago altissima:Spiraea alba:Spiraea alba:Spiraea tomentosa:Eutrochium maculatum:Rubus sp.,Mowed:Seeded,wet meadow,NA,NA,wet meadow,conservation/recreation,Quartzite,"Clay, Silt",107 plants sampled,200+,2,P,"˚ Simple opposite leaves, leaf a rounded oval; pods green/grey, dehisces at maturity to release seeds˚",NA,M. Piantedosi - NEWFS:In Field:24 OCT 2017,1:24 OCT 2017:Smithsonian,NA,NA,NA,NA,1,191,WEB,4-Mar,"7.5 YR 3/4 ""dark brown""",14-Dec-17,ASCLEPIAS,syriaca,2017,NA,NA,NA
Pluchea odorata,ASTERACEAE,PLOD,18-Oct-17,NEWFS-794,794,NEWFS,NA,"Estevez, C.; Cecil, A.",US,59,Northeastern Coastal Zone (Omernik),Massachusetts,Essex,Parker River NWR,Salt marsh,"Take 95N to exit 56. Follow Scotland Rd to Parker St. At the traffic circle, take State St. and make right on Parker St. Right on MA 1AS, left on Rolfe‚Äôs Ln. Right on Water St., right on Sunset Dr. to enter refuge. Population is down in the marsh to the right of the entrance road/gatehouse and scattered along high marsh margins, usually in association with Iva","42∞43' 29.4"" N","70∞47' 05.8"" W",42.72483,-70.78494,GPS,NAD83,5,FT,USFWS,Spartina patens:Distichlis spicata:Salicornia depressa:Iva frutescens:Panicum virgatum,Flooded,Salt marsh,NA,NA,Salt marsh,Conservation/recreation,matic rock/granite,"Silt, Sand",428 plants sampled,5000+,3,P,"˚Flat-topped, clustered inflorescence; whole plant strongly aromatic˚",NA,M. Piantedosi - NEWFS:In Field:18 OCT 2017,1:18 OCT 2017:Smithsonian,NA,NA,NA,NA,1,163,WEB,1,"7.5 YR 3/1 ""very dark grey""",14-Dec-17,PLUCHEA,odorata,2017,NA,NA,NA
Juncus gerardii,JUNCACEAE,JUGE,19-Oct-17,NEWFS-804,804,NEWFS,NA,"Kang, K.",US,59,Northeastern Coastal Zone (Omernik),Connecticut,New London,Barn Island WMA,Wequetequock Cove,"Take I-95 S until exit 91; Turn left onto Taugwonk Rd (signs for No Main St/Stonington/Pequot Trail), turn left onto CT-234 E, turn right onto Farmholme Rd, turn right onto US-1 S, turn left onto Greenhaven Rd, turn right onto Palmer Neck Rd: population in high marsh","41∞20' 17.7"" N","71∞52' 31.4"" W",41.33825,-71.87538,GPS,NAD83,2,FT,CT DEEP,Spartina patens:Spartina alterniflora:Salicornia depressa:Solidago sempervirens,Flooded,Salt marsh,NA,NA,Salt marsh,Conservation/recreation,"Granite, gneiss","Silt, Sand",200 plants sampled,1000+,2,P,˚Black/purple capsules full of tiny dark seeds at maturity˚,NA,M. Piantedosi - NEWFS:In Field:19 OCT 2017,1:19 OCT 2017:Smithsonian,NA,NA,NA,NA,1,173,WEB,2-Jan,"7.5 YR 5/3 ""Brown""",14-Dec-17,JUNCUS,gerardii,2017,NA,NA,NA
Vaccinium angustifolium,ERICACEAE,VAAN,7-Aug-15,NEWFS-267,267,NEWFS,NA,"Josh Levitsky, James Lucas",US,58,Northeastern Highlands (Omernik),New Hampshire,Hillsborough,Wapack National Wildlife Refuge,Wapack Trail,"From Wilton, NH take 31N (Forest Road) then turn left onto Russell Station Road, then turn right onto Mountain Road. Parking lo is about 2 miles on the left. From parking lot hike ¬ˇ mile on Wapack trail. Population is along both sides of the trail.","42∞53' 34.43"" N","71∞51' 58.64"" W",42.89289,-71.86628,GPS,NAD83,1016,FT,U.S. Fish and Wildlife Service,Picea rubens:Pinus strobus:Quercus rubra:Fagus grandifolia:Betula papyrifera:Vaccinium myrtilloides:Juniperus communis:Acer rubrum:Carex scoparia:Carex scoparia,NA,Mountain Forest side,15,NE,"Spruce and white pine forest, NorthEast Highlands (Worcester), acidic soil mountain side with sphagnum moss,",Recreation/hiking trail,"Silurian; schist, quartzite, calc-silicate granofels",Sand,550 plants sampled,1000,7,P,"Glabrous underside of leaf, finely toothed leaf margins, low creeping habit in dense clusters, glabrous stem. Some had pubescent undressed of leaf believed to be a hybrid with Vaccinium myrtilloides",NA,James Lucas:In Field:07 AUG 2015,"2:07 AUG 2015:Smithsonian, NEWFS",NA,NA,NA,NA,1,NEWFS-13,WEB,3,golden brown 7.5YR 4/3,31-Oct-16,VACCINIUM,angustifolium,2015,NA,NA,NA
Juncus gerardii,JUNCACEAE,JUGE,14-Jul-16,NEWFS-327,327,NEWFS,NA,"Karlsson, C., Urban, A., Heilmann, K., Rogers, J., Piantedosi, M.",US,84,Atlantic Coastal Pine Barrens (Omernik),Massachusetts,Barnstable,Long Pasture Wildlife Sanctuary,Off salt marsh boardwalk,"From Boston, take I-93s to MA-3s. Follow MA-3 and US6 to Willow Ave in Yarmouth. Take exit 7 and turn left on Main St. Turn right onto Bone Hill Road and the sancutary is on the left. Walk past visitor center to salt marsh boardwalk","41∞42' 36.1"" N","70∞16' 34.1"" W",41.71002,-70.27613,GPS,NAD83,6,FT,Massachusetts Audubon Society,Iva frutescens:Distichlis spicata:Limonium carolinianum:Salicornia depressa:Phragmites australis:Spartina patens:Spartina alterniflora:Morella caroliniensis,Flooded,salt marsh,0,NA,salt marsh,conservation/recreation,"Granite, schist, gneiss","Clay, Sand",2100 plants sampled,5000+,2.5-3,P,capsules black,NA,"M. Piantedosi, NEWFS:In Field:14 JUL 2016","2:14 JUL 2016:Smithsonian, NEWFS",NA,NA,9-Aug-16,NA,1,NEWFS-1,WEB,<2 ft,NA,21-Nov-16,JUNCUS,gerardii,2016,NA,NA,NA
Saccharum giganteum,POACEAE,SAGI,6-Nov-17,NCBG-754,754,NCBG,NA,"Edwards, S., Faucette, A., Dakar, J.",US,63,Middle Atlantic Coastal Plains (Omernik),North Carolina,Dare,Alligator River NWR,Pollock Rd,At intersection of Widgen Rd and Pollock Rd go E. Population on left.,"35∞46' 55.9"" N","75∞50' 7"" W",35.78219,-75.83527,GPS,NAD83,2,FT,US FWS,Carex glaucescens:Apocynum cannabinum:Acer rubrum:Juncus effusus:Arundinaria gigantea ssp. tecta:Persea palustris:Pinus serotina,NA,Marsh,0-2,NA,Atlantic White Cedar Marsh,Conservation/Recreation,"Loamy, mixed, dysic, thermic terric haplosaprists",Other : Muck,60 plants sampled,250,1,P,NA,NA,"J. Dakar, NCBG:In Field:06 NOV 2017","2:06 NOV 2017:NCU, US",NA,NA,NA,NA,1,ALF-620,WEB,8,10 YR 2/1,7-Dec-17,SACCHARUM,giganteum,2017,NA,NA,NA
Eurybia divaricata,ASTERACEAE,EUDI16,31-Oct-17,NEWFS-849,849,NEWFS,NA,"Cecil, A.; Estevez, C.; Tokarz, E.",US,59,Northeastern Coastal Zone (Omernik),Massachusetts,Norfolk,Ponkapoag Bog,Bog Trail,Take 95-S to 93-N. Take exit 3 to Ponkapoag Trail. Turn right at the top of the exit ramp and park. Walk in and the individuals are scattered in the forest.,"42∞11' 44.2"" N","71∞06' 08.2"" W",42.19561,-71.10227,GPS,NAD83,151,FT,MA-DCR,Kalmia angustifolia:Clethra alnifolia:Solidago caesia:Solidago rugosa:Smilax sp.,Trampled,Forest trail,NA,NA,Forest trail,Conservation/recreation,Conglomerate,Clay,240 plants sampled,500+,2,P,"Pappus hairs from sphere, cordate leaves",NA,M. Piantedosi - NEWFS:In Field:31 OCT 2017,1:31 OCT 2017:Smithsonian,NA,NA,NA,NA,1,218,WEB,2-Jan,"7.5 YR 2.5/1 ""black""",15-Dec-17,EURYBIA,divaricata,2017,NA,NA,NA
Solidago caesia,ASTERACEAE,SOCA4,31-Oct-17,NEWFS-850,850,NEWFS,NA,"Kang, K.",US,59,Northeastern Coastal Zone (Omernik),Massachusetts,Norfolk,Ponkapoag Bog,Bog Trail,Take 95-S to 93-N. Take exit 3 to Ponkapoag Trail. Turn right at the top of the exit ramp and park. Walk in and the individuals are scattered on the margin of the forest and the trail.,"42∞11' 44.2"" N","71∞06' 08.2"" W",42.19561,-71.10227,GPS,NAD83,19,FT,MA-DCR,Eurybia divaricata:Kalmia angustifolia:Clethra alnifolia:Solidago altissima,NA,Forest trail,NA,NA,Forest trail,Conservation/recreation,Conglomerate,Clay,65 plants sampled,75+,2,P,"˚flower bearing branches along the axes of the stem; sharply toothed, lance-shaped leaves; stems turns a bluish/purple hue as the plant matures˚",NA,M. Piantedosi - NEWFS:In Field:31 OCT 2017,2:31 OCT 2017:Smithsonian:New England Wild Flower Society,NA,NA,NA,NA,1,219,WEB,5-Feb,"7.5 YR 2.5/1 ""black""",15-Dec-17,SOLIDAGO,caesia,2017,NA,NA,NA
Hypericum canadense,CLUSIACEAE,HYCA7,26-Oct-17,NEWFS-836,836,NEWFS,NA,"Kang, K.",US,59,Northeastern Coastal Zone (Omernik),Massachusetts,Bristol,Rattlesnake Brook,NA,"Park at intersection between South Main St. and Narrows Rd in Freetown, MA. Walk in 0.2 miles to muddy flats.","41∞46' 51.7"" N","71∞05' 09.2"" W",41.78102,-71.08588,GPS,NAD83,12,FT,MA DER/Town of Freetown,Triadenum virginicum:Pontederia cordata:Cephalanthus occidentalis:Scirpus cyperinus:Juncus canadensis,Flooded:Excavation,Brackish wetland,NA,NA,Brackish wetland,Conservation/recreation,Granite,"Clay, Silt",100 plants sampled,500+,1,P,˚capsules are pointed at apex; sepals broadest below the middle; leaf blades have 1 or 3 nerves; the leaves narrowly taper at the base˚,NA,M. Piantedosi - NEWFS:In Field:26 OCT 2017,2:26 OCT 2017:Smithsonian:New England Wild Flower Society,NA,NA,NA,NA,1,205,WEB,1,"7.5 YR 3/1 ""very dark grey""",15-Dec-17,HYPERICUM,canadense,2017,NA,NA,NA
Typha angustifolia,TYPHACEAE,TYAN,21-Sep-16,NCBG-536,536,NCBG,NA,"Dakar, J.",US,65,Southeastern Plains (Omernik),Virginia,King George,Caledon State Park,Caledon Marsh,"From visitor center, follow Boyd's Hole Trail NW, continue left at fork, follow Caledon Marsh Trail. Population in marsh on left.","38∞20' 35.8"" N","77∞10' 5.1"" W",38.34327,-77.16808,GPS,NAD83,0,FT,VA DCR,Spartina cynosuroides:Liquidambar styraciflua:Ilex opaca:Baccharis halimifolia:Morella cerifera:Pontederia cordata:Sagittaria latifolia,NA,Marsh,0-2,NA,Atlantic big cordgrass marsh,Conservation and Recreation,"Siliceous, mesic psammentic hapludults",Other : Loamy sand,54 plants sampled,1000+,1,P,NA,NA,J. Dakar - NCBG:In Field:21 SEP 2016,"2:21 SEP 2016:NCU, US",NA,NA,NA,NA,1,JD-181,WEB,8,10 YR 4/3,12-Dec-16,TYPHA,angustifolia,2016,NA,NA,NA
Polygonum sagittatum,POLYGONACEAE,POSA5,20-Sep-17,NEWFS-720,720,NEWFS,NA,"Estevez, C.; Cecil, A.; Tokarz, E.",US,59,Northeastern Coastal Zone (Omernik),Massachusetts,Essex,Marland Place Dam,marsh off Stevens St.; bridge on Shawsheen River,"From Boston, take 93N to exit 42 and turn right onto Dascomb Rd. Merge onto Andover St and continue onto Red Spring Rd. Turn right onto Essex St and sharp left onto Railroad St. Park at Whole Foods and walk down Main St toward Stevens St. Access is across bridge on left.","42∞39' 40.0"" N","71∞08' 50.3"" W",42.66111,-71.1473,GPS,NAD83,38,FT,Town of Andover,Peltandra virginica:Cyperus erythrorhizos:Asclepias incarnata:Eutrochium dubium:Juncus effusus:Carex lurida,Flooded,Freshwater marsh,NA,NA,Freshwater marsh,Conservation/hydrologic,"Granite, pegmatite",Clay,75,500+,1,P,vining plant with pink inflorescence heads,NA,M. Piantedosi - NEWFS:In Field:20 SEP 2017,2:20 SEP 2017:Smithsonian:New England Wild Flower Society,NA,NA,NA,NA,1,89,WEB,2-Jan,"7.5 YR 3/2 ""black""",19-Dec-17,POLYGONUM,sagittatum,2017,NA,NA,NA
Pinus serotina,PINACEAE,PISE,11-Nov-15,NCBG-424,424,NCBG,NA,"Heraty, M., Dakar, J., Faucette, A.",US,63,Middle Atlantic Coastal Plains (Omernik),North Carolina,Dare,Alligator River National Wildlife Refuge,Mashoes Rd.,Turn left on old ^$ at Mann's Harbor. Drive approx. 1.2 miles and turn left on Mashoes Rd. Population is on both sides of road.,"35∞54' 36.2"" N","75∞46' 40.7"" W",35.91005,-75.77797,GPS,WGS84,1.2,FT,USFWS,Liquidambar styraciflua:Nyssa biflora:Aronia sp.:Ilex glabra:Morella cerifera:Cladium mariscus ssp. jamaicense,NA,Brackish marsh,0,NA,Brackish marsh,Conservation,"Euic, Thermic Typic Haplosaprists","Clay, Silt, Other : loam",50 plants sampled,200,50,P,NA,NA,A. Faucette - NCBG:In Field:11 NOV 2015,2:11 NOV 2015:Smithsonian:North Carolina University,NA,NA,NA,NA,NA,ALF504,WEB,30 +,10YR 5/1,21-Sep-16,PINUS,serotina,2015,NA,NA,NA
Carex lurida,CYPERACEAE,CALU5,28-Jul-16,MARSB-635,635,MARSB,NA,GTK and BG,US,63,Middle Atlantic Coastal Plains (Omernik),Delaware,New Castle,Lums Pond State Park,Little Jersey Trail,"From 301 south, turn left onto Howell School Rd. Next, turn right onto Buck Jersey Rd. Turn right onto the road with the Lums Pond State Park entrance sign. Park in the nature center/ visitation center parking lot. Walk south following road past toll booth until you reach power cut line. Population is on left side.",39∞34' 0 N,"75∞43' 42.7"" W",39.56666,-75.72852,GPS,NAD83,54,FT,DE State Parks,Dichanthelium scoparium:Panicum virgatum:Liquidambar styraciflua:Andropogon virginicus:Rubus pensilvanicus:Carex intumescens:Juncus effusus:Microstegium vimineum,Mowed,meadow,0,N,Field (power-cut line),recreation,fallington,Other : sandy clay,650 plants sampled,6500,2,P,"Thick, green, test-tubed cleaner shaped inflorescence, with long bracts extending beyond inflorescence.",NA,Clara Holmes: MARSB:From pressed specimen on another date:15 NOV 2016,2:28 JUL 2016:MARSB and Smithsonian,NA,NA,NA,NA,1,NA,WEB,3-Feb,7.5YR 3/2 Dark Brown,16-Nov-16,CAREX,lurida,2016,NA,NA,NA
Mitchella repens,RUBIACEAE,MIRE,17-Nov-17,NEWFS-927,927,NEWFS,NA,"Cecil, A.; Estevez, C.; Kang, K.",US,59,Northeastern Coastal Zone (Omernik),Connecticut,New London,Pachaug State Forest,Trail 1 Rd,"Take 14A west, exit onto 49 south; turn right onto Hell Hollow Rd (closed Dec-March) and turn left onto Trail 1 Rd, population should be found along roadside in hemlock groves","41∞34' 55.2"" N","71∞51' 36.7"" W",41.582,-71.86019,GPS,NAD83,345,FT,CT DEEP,Tsuga canadensis:Gaultheria procumbens:Betula populifolia,Trampled,woodland,NA,NA,woodland,conservation/recreation,mylonite,"Clay, Silt",57 plants sampled,200+,3,P,A low lying creeping plant that covers large patches; tiny round opposite leaves with red berry fruit,NA,M. Piantedosi - NEWFS:In Field:17 NOV 2017,::,NA,NA,NA,NA,1,296,WEB,<1,NA,19-Dec-17,MITCHELLA,repens,2017,NA,NA,NA
Cephalanthus occidentalis,RUBIACEAE,CEOC2,16-Nov-17,NEWFS-920,920,NEWFS,NA,"Cecil, A.; Estevez, C.; Kang, K.",US,59,Northeastern Coastal Zone (Omernik),Massachusetts,Essex,Lynn Woods,"Tomlin's Swamp, Undercliff Path","From Boston take US-1 N, take the Walnut St exit east; in about 2 miles take a left onto Pennybrook Rd, parking lot should be at the end of the road. Follow Trail 7-2 from Pennybrook Rd entrance, crossing Waycross road and continuing straight. Population is located within Tomlin√¢‚˙¨‚¸¢s Swamp off of the Undercliff Path, shortly after Needham√¢‚˙¨‚¸¢s Clearing.","42∞29' 2.66"" N","70∞59' 41.51"" W",42.48407,-70.99486,GPS,NAD83,96,FT,City of Lynn,Decodon verticillatus:Clethra alnifolia:Lycopus americanus:Betula populifolia:Sphagnum sp.,Flooded,wetland,NA,NA,wetland,conservation/recreation,rhyolite,"Clay, Silt",53 plants sampled,150+,1,P,Simple ovavate leaves; highly characteristic seedhead with fleshy √¢‚˙¨≈ìkernels√¢‚˙¨¬ù surrounding a central core˚,NA,M. Piantedosi - NEWFS:In Field:16 NOV 2017,1:16 NOV 2017:Smithsonian,NA,NA,NA,NA,1,289,WEB,6-Feb,NA,19-Dec-17,CEPHALANTHUS,occidentalis,2017,NA,NA,NA
Clethra alnifolia,CLETHRACEAE,CLAL3,16-Nov-17,NEWFS-919,919,NEWFS,NA,"Cecil, A.; Estevez, C.; Kang, K.",US,59,Northeastern Coastal Zone (Omernik),Massachusetts,Essex,Lynn Woods,"Tomlin's Swamp, Undercliff Path","From Boston take US-1 N, take the Walnut St exit east; in about 2 miles take a left onto Pennybrook Rd, parking lot should be at the end of the road. Follow Trail 7-2 from Pennybrook Rd entrance, crossing Waycross road and continuing straight. Population is located within Tomlin√¢‚˙¨‚¸¢s Swamp off of the Undercliff Path, shortly after Needham√¢‚˙¨‚¸¢s Clearing.","42∞29' 2.66"" N","70∞59' 41.51"" W",42.48407,-70.99486,GPS,NAD83,93,FT,City of Lynn,Decodon verticillatus:Cephalanthus occidentalis:Betula populifolia:Lycopus americanus:Sphagnum sp.,Flooded,wetland,NA,NA,wetland,conservation/recreation,rhyolite,"Clay, Silt",86 plants sampled,200+,1,P,"Dehiscent round capsules on long characteristic spike with long peduncles and often with a persistent style; leaves gently serrated, simple, in an offset whorl below the inflorescence. Last year√¢‚˙¨‚¸¢s seed head usually retained on adult plants. ˚",NA,M. Piantedosi - NEWFS:In Field:16 NOV 2017,2:16 NOV 2017:Smithsonian:New England Wild Flower Society,NA,NA,NA,NA,NA,288,WEB,6-Feb,NA,19-Dec-17,CLETHRA,alnifolia,2017,NA,NA,NA
Schoenoplectus americanus,CYPERACEAE,SCAM6,27-Jul-17,NEWFS-646,646,NEWFS,NA,"Cecil, A.; Estevez, C.; Kang, K.; Piantedosi, M.; Tokarz, E.",US,59,Northeastern Coastal Zone (Omernik),Connecticut,New London,Bluff Point State Park,Gravel road/Poquonnock River bank,"From Boston, take 95 S to exit 88 for CT-17. Turn left onto CT-17S. Turn right onto Fort Hill Rd. Turn left onto Depot Rd. Park at parking area and walk down gravel road. Population in first salt marsh off of trail.","41∞19' 48.9"" N","72∞02' 00.3"" W",41.33025,-72.03341,GPS,NAD83,5,FT,CT-DEEP,Solidago sempervirens:Phragmites australis:Iva frutescens:Salicornia sp.,Flooded,salt marsh,0,NA,salt marsh,conservation/recreation,Granite; Gneiss,Clay,600+,3000+,1,P,leaf blade several times longer than sheath; stem edges winged˚,NA,M. Piantedosi; NEWFS:In Field:27 JUL 2017,1:27 JUL 2017:Smithsonian :,NA,NA,NA,NA,1,15,WEB,6-Apr,"7.5 YR 5/3 ""brown""",7-Dec-17,SCHOENOPLECTUS,americanus,2017,NA,NA,NA
