Source Lot,Source Code,Lbs Shipped,Seeds/Lb,100-Seed Wt (G),Species Code,Common Name,Genus,Species,,,,,NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR,MISC
'SOS-WY070-96,RACO3-SOS-WY070-96-JOHNSON-20,0.0171,655870,0.0691,RACO3,upright prairie coneflower,Ratibida,columnifera,,,,,Ratibida columnifera,ASTERACEAE,RACO3,8/6/2020,WY070-96,96,WY070,,"Miller, A; Arnold, A; Mirkes, M",US,43E,Northwestern Great Plains (Omernik),Wyoming,Johnson,Middle Fork Powder River Management Area,Outlaw Cave,"From the I25 exit in Kaycee, head west on Highway 191 for about 1 mile. Turn left onto Highway 190W for about 16 miles to Barnum. Turn left onto Bar C Road and continue for 23.15 miles (following signs for Middle Fork Powder River Management Area) . This road travels directly through the headquarters of the Hole-in-the-Wall ranch. The collection was to the north/northeast side of the road, mostly in a rocky reclaimed old road, and continued along the old road for about a half mile.","43°35' 12.951"" N","106°56' 2.8062"" W",43.58693,.,,,6254,FT,BLM,Grindelia squarrosa:Artemisia cana:Heterotheca villosa:Koeleria macrantha:Arenaria hookeri:Artemisia frigida:Linum lewisii:Gutierrezia sarothrae:Comandra umbellata:Liatris punctata:Agropyron cristatum,Grazed,Flat and Hillslope,0-13,,Inter-Mountain Basins Big Sagebrush Steppe,"Grazing, Recreation","*Upper Mississippian-Permian, Tensleep Sandstone and Amsden Formation, Sedimentary > Clastic > Mudstone > Shale Sedimentary > Carbonate > Dolostone Sedimentary > Clastic > Sandstone *Permian-Upper Triassic, Chugwater and Goose Egg Formations, Sedimentary > Clastic > Siltstone, Sandstone",Other : Clay Loam,1197,6000,5,P,"Clumping aster with drooping, wide, bright yellow (occasionally red and yellow) ray flowers around a cylindrical cone. Leaves deeply divided.",,Buffalo SOS Field Crew:In Field:06 AUG 2020,"3:06 AUG 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo BLM Field Office",,,44056,,2,,WEB,1-1.5,Dry 2.5Y 6/4 Wet: 2.5Y 5/4,44091,RATIBIDA,columnifera,2020,
'SOS-WY070-97,HEVI4-SOS-WY070-97-JOHNSON-20,0.0148,754491,0.0601,HEVI4,hairy false goldenaster,Heterotheca,villosa,,,,,Heterotheca villosa,ASTERACEAE,HEVI4,8/10/2020,WY070-97,97,WY070,,"Miller, A; Arnold, A; Mirkes, M",US,17E,Middle Rockies (Omernik),Wyoming,Johnson,,Poison Creek Trail,"From Buffalo, take Highway 16 West to Hazelton Road. Turn south onto Hazelton Road and travel approximately 0.7 mile, then turn left onto FS Road 466(sign for Johnson County Youth Camp). After about 3 miles, turn left onto Billy Creek Road. The trailhead and parking area will be about 3.5 miles on your right. Collected within 100 feet of trail for up to a half mile, and in large clearing, and along ridge.","44°5' 29.8608"" N","106°50' 42.2442"" W",44.09162,-106.84506,GPS,NAD83,7518,FT,BLM,Campanula sp.:Anemone cylindrica:Pinus ponderosa:Gentiana affinis:Potentilla arguta:Allium textile:Koeleria macrantha:Galium boreale:Solidago sp.:Lupinus sp.:Pulsatilla patens ssp. multifida,Burned,Hillslope,0-27,,"Rocky Mountain Foothill Limber Pine-Juniper Woodland, Inter-Mountain Basins Montane Sagebrush Steppe,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland",Recreation,"*Madison Group, Darby Formation, Three Forks and Jefferson Formations, Upper Devonian-Upper Mississippian,Sedimentary > Carbonate > Dolostone, Limestone *Bighorn Dolomite, Gallatin Group, Gros Ventre Formation, Snowy Range Formation, Pilgrim Limestone, Park Shale, Meagher Limestone, Wolsey Shale, Flathead Sandstone, Whitewood Dolomite, and Winnipeg and Deadwood Formations Middle Cambrian-Upper Ordovician, Sedimentary > Carbonate > Dolostone, Limestone *Landslide deposits, Pleistocene-Holocene",Other : Silty Loam,1763,10000,7,P,"Taprooted perennial with ascending, hirsute stems, 4-12 inches tall. Ray flowers yellow, female, 10-20; disk flowers yellow, perfect, 20-50.",,Buffalo SOS Field Crew:In Field:30 JUL 2020,"3:30 JUL 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo BLM Field Office",,,44054,44062,2,,WEB,0.5-1.5,Dry: 10YR 5/3 Wet: 7.5YR 2.5/1,44091,HETEROTHECA,villosa,2020,
'SOS-WY070-98,HEVI4-SOS-WY070-98-JOHNSON-20,0.0167,677014,0.0669,HEVI4,hairy false goldenaster,Heterotheca,villosa,,,,,Heterotheca villosa,ASTERACEAE,HEVI4,8/13/2020,WY070-98,98,WY070,,"Miller, A; Arnold, A; Mirkes, M",US,17E,Middle Rockies (Omernik),Wyoming,Johnson,Gardner Mountain,Near Gardner Mountain Trail Head,"From Buffalo, head west on US-16 W for about 27 miles, then turn south onto Hazelton Road for 20 miles. Go straight to continue on Slip Road for 8.1 miles. Turn south onto a rough two-track, and follow two-track to left (before parking sign) to get to the collection area. Collect for several hundred feet on both sides of road.","43°50' 28.2732"" N","106°56' 23.1"" W",43.84118,-106.93975,GPS,NAD83,7999,FT,BLM,Achillea millefolium:Koeleria macrantha:Juniperus communis:Pseudotsuga menziesii:Orbexilum lupinellum:Tragopogon dubius:Arenaria hookeri:Pseudoroegneria spicata:Solidago sp.:Artemisia tridentata:Ribes sp.,Grazed,Hillslope,15-Aug,N,Inter-Mountain Basins Montane Sagebrush Steppe; Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Recreation and grazing,"Middle Cambrian-Upper Ordovician; Lower Mississippian-Upper Mississippian; Sedimentary > Carbonate > Dolostone, Limestone",Other : Silty Loam,1509,7600,10,P,"Taprooted perennial with ascending, hirsute stems, 4-12 inches tall. Ray flowers yellow, female, 10-20; disk flowers yellow, perfect, 20-50.û",,"SOS Field Crew-Buffalo, WY:In Field:13 AUG 2020","3:13 AUG 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo BLM Field Office",,,44074,44089,0,,WEB,0.25-0.5,Dry: 7.5YR 3/2 Wet: 7.5YR 2.5/3,44105,HETEROTHECA,villosa,2020,
'SOS-WY070-99,HEVI4-SOS-WY070-99-JOHNSON-20,0.0153,737321,0.0615,HEVI4,hairy false goldenaster,Heterotheca,villosa,,,,,Heterotheca villosa,ASTERACEAE,HEVI4,8/17/2020,WY070-99,99,WY070,,"Miller, A; Arnold, A; Mirkes, M",US,17E,Middle Rockies (Omernik),Wyoming,Johnson,Mosier Gulch,Clear Creek Trail,"From Buffalo, head west onto US-16W for about 5 miles. Turn left (South) into Mosier Gulch Recreation Area. Drive all the way to the end of the road and park near turnaround. Walk over wooden bridge crossing creekbed, and collect in area within 100 feet of both sides of the trail.","44°19' 43.2582"" N","106°48' 39.5676"" W",44.32868,-106.81099,GPS,NAD83,5443,FT,BLM,Gutierrezia sarothrae:Grindelia squarrosa:Pascopyrum smithii:Bromus inermis:Toxicodendron radicans:Opuntia polyacantha:Pinus ponderosa:Tragopogon dubius:Achillea millefolium,,Flat,16-May,E,Pasture/Hay,Recreation,"Eocene, Wasatch Formation - Moncrief Member, Sedimentary > Clastic > Conglomerate",Other : Loamy Sand,312,1000,2,P,"Taprooted perennial with ascending, hirsute stems, 4-12 inches tall. Ray flowers yellow, female, 10-20; disk flowers yellow, perfect, 20-50.",,"SOS Field Crew-Buffalo, WY:In Field:17 AUG 2020","3:17 AUG 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo BLM Field Office",,,44070,08/17/20 & 08/27/20 & 09/02/2,0,,WEB,0.5-1.5,Wet: 10YR 3/2 Dry: 10YR 5/2,44095,HETEROTHECA,villosa,2020,
'SOS-WY070-100,HEVI4-SOS-WY070-100-JOHNSON-20,0.0176,635828,0.0713,HEVI4,hairy false goldenaster,Heterotheca,villosa,,,,,Heterotheca villosa,ASTERACEAE,HEVI4,8/17/2020,WY070-100,100,WY070,,"Miller, A; Arnold, A; Mirkes, M",US,17E,Middle Rockies (Omernik),Wyoming,Johnson,Gardner Mountain,Slip Road,"From Kaycee, take WY-191 N for 12 miles. Continue straight on Mayworth Road for 3 miles, and slight left onto Slip Road for 8.5 miles. Collections occurred on both sides of the road for approximately 600 feet.","43°51' 39.51"" N","106°57' 52.1634"" W",43.86097,-106.96448,GPS,NAD83,7441,FT,BLM,Artemisia tridentata:Eurybia conspicua:Achillea millefolium:Koeleria macrantha:Arenaria hookeri:Bouteloua gracilis:Ribes sp.:Orthocarpus luteus:Gutierrezia sarothrae,Grazed,Hillslope,20-Mar,NW,Inter-Mountain Basins Montane Sagebrush Steppe,Grazing,"Sedimentary > Carbonate > Dolostone, Limestone",Other : Silty Clay Loam,985,4000,3,P,"Taprooted perennial with ascending, hirsute stems, 4-12 inches tall. Ray flowers yellow, female, 10-20; disk flowers yellow, perfect, 20-50.",,"SOS Field Crew-Buffalo, WY:In Field:27 JUL 2020","3:27 JUL 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo BLM Field Office",,,44074,44089,0,,WEB,0.5-2.0,Dry: 10YR 6/3 Wet: 10YR 5/3,44105,HETEROTHECA,villosa,2020,
'SOS-WY070-101,RACO3-SOS-WY070-101-CAMPBELL-20,0.0151,765698,0.0592,RACO3,upright prairie coneflower,Ratibida,columnifera,,,,,Ratibida columnifera,ASTERACEAE,RACO3,8/18/2020,WY070-101,101,WY070,,"Miller, A; Arnold, A; Mirkes, M",US,43E,Northwestern Great Plains (Omernik),Wyoming,Campbell,Burnt Hollow,,"From Gillette, head north on US-14 W for 8 miles, then turn Northeast onto WY-59 N for 16 miles. Turn right onto Oil Field Road, into parking lot. Park near gate, and collect in the grassy area Southwest of the parking area, in moist depressions and channels.","44°32' 20.868"" N","105°24' 24.5844"" W",44.53913,-105.40682,GPS,NAD83,3941,FT,BLM and USFS,Bouteloua gracilis:Bouteloua gracilis:Solidago sp.:Opuntia polyacantha:Achillea millefolium:Hesperostipa comata:Sphaeralcea coccinea:Gutierrezia sarothrae:Tragopogon dubius:Artemisia cana:Fragaria sp.,Grazed,Flat,0-4,"N, NE, E, SE, S, SW, W, NW",Inter-Mountain Basins Big Sagebrush Steppe,"Grazing, Recreation","Unconsolidated > Fine-detrital > Clay, Sily; Unconsolidated > Coarse-detrital > Sand; Sedimentary > Clastic > Sandstone; Mudstone > Shale",Other : Loamy Sand,813,4100,3,P,"Clumping aster with drooping, wide, bright yellow (occasionally red and yellow) ray flowers around a cylindrical cone. Leaves deeply divided.",,"SOS Field Crew-Buffalo, WY:In Field:18 AUG 2020","3:18 AUG 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo BLM Field Office",,,,,0,,WEB,0.5-2.5,Dry: 10YR 5/3 Wet: 10YR 3/3,44095,RATIBIDA,columnifera,2020,
'SOS-WY070-102,ACMI2-SOS-WY070-102-JOHNONS-20,0.0032,3634615,0.0124,ACMI2,common yarrow,Achillea,millefolium,,,,,Achillea millefolium,ASTERACEAE,ACMI2,8/19/2020,WY070-102,102,WY070,,"Miller, A; Arnold, A; Mirkes, M",US,17E,Middle Rockies (Omernik),Wyoming,Johnson,Poison Creek Trail,,"From Buffalo, take Highway 16 West to Hazelton Road. Turn south onto Hazelton Road and travel approximately 0.7 mile, then turn left onto FS Road 466(sign for Johnson County Youth Camp). After about 3 miles, turn left onto Billy Creek Road. The trailhead and parking area will be about 3.5 miles on your right. Collected within 100 feet of trail for up to a half mile, and in large clearing, and along ridge.","44°5' 29.8608"" N","106°50' 42.2442"" W",44.09162,-106.84506,GPS,NAD83,7518,FT,BLM,Campanula sp.:Anemone cylindrica:Pinus ponderosa:Gentiana affinis:Potentilla arguta ssp. arguta:Potentilla arguta:Allium textile:Koeleria macrantha:Galium boreale:Solidago sp.:Lupinus sp.:Pulsatilla patens ssp. multifida:Arenaria congesta var. congesta,Burned,Hillslope,0-27,"N, NE, E, SE, S, SW, W, NW","Rocky Mountain Foothill Limber Pine-Juniper Woodland; Inter-Mountain Basins Montane Sagebrush Steppe, Southern Rocky; Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland",Recreation,"Madison Group, Darby Formation, Three Forks and Jefferson Formations, Upper Devonian-Upper Mississippian,Sedimentary > Carbonate > Dolostone, Limestone; Bighorn Dolomite, Gallatin Group, Gros Ventre Formation, Snowy Range Formation, Pilgrim Limestone, Park Shale, Meagher Limestone, Wolsey Shale, Flathead Sandstone, Whitewood Dolomite, and Winnipeg and Deadwood Formations Middle Cambrian-Upper Ordovician, Sedimentary > Carbonate > Dolostone, Limestone; Landslide deposits, Pleistocene-Holocene",Other : Silty Loam,1727,9000,10,P,"Flower head is a compound corymb that consists of many small, white ray and disk flowers, at the top of a single stem, or sometimes branched at top. Leaves grow along stem and have a delicate, lacey, fern-like appearance.",,"SOS Field Crew-Buffalo, WY:In Field:11 AUG 2020","3:11 AUG 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo BLM Field Office",,,44067,08/19/2020 & 8/24/2020 & 9/3/,0,,WEB,3-Jan,Dry: 10YR 5/3 Wet: 7.5YR 2.5/1,44095,ACHILLEA,millefolium,2020,
'SOS-WY070-103,HEVI4-SOS-WY070-103-SHERIDAN-20,0.0178,656060,0.0691,HEVI4,hairy false goldenaster,Heterotheca,villosa,,,,,Heterotheca villosa,ASTERACEAE,HEVI4,8/24/2020,WY070-103,103,WY070,,"Miller, A; Arnold, A; Mirkes, M",US,17E,Middle Rockies (Omernik),Wyoming,Sheridan,Bighorn National Forest,Steamboat Point Trail,"From Sheridan, take I-90 W for 14.5 mi. Take exit for US-14 W towards Dayton, and follow for 19.3 miles. Parking area for Steamboat Point Trail located on right (north) side of road. Collection took place on slope following the trail, approximately 800 feet from the parking lot.","44°48' 13.194"" N","107°21' 48.942"" W",44.80366,-107.36359,GPS,NAD83,7245,FT,Wyoming State Land,Phleum pratense:Achillea millefolium:Bromus inermis:Balsamorhiza sagittata:Balsamorhiza macrophylla:Solidago sp.:Lupinus sp.:Bromus tectorum:Linum lewisii:Arenaria hookeri:Tragopogon dubius,None,Hillslope,19,S,Inter-Mountain Basins Big Sagebrush Steppe,Recreation,"*Middle Cambrian-Upper Ordovician> Bighorn Dolomite, Gallatin Group, Gros Ventre Formation, Snowy Range Formation, Pilgrim Limestone, Park Shale, Meagher Limestone, Wolsey Shale, Flathead Sandstone, Whitewood Dolomite, and Winnipeg and Deadwood Formations, Sedimentary > Carbonate > Dolostone and Limestone *Middle Archean-Late Archaen>Plutonic Rock, Igneous > Plutonic > Syenitic > Quartz-monzonite Igneous > Plutonic > Dioritic > Quartz-diorite Metamorphic > Gneiss",Other : Clay Loam,731,5000,2,P,"Taprooted perennial with ascending, hirsute stems, 4-12 inches tall. Ray flowers yellow, female, 10-20; disk flowers yellow, perfect, 20-50.",,Buffalo SOS Field Crew:In Field:25 AUG 2020,"3:25 AUG 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo BLM Field Office",,,37493,,0,,WEB,.25-1.5,Dry: 2.5Y 4/2 Wet: 10YR 3/2,44095,HETEROTHECA,villosa,2020,
'SOS-WY070-104,ACMI2-SOS-WY070-104-JOHNSON-20,0.0027,4057245,0.0111,ACMI2,common yarrow,Achillea,millefolium,,,,,Achillea millefolium,ASTERACEAE,ACMI2,8/27/2020,WY070-104,104,WY070,,"Miller, A; Arnold, A; Mirkes, M",US,17E,Middle Rockies (Omernik),Wyoming,Johnson,Tie Hack Recreation Area,,"From Buffalo, head west on US-16 W for about 15 miles. Turn left (South) onto Tie Hack Road for 0.6 miles, then veer left to stay on Tie Hack Road for another mile until you reach the parking area nearest the reservoir. Follow the trail along the north side of the lake for 1500 feet, collecting near trail between the water and treeline.","44°17' 5.7042"" N","106°55' 32.1204"" W",44.28491,-106.92558,GPS,NAD83,7326,FT,USFS,Heterotheca villosa:Koeleria macrantha:Artemisia frigida:Juniperus horizontalis:Tragopogon dubius,None,Hillslope,21,SE,Inter-Mountain Basins Big Sagebrush Steppe,Recreation,"Early Archean, Oldest gneiss complex Metamorphic > Gneiss Metamorphic > Migmatite",Other : Loamy Sand,2556,13000,5,P,"Flower head is a compound corymb that consists of many small, white ray and disk flowers, at the top of a single stem, or sometimes branched at top. Leaves grow along stem and have a delicate, lacey, fern-like appearance.",,Buffalo SOS Field Crew:In Field:27 AUG 2020,"3:27 AUG 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo BLM Field Office",,,44076,,0,,WEB,3-Jan,Dry: 10 YR 4/2 Wet: 10YR 2/2,44095,ACHILLEA,millefolium,2020,
'SOS-WY070-105,ACMI2-SOS-WY070-105-SHERIDAN-20,0.0035,3640449,0.0124,ACMI2,common yarrow,Achillea,millefolium,,,,,Achillea millefolium,ASTERACEAE,ACMI2,9/1/2020,WY070-105,105,WY070,,"Miller, A; Arnold, A; Mirkes, M",US,17E,Middle Rockies (Omernik),Wyoming,Sheridan,Bighorn National Forest,Steamboat Point Trail - #630,"From Sheridan, take I-90 W for 14.5 mi. Take exit for US-14 W towards Dayton, and follow for 19.3 miles. Parking area for Steamboat Point Trail located on right (north) side of road. Collection took place on slope following the trail, approximately 800 feet from the parking lot.","44°48' 13.194"""" N","107°21' 48.942"" W",.,.,GPS,NAD83,7245,FT,Wyoming State Land,Phleum pratense:Heterotheca villosa:Bromus inermis:Balsamorhiza sagittata:Balsamorhiza macrophylla:Balsamorhiza macrophylla:Solidago sp.:Lupinus sp.:Bromus tectorum:Linum lewisii:Arenaria hookeri:Tragopogon dubius,None,Hillslope,19,S,Inter-Mountain Basins Big Sagebrush Steppe,Recreation,"*Middle Cambrian-Upper Ordovician> Bighorn Dolomite, Gallatin Group, Gros Ventre Formation, Snowy Range Formation, Pilgrim Limestone, Park Shale, Meagher Limestone, Wolsey Shale, Flathead Sandstone, Whitewood Dolomite, and Winnipeg and Deadwood Formations, Sedimentary > Carbonate > Dolostone and Limestone *Middle Archean-Late Archaen>Plutonic Rock, Igneous > Plutonic > Syenitic > Quartz-monzonite Igneous > Plutonic > Dioritic > Quartz-diorite Metamorphic > Gneiss",Other : Clay Loam,1753,9000,3,P,"Flower head is a compound corymb that consists of many small, white ray and disk flowers, at the top of a single stem, or sometimes branched at top. Leaves grow along stem and have a delicate, lacey, fern-like appearance.",,Buffalo SOS Field Crew:In Field:25 AUG 2020,"3:25 AUG 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo BLM Field Office",,,,,0,,WEB,3-Jan,Dry: 2.5Y 4/2 Wet: 10YR 3/2,44095,ACHILLEA,millefolium,2020,
'SOS-WY090-173,LILE3-SOS-WY090-173-LINCOLN-20,0.0351,319301,0.142,LILE3,Lewis flax,Linum,lewisii,,,,,Linum lewisii,LINACEAE,LILE3,8/3/2020,WY090-173,173,WY090,,"Boies, A., Grelecki, A.",US,18E,Wyoming Basin (Omernik),Wyoming,Lincoln,BLM,,"From Alt30/189 Junction in Kemmerer, take 189 N 5 miles, turning NW on County Road 306 (CR 306). In .1 miles bear W at fork onto Farm Field Road. At next immediate junction, bear W again for 1.18 miles. Take two-track bearing E/NE for .09 miles.","41°51' 47.0808"" N","110°32' 55.4532"" W",41.86307,-110.54873,GPS,WGS84,7329,FT,BLM,Poa secunda:Ipomopsis congesta:Pseudoroegneria spicata:Artemisia tridentata ssp. vaseyana,Grazed,Flat,0,,Sagebrush steppe,Next to a gravel pit,Hillard Shale,Sand,185,2000,0.1,P,Plants typically 18 inches tall. Most in fruit with some still flowering. Petals are periwinkle in color; 5 per infloresence.,,"Boies, A., Grelecki, A.:In Field:03 AUG 2020","3:04 AUG 2020:Denver Botanic Garden, Smithsonian Institute, Kemmerer Field Office",,,,,2,,WEB,1.5,10YR 5/3,44130,LINUM,lewisii,2020,
'SOS-WY090-175,LODI-SOS-WY090-175-LINCOLN-20,0.263,34038,1.3325,LODI,fernleaf biscuitroot,Lomatium,dissectum,,,,,Lomatium dissectum,APIACEAE,LODI,8/5/2020,WY090-175,175,WY090,,"Boies, A., Grelecki, A.",US,18E,Wyoming Basin (Omernik),Wyoming,Lincoln,,,"From Cokeville, WY, take HWY 232 N/NE 5.3 miles; turn NE onto a gravel road that crosses a cattle guard. Follow this road for 1.5 miles, where meets another gravel road going E, follow for 1.7 miles. After the fence line in about .2 miles is a fork, bear SE following this two-track .7 miles. At this junction head north until the road ends. From there it is roughly .5 miles down the mountain on foot.","42°10' 1.1028"" N","110°50' 8.4012"" W",42.16697,-110.83566,GPS,WGS84,7008,FT,BLM,Crepis acuminata:Pseudoroegneria spicata:Penstemon humilis:Poa secunda,Grazed,Mountains,30,W,Mixed foothills shrubland,,Stump Formation,Sand,191,1000,10,P,Average plant height is 40cm among those sampled for voucher collections. Stem is purpleish toward base. Infloresence is an umbel.,,"Boies, A., Grelecki, A.:In Field:23 JUN 2020","3:23 JUN 2020:Denver Botanic Garden, Smithsonian Institute, Kemmerer Field Office",,,44052,,2,,WEB,1.5,10YR3/4,44130,LOMATIUM,dissectum,2020,
'SOS-WY090-176,LILE3-SOS-WY090-176-LINCOLN-20,0.0325,339571,0.1335,LILE3,Lewis flax,Linum,lewisii,,,,,Linum lewisii,LINACEAE,LILE3,8/12/2020,WY090-176,176,WY090,,"Boies, A., Grelecki, A.",US,18E,Wyoming Basin (Omernik),Wyoming,Lincoln,BLM,,"From 30/189 split in Kemmerer, travel .75 miles, turning onto WY-233N. Turn NW on Dempsey road in 3.8 miles. Follow Dempsey road for 4.94 miles. Turn N onto a two-track, follow for .26 miles. At this point you will turn W/NW onto another two-track for .17 miles.","41°53' 31.908"" N","110°38' 14.028"" W",41.89219,-110.63723,GPS,WGS84,7680,FT,BLM,Artemisia arbuscula:Phlox hoodii:Poa secunda:Pseudoroegneria spicata,Grazed,Flat,2,NE,Sagebrush steppe,,Adaville Formation,Sand,77,2000,0.5,P,Most plants with fruit. Some still in flower. Those in flower have 5 periwinkle petals.,,"Boies, A., Grelecki, A.:In Field:12 AUG 2020","3:12 AUG 2020:Denver Botanic Garden, Smithsonian Institute, Kemmerer Field Office",,,,,,,WEB,1.5,10YR 6/2,44130,LINUM,lewisii,2020,
'SOS-WY090-178,PEPR2-SOS-WY090-178-LINCOLN-20,0.0014,9818181,0.0046,PEPR2,littleflower penstemon,Penstemon,procerus,,,,,Penstemon procerus,SCROPHULARIACEAE,PEPR2,8/17/2020,WY090-178,178,WY090,,"Boies, A., Grelecki, A.",US,18E,Wyoming Basin (Omernik),Wyoming,Lincoln,,,"From Junction of WY089 and US30 follow US30 East toward Kemmerer for 4.9 miles, at turn off there is a large fence, turn South at underpass across the train tracks, continue through hunt area 6 , at 41.76838, -110.89066 bear NE at fork for about 2 miles, turn South on 2 track for 0.5 miles.","41°45' 55.7028"" N","110°50' 34.1052"" W",41.76547,-110.8428,GPS,WGS84,7379,FT,BLM,Artemisia cana:Poa secunda:Gentiana calycosa:Ipomopsis aggregata,Grazed,Rolling hills,0,,Sagebrush steppe,,Nugget Sandstone,"Clay, Sand",113,600,2,P,"Corolla tube is violet/blue, inner throat is white and stem can be reddish in color. Is growing in wet area within the sagebrush steppe. Tends to grow under the sagebrush.",,"Boies, A., Grelecki, A.:In Field:18 JUN 2020","3:18 JUN 2020:Denver Botanic Garden, Smithsonian Institute, Kemmerer Field Office",,,,,2,,WEB,1.5,10YR 2/1,44130,PENSTEMON,procerus,2020,
'SOS-WY090-179,LILE3-SOS-WY090-179-LINCOLN-20,0.0292,384276,0.118,LILE3,Lewis flax,Linum,lewisii,,,,,Linum lewisii,LINACEAE,LILE3,8/19/2020,WY090-179,179,WY090,,"Boies, A., Grelecki, A.",US,18E,Wyoming Basin (Omernik),Wyoming,Lincoln,,,"From Alt30/189 Junction in Kemmerer, take 189 N 5 miles, turning NW on County Road 306 (CR 306). Follow CR306 for 9.3 miles. Bear left at fork for .25 miles, turn W onto two-track for .15 miles or until it ends. Collection site is .15 miles to the N.","41°59' 19.3776"" N","110°31' 46.128"" W",41.98871,-110.52948,GPS,WGS84,7388,FT,BLM,Hymenoxys hoopesii:Artemisia cana:Symphyotrichum lanceolatum:Lupinus argenteus,Mowed:Grazed,Flat,0,,Wet meadow,,Frontier Formation,Silt,279,2000,1,P,Growing in a wetland complex. Of the voucher samples taken the average height was 36cm. Leaves are glaucous. Infloresence is perwinkle in color with 5 petals.û,,"Boies, A., Grelecki, A.:In Field:03 AUG 2020","3:03 AUG 2020:Denver Botanic Garden, Smithsonian Institute, Kemmerer Field Office",,,,,,,WEB,1.5,2.5YR 4/2,44130,LINUM,lewisii,2020,
'SOS-WY090-180,PEPR2-SOS-WY090-180-LINCOLN-20,0.0043,4050000,0.0111,PEPR2,littleflower penstemon,Penstemon,procerus,,,,,Penstemon procerus,SCROPHULARIACEAE,PEPR2,8/19/2020,WY090-180,180,WY090,,"Boies, A., Grelecki, A.",US,18E,Wyoming Basin (Omernik),Wyoming,Lincoln,,,"From Alt30/189 Junction in Kemmerer, take 189 5 miles, turning NW on County Road 306 (CR 306). Follow CR306 for 9.3 miles. Bear left at fork and follow for 2.9 miles. At fork, bear West (left) for .4 miles.","42°0 23.904"" N","110°33' 42.66"" W",42.00664,-110.56185,GPS,WGS84,7657,FT,BLM,Artemisia cana:Eriogonum umbellatum:Pseudotsuga menziesii:Achillea millefolium,Grazed,Foothills,0,,Wet meadow,,Hillard Shale,Silt,417,2500,1,P,Growing in wet meadow adjacent to Wheat Creek. Height of plants ranged from 7in to 2ft. Corolla tube is violet/blue and inner throat is white. The stem is reddish in color.,,"Boies, A., Grelecki, A.:In Field:24 JUN 2020","3:24 JUN 2020:Denver Botanic Garden, Smithsonian Institute, Kemmerer Field Office",,,44090,,,,WEB,1,2.5Y 5/3,44130,PENSTEMON,procerus,2020,
'SOS-WY090-183,ACMI2-SOS-WY090-183-LINCOLN-20,0.0033,4215613,0.0107,ACMI2,common yarrow,Achillea,millefolium,,,,,Achillea millefolium,ASTERACEAE,ACMI2,8/26/2020,WY090-183,183,WY090,,"Boies, A., Grelecki, A.",US,18E,Wyoming Basin (Omernik),Wyoming,Lincoln,,,"From Alt30/189 Junction in Kemmerer, take 189 N 5 miles, turning NW on County Road 306 (CR 306). Follow CR306 for 9.3 miles. Bear left at fork and follow for 2.9 miles. At fork, bear West (left) for .4 miles.","42°0 28.314"" N","110°33' 38.8692"" W",42.00786,-110.56079,GPS,WGS84,7660,FT,BLM,Penstemon procerus:Eriogonum umbellatum:Artemisia cana:Ipomopsis aggregata,Grazed,Foothills,0,,Wet meadow/sagebrush steppe,,Hillard Shale,Silt,278,10000,1,P,Average height of voucher specimens collected was 26cm. Infloresence in an umbel with individual flowers having 5 wheat/cream colored petals. Stem is hirsute. Leaves mostly basal with some on upper part of stem. It is ubiquitous.,,"Boies, A., Grelecki, A.:In Field:17 JUN 2020","3:03 AUG 2020:Denver Botanic Garden, Smithsonian Institute, Kemmerer Field Office",,,,,,,WEB,1,10YR 4/2,44130,ACHILLEA,millefolium,2020,
