NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CN+R1+M1:N84,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR,MISC
Euthamia graminifolia,ASTERACEAE,EUGR5,7-Nov-16,NEWFS-581,581,NEWFS,,"Heilmann, Krista",US,59E,Northeastern Coastal Zone (Omernik),New Hampshire,Rockingham,Great Bay NWR,freshwater marsh off Arboretum drive,ref. newfs-579,"43°5' 41.8"" N","70°50' 18.3"" W",43.09494,-70.83841,GPS,NAD83,52,FT,usfws,Solidago rugosa:Juncus canadensis:Mimulus ringens:Spiraea tomentosa:Scirpus cyperinus:Carex stricta:Carex crinita:Juncus effusus,Flooded,freshwater marsh,0,,freshwater marsh,conservation,"migmatite, phyllite, diorite",Clay,110 plants sampled,500+,1,P,,,Michael Piantedosi::,"2:07 NOV 2016:smithsonian, newfs",,,,,1,258,WEB,<5,7.5 3/2 black,29-Nov-16,EUTHAMIA,graminifolia,2016,
Mimulus ringens,SCROPHULARIACEAE,MIRI,7-Nov-16,NEWFS-583,583,NEWFS,,"Rogers, Julia",US,59E,Northeastern Coastal Zone (Omernik),New Hampshire,Rockingham,Great Bay NWR,freshwater marsh off arboretum drive,ref. newfs-579,"43°5' 41.8"" N","70°50' 18.3"" W",43.09494,-70.83841,GPS,NAD83,52,FT,usfws,Euthamia graminifolia:Solidago rugosa:Juncus canadensis:Spiraea tomentosa:Scirpus cyperinus:Juncus effusus,Flooded,freshwater marsh,0,,freshwater marsh,conservation,"migmatite, phyllite, diorite",Clay,50 plants sampled,100+,3,P,,,Michael Piantedosi::,"2:07 NOV 2016:smithsonian, newfs",,,,,1,260,WEB,<2,7.5 yr 3/2 black,29-Nov-16,MIMULUS,ringens,2016,
Solidago rugosa,ASTERACEAE,SORU2,7-Nov-16,NEWFS-585,585,NEWFS,,"Heilmann, Krista and Urban, Abigail",US,59E,Northeastern Coastal Zone (Omernik),New Hampshire,Rockingham,Lubberland creek preserve,parking lot edge,95 N take exit 2 for NH-101 toward Hampton/Manchester. Keep right for 101W. Exit 11 for NH 108N. Right on Bay road. Follow past TNC office to parking low on left. Population along parking lot.,"43°4' 39.2"" N","70°54' 38.4"" W",43.07755,-70.91066,GPS,NAD83,21,FT,the nature conservancy,Pinus strobus:Quercus rubra:Rubus sp.:Populus tremuloides:Carya sp.:Prunus serotina:Rhus typhina:Rosa multiflora,,roadside,0,,roadside field,recreation,diorite,Sand,90 plants sampled,500+,1,P,,,Michael Piantedosi::,"2:07 NOV 2016:smithsonian, newfs",,,,,1,262,WEB,<7,,29-Nov-16,SOLIDAGO,rugosa,2016,
Solidago sempervirens,ASTERACEAE,SOSE,8-Nov-16,NEWFS-586,586,NCBG,,"Heilmann, Krista and Rogers, Julia",US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,Bristol,Rattlesnake brook dam,salt marsh,Follow 93 S to 24 S. Take exit 9. Turn right at end of entrance ramp. Follow main street to junction with narrows road. Marsh~ 0.1 mile down Narrows Road.,"41°46' 47.9"" N","71°5' 13.3"" W",41.77997,-71.08702,GPS,NAD83,9,FT,town of Freetown,Panicum virgatum:Symphyotrichum novae-angliae:Bolboschoenus maritimus:Typha angustifolia,Flooded,saltmarsh,0,,saltmarsh,conservation,granite,"Clay, Silt, Sand",120 plants sampled,500+,2,P,,,Michael Piantedosi::,"2:08 NOV 2016:smithsonian, newfs",,,,,1,263,ACH,<6,7.5 yr 3/2,28-Mar-19,SOLIDAGO,sempervirens,2016,
Juncus canadensis,JUNCACEAE,JUCA3,8-Nov-16,NEWFS-588,588,NEWFS,,"Karlsson, Cassandra",US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,,rattlesnake brook dam,freshwater marsh,ref. to newfs-587,"41°46' 47.9"" N","71°5' 13.3"" W",41.77997,-71.08702,GPS,NAD83,9,FT,"Town of Freetown, MA",Clethra alnifolia:Scirpus cyperinus:Eleocharis sp.:Dulichium arundinaceum:Spiraea tomentosa,Flooded,marsh,0,,freshwater marsh,conservation,granite,Silt,90 plants sampled,300+,1,P,,,Michael Piantedosi::,"2:08 NOV 2016:smithsonian, newfs",,,,,1,265,WEB,<5,7.5 yr 3/2 black,30-Nov-16,JUNCUS,canadensis,2016,
Scirpus cyperinus,CYPERACEAE,SCCY,8-Nov-16,NEWFS-589,589,NEWFS,,"Urban, Abigail",US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,,rattlesnake brook dam,freshwater marsh,ref. to newfs-587,"41°46' 47.9"" N","71°5' 13.3"" W",41.77997,-71.08702,GPS,NAD83,9,FT,"Town of Freetown, MA",Clethra alnifolia:Cephalanthus occidentalis:Eleocharis sp.:Juncus canadensis:Dulichium arundinaceum:Spiraea tomentosa,Flooded,marsh,0,,freshwater marsh,conservation,granite,Silt,135 plants sampled,500+,2,P,,,Michael Piantedosi::,"2:08 NOV 2016:smithsonian, newfs",,,,,1,266,WEB,<6,7.5 yr 3/2 black,30-Nov-16,SCIRPUS,cyperinus,2016,
Spiraea tomentosa,ROSACEAE,SPTO2,8-Nov-16,NEWFS-591,591,NEWFS,,"Rogers, Julia",US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,,rattlesnake brook dam,freshwater marsh,reference newfs-587,"41°46' 47.9"" N","71°5' 13.3"" W",41.77997,-71.08702,GPS,NAD83,9,FT,town of Freetown,Clethra alnifolia:Scirpus cyperinus:Eleocharis sp.:Juncus canadensis:Dulichium arundinaceum:Spiraea tomentosa:Hypericum mutilum,Flooded,marsh,0,,freshwater marsh,conservation,granite,Silt,70 plants sampled,300+,2,P,,,Michael Piantedosi::,"2:08 NOV 2016:smithsonian, newfs",,,,,1,268,WEB,<7,7.5 yr 3/2 black,30-Nov-16,SPIRAEA,tomentosa,2016,
Spiraea alba,ROSACEAE,SPAL2,8-Nov-16,NEWFS-592,592,NEWFS,,"Rogers, Julia",US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,,rattlesnake brook dam,freshwater marsh,ref. newfs-587,"41°46' 47.9"" N","71°5' 13.3"" W",41.77997,-71.08702,GPS,NAD83,9,FT,town of Freetown,Clethra alnifolia:Scirpus cyperinus:Eleocharis sp.:Juncus canadensis:Dulichium arundinaceum:Spiraea tomentosa:Hypericum mutilum:Cephalanthus occidentalis,Flooded,freshwater marsh,0,,freshwater marsh,conservation,granite,Silt,75 plants sampled,300+,2,P,,,Michael Piantedosi::,"2:08 NOV 2016:smithsonian, newfs",,,,,1,269,WEB,<8,7.5 yr 3/2 black,30-Nov-16,SPIRAEA,alba,2016,
Triadenum virginicum,CLUSIACEAE,TRVI2,8-Nov-16,NEWFS-593,593,NEWFS,,"Heilmann, Krista",US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,,rattlesnake brook dam,freshwater marsh,ref. newfs-587,"41°46' 47.9"" N","71°5' 13.3"" W",41.77997,-71.08702,GPS,NAD83,9,FT,town of Freetown,Hypericum mutilum:Cephalanthus occidentalis:Clethra alnifolia:Scirpus cyperinus:Dulichium arundinaceum,Flooded,marsh,0,,freshwater marsh,marsh,granite,Silt,275 plants sampled,1000+,2,P,,,Michael Piantedosi,"2:08 NOV 2016:smithsonian, newfs",,,,,1,270,WEB,<3,7.5 yr 3/2 black,30-Nov-16,TRIADENUM,virginicum,2016,
Dulichium arundinaceum,CYPERACEAE,DUAR3,8-Nov-16,NEWFS-594,594,NEWFS,,"Rogers, Julia",US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,,rattlesnake brook dam,freshwater marsh,ref. newfs-587,"41°46' 47.9"" N","71°5' 13.3"" W",41.77997,-71.08702,GPS,NAD83,9,FT,town of Freetown,Juncus canadensis:Clethra alnifolia:Scirpus cyperinus:Triadenum fraseri:Spiraea tomentosa:Triadenum virginicum:Spiraea alba:Spiraea tomentosa:Cephalanthus occidentalis,Flooded,freshwater marsh,0,,freshwater marsh,conservation,granite,Clay,75 plants sampled,300+,2-Jan,P,,,Michael Piantedosi::,"2:08 NOV 2016:smithsonian, newfs",,,,,1,271,WEB,<3,7.5 yr 3/2 black,30-Nov-16,DULICHIUM,arundinaceum,2016,
Hypericum mutilum,CLUSIACEAE,HYMU,8-Nov-16,NEWFS-596,596,NEWFS,,"Karlsson, Cassandra",US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,,rattlesnake brook dam,freshwater marsh,ref. newfs-587,"41°46' 47.9"" N","71°5' 13.3"" W",41.77997,-71.08702,GPS,NAD83,9,FT,town of Freetown,Triadenum virginicum:Scirpus cyperinus:Dulichium arundinaceum:Chamaedaphne calyculata:Cephalanthus occidentalis,Flooded,freshwater marsh,0,,freshwater marsh,conservation,granite,Silt,60 plants sampled,1000+,2,P,,,Michael Piantedosi,"2:08 NOV 2016:smithsonian, newfs",,,,,1,273,WEB,<2,7.5 yr 3/2 black,30-Nov-16,HYPERICUM,mutilum,2016,
Triadenum fraseri,CLUSIACEAE,TRFR,9-Nov-16,NEWFS-597,597,NEWFS,,"Karlsson, Cassandra",US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,,"Upper Mill Wayland, MA",marsh,ref. newfs-369,"42°22' 54.8"" N","71°20' 54.0"" W",42.38188,-71.34833,GPS,NAD83,138,FT,Sudbury Valley Trustees,Typha angustifolia:Decodon verticillatus:Lythrum salicaria:Frangula alnus:Bidens sp.,Flooded,marsh,0,,marsh,conservation/recreation,midvolcanic,Clay,115 plants sampled,200,1,P,,,Michael Piantedosi::,"2:09 NOV 2016:smithsonian, newfs",,,,,1,274,WEB,<2,7.5 yr 3/2 black,30-Nov-16,TRIADENUM,fraseri,2016,
Eurybia divaricata,ASTERACEAE,EUDI16,11-Nov-16,NEWFS-612,612,NEWFS,,"Rogers, Julia",US,59E,Northeastern Coastal Zone (Omernik),Connecticut,New London,"Pachaug State Forest, Voluntown",along trail in the forest,ref. newfs-610,"41°34' 55.2"" N","71°51' 36.72"" W",41.582,-71.8602,GPS,NAD83,300,FT,CT DEEP,Quercus rubra:Acer rubrum:Pinus strobus:Solidago rugosa:Solidago caesia:Solidago flexicaulis:Rosa multiflora:Fagus grandifolia,,trailside,0,,trailside,conservation/recreation,mylonite,Sand,170 plants sampled,500+,3,P,,,Michael Piantedosi::,"2:11 NOV 2016:smithsonian, newfs",,,,,1,289,WEB,<3,,1-Dec-16,EURYBIA,divaricata,2016,
Solidago flexicaulis,ASTERACEAE,SOFL2,11-Nov-16,NEWFS-613,613,NEWFS,,"Rogers, Julia and Karlsson, Cassandra",US,59E,Northeastern Coastal Zone (Omernik),Connecticut,New London,Pachoag State Forest,trail 1 road,ref newfs-610,"41°34' 55.2"" N","71°51' 36.72"" W",41.582,-71.8602,GPS,NAD83,300,FT,CT DEEP,Eurybia divaricata:Fagus grandifolia:Pinus strobus:Acer rubrum:Quercus rubra,Flooded,woodland edge,0,,woodland edge,conservation/recreation,mylonite,Silt,85 plants sampled,200+,<1,P,sig-sag shaped stems,,Michael Piantedosi::,"2:11 NOV 2016:smithsonian, newfs",,,,,1,290,WEB,<2,,1-Dec-16,SOLIDAGO,flexicaulis,2016,
Solidago caesia,ASTERACEAE,SOCA4,11-Nov-16,NEWFS-615,615,NEWFS,,"Rogers, Julia and Karlsson, Cassandra",US,59E,Northeastern Coastal Zone (Omernik),Connecticut,New London,Pachoag State Forest,trail leading to body of water along Pachoag trail,reference newfs-610,"41°34' 55.2"" N","71°51' 36.72"" W",41.582,-71.8602,GPS,NAD83,300,FT,CT DEEP,Eurybia divaricata:Fagus grandifolia:Pinus strobus:Acer rubrum:Quercus rubra,,woodland edge,0,,woodland edge,conservation/recreation,mylonite,Silt,150 plants sampled,300+,1,P,,,Michael Piantedosi::,"2:11 NOV 2016:smithsonian, newfs",,,,,1,292,WEB,<3,,1-Dec-16,SOLIDAGO,caesia,2016,
Solidago sempervirens,ASTERACEAE,SOSE,12-Nov-16,NEWFS-617,617,NEWFS,,"Rogers, Julia and Karlsson, Cassandra",US,59E,Northeastern Coastal Zone (Omernik),Rhode Island,Newport,Sachuest Point NWR,3rd beach parking lot,"93-S to 24-S to 138 south in RI. Turn left on Mitchell lane, then right on 3rd beach road. Salt marsh is on the left.","41°28' 55.3"" N","71°14' 44.5"" W",41.48202,-71.24569,GPS,NAD83,3,FT,usfws,Pseudognaphalium obtusifolium:Euthamia caroliniana:Iva frutescens:Rosa rugosa:Spartina patens:Distichlis spicata:Juncus gerardii,Flooded,salt marsh edge,0,,sandy edge of salt marsh,conservation/recreation,orthoquartzite,Sand,500 plants sampled,2500+,2,P,,,Michael Piantedosi::,"2:12 NOV 2016:smithsonian, newfs",,,,,1,294,WEB,<4,,1-Dec-16,SOLIDAGO,sempervirens,2016,
Euthamia caroliniana,ASTERACEAE,EUCA26,12-Nov-16,NEWFS-618,618,NEWFS,,"Rogers, Julia and Karlsson, Cassandra",US,59E,Northeastern Coastal Zone (Omernik),Rhode Island,Newport,Sachuest Point NWR,3rd beach parking lot salt marsh,reference newfs-617,"41°28' 55.3"" N","71°14' 44.5"" W",41.48202,-71.24569,GPS,NAD83,3,FT,usfws,Solidago sempervirens:Pseudognaphalium obtusifolium:Euthamia caroliniana:Iva frutescens:Rosa rugosa:Spartina patens:Distichlis spicata:Juncus gerardii,,salt marsh edge,0,,edge of salt marsh,conservation/recreation,orthoquartzite,"Silt, Sand",125 plants sampled,500+,2,P,"leaves < 5mm wide, axillary fascicles, growing in sandy substrate",,Michael Piantedosi::,"2:12 NOV 2016:smithsonian, newfs",,,,,,295,WEB,<3,,1-Dec-16,EUTHAMIA,caroliniana,2016,
Solidago sempervirens,ASTERACEAE,SOSE,12-Nov-16,NEWFS-619,619,NEWFS,,"Rogers, Julia and Karlsson, Cassandra",US,59E,Northeastern Coastal Zone (Omernik),Rhode Island,Washington,Quonnie Boat ramp,along road,take 95S to RI 4S to Rte 1S. Follow to old post road on the right. turn left on west beach road. Follow to boat ramp. Population along road,"41°20' 30.84"" N","71°42' 33.48"" W",41.3419,-71.7093,GPS,NAD83,3,FT,RI DEM,Morella caroliniensis:Iva frutescens:Panicum virgatum:Baccharis halimifolia:Euthamia caroliniana:Rosa rugosa,,salt marsh and road edge,0,,salt marsh and roadside,recreation and conservation,granite,"Silt, Sand",150 plants sampled,500+,2,P,,,Michael Piantedosi::,"2:12 NOV 2016:smithsonian, newfs",,,,,1,296,WEB,<4,,1-Dec-16,SOLIDAGO,sempervirens,2016,
Solidago sempervirens,ASTERACEAE,SOSE,14-Nov-16,NEWFS-622,622,NEWFS,,"Urban, Abigail",US,59E,Northeastern Coastal Zone (Omernik),Rhode Island,Washington,"John H Chafee NWR south kingston, RI",salt marsh,reference newfs-425,"41°26' 59.4"" N","71°26' 55.4"" W",41.44983,-71.44872,GPS,NAD83,0,FT,usfws,Morella caroliniensis:Juncus gerardii:Spartina patens:Toxicodendron radicans,Flooded,salt marsh,0,,salt marsh,conservation.recreation,"granite, schist",,150 plants sampled,500+,1,P,,,Michael Piantedosi::,"2:14 NOV 2016:smithsonian, newfs",,,,,1,299,WEB,<5,7.5 yr 3/2 black,1-Dec-16,SOLIDAGO,sempervirens,2016,
Euthamia graminifolia,ASTERACEAE,EUGR5,14-Nov-16,NEWFS-623,623,NEWFS,,"Heilmann, Krista",US,59E,Northeastern Coastal Zone (Omernik),Rhode Island,Washington,John H Chafee NWR,salt marsh,ref newfs-425,"41°26' 59.4"" N","71°26' 55.4"" W",41.44983,-71.44872,GPS,NAD83,0,FT,usfws,Solidago sempervirens:Morella caroliniensis:Toxicodendron radicans:Rosa multiflora:Smilax rotundifolia,Flooded,salt marsh,0,,salt marsh,conservation.recreation,"granite, schist","Silt, Sand",100 plants sampled,500+,1,P,,,Michael Piantedosi::,"2:14 NOV 2016:smithsonian, newfs",,,,,1,300,WEB,<4,7.5 yr 3/2 black,1-Dec-16,EUTHAMIA,graminifolia,2016,
Schoenoplectus americanus,CYPERACEAE,SCAM6,13-Oct-17,NEWFS-790,790,NEWFS,,"Piantedosi, M.",US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,Norfolk,"Grape Island, Boston Harbor Islands",Salt marsh area,Take ferry to the island from Boston Harbor. Turn right from the dock and the population is in a low area to the left before the Phragmites and beside the Bolboschoenus.,"42°16' 07.5"" N","70°55' 14.1"" W",42.26875,-70.92058,GPS,NAD83,7,FT,National Park Services,Scirpus cyperinus:Typha latifolia:Phragmites australis:Bolboschoenus maritimus:Solidago sempervirens:Rosa sp.,Grazed:Flooded:broadcast herbicide,Salt marsh,,,Salt marsh,Conservation/recreation,Marine sediment,"Clay, Silt, Sand",81 plants sampled,200+,1,P,ûthere is an awn present that subtends the scales/ bracts of the cone; also differs from S. pungens by a nook or divot at the tip of the bract where the awn residesû,,M. Piantedosi - NEWFS:In Field:13 OCT 2017,::,,,,,1,159,WEB,5-Apr,"10 YR 4/2 ""dark grayish brown""",14-Dec-17,SCHOENOPLECTUS,americanus,2017,
Solidago altissima,ASTERACEAE,SOAL6,24-Oct-17,NEWFS-823,823,NEWFS,,"Kang, K.",US,58E,Northeastern Highlands (Omernik),Massachusetts,Hampshire,Guyette Farm,Guyette Trail,"Take 91 north to Exit 19; follow signs to Route 9 towards Northampton/Amherst, navigate west/northwest through Northampton (Damon Rd, Bridge Rd, Main St); Follow Route 9 west for about 12 miles; Turn right onto Shaw Road, left onto Stage Road, stay on this for about 2 miles, right onto Nash Road (this will change names to South St), at T-intersection turn left onto Gloyd St; park at the 1st dirt parking lot on your left (there is now a big sign that says Guyette Farm on the left); plant population is in a meadow that is accessible from the parking lot.","42°29' 08.3"" N","72°53' 42.8"" W",42.48563,-72.89522,GPS,NAD83,1263,FT,Franklin Land Trust,Solidago rugosa:Asclepias syriaca:Spiraea alba:Spiraea tomentosa:Eutrochium maculatum,Mowed:Seeded,wet meadow,,,wet meadow,conservation/recreation,Quartzite,"Clay, Silt",200 plants sampled,500+,1,P,ûpyramidal inflorescence with a prominent mid vein and slightly to no serrations along the leaf marginû,,M. Piantedosi - NEWFS:In Field:24 OCT 2017,1:24 OCT 2017:Smithsonian,,,,,1,192,WEB,5-Apr,"7.5 YR 3/4 ""dark brown""",14-Dec-17,SOLIDAGO,altissima,2017,
Solidago rugosa,ASTERACEAE,SORU2,24-Oct-17,NEWFS-824,824,NEWFS,,"Cecil, A.; Estevez, C.",US,58E,Northeastern Highlands (Omernik),Massachusetts,Hampshire,Guyette Farm,Guyette Trail,"Take 91 north to Exit 19; follow signs to Route 9 towards Northampton/Amherst, navigate west/northwest through Northampton (Damon Rd, Bridge Rd, Main St); Follow Route 9 west for about 12 miles; Turn right onto Shaw Road, left onto Stage Road, stay on this for about 2 miles, right onto Nash Road (this will change names to South St), at T-intersection turn left onto Gloyd St; park at the 1st dirt parking lot on your left (there is now a big sign that says Guyette Farm on the left); plant population is in a meadow that is accessible from the parking lot.","42°29' 08.3"" N","72°53' 42.8"" W",42.48563,-72.89522,GPS,NAD83,1263,FT,Franklin Land Trust,Solidago altissima:Asclepias syriaca:Spiraea alba:Spiraea tomentosa:Eutrochium maculatum:Rubus sp.:Rubus sp.:Rubus sp.:Rubus sp.:Rubus sp.:Rubus sp.,Mowed:Seeded,Wet meadow,,,Wet meadow,conservation/recreation,Quartzite,"Clay, Silt",73 plants sampled,500+,2,P,ûspreading and slightly nodding inflorescence; leaves are pubescent on both the adaxial and abaxial leaf surfaces; leaves have a prominent mid vein and are sharply serrated; leave feel and look very wrinklyû,,M. Piantedosi - NEWFS:In Field:24 OCT 2017,1:24 OCT 2017:Smithsonian,,,,,1,193,WEB,5-Apr,"7.5 YR 3/4 ""dark brown""",14-Dec-17,SOLIDAGO,rugosa,2017,
Euthamia graminifolia,ASTERACEAE,EUGR5,24-Oct-17,NEWFS-825,825,NEWFS,,"Kang, K.; Tokarz, E.",US,58E,Northeastern Highlands (Omernik),Massachusetts,Hampshire,Guyette Farm,Guyette Trail,"Take 91 north to Exit 19; follow signs to Route 9 towards Northampton/Amherst, navigate west/northwest through Northampton (Damon Rd, Bridge Rd, Main St); Follow Route 9 west for about 12 miles; Turn right onto Shaw Road, left onto Stage Road, stay on this for about 2 miles, right onto Nash Road (this will change names to South St), at T-intersection turn left onto Gloyd St; park at the 1st dirt parking lot on your left (there is now a big sign that says Guyette Farm on the left); plant population is in a meadow that is accessible from the parking lot.","42°29' 08.3"" N","72°53' 42.8"" W",42.48563,-72.89522,GPS,NAD83,1263,FT,Franklin Land Trust,Solidago rugosa:Solidago altissima:Asclepias syriaca:Spiraea alba:Spiraea tomentosa:Eutrochium maculatum:Rubus sp.,Mowed:Seeded,wet meadow,,,wet meadow,conservation/recreation,quartzite,"Clay, Silt",150 plants sampled,300+,1,P,"ûLeaves alternate, linear, with three conspicuous veins. Composite flowers are flat-headedû",,M. Piantedosi - NEWFS:In Field:24 OCT 2017,2:24 OCT 2017:SmithsonianûNew England Wild Flower Society,,,,,1,194,WEB,4-Mar,"7.5 YR 3/4 ""dark brown""",14-Dec-17,EUTHAMIA,graminifolia,2017,
Spiraea tomentosa,ROSACEAE,SPTO2,24-Oct-17,NEWFS-826,826,NEWFS,,"Cecil, A.; Estevez, C.; Tokarz, E.",US,58E,Northeastern Highlands (Omernik),Massachusetts,Hampshire,Guyette Farm,Guyette Trail,"Take 91 north to Exit 19; follow signs to Route 9 towards Northampton/Amherst, navigate west/northwest through Northampton (Damon Rd, Bridge Rd, Main St); Follow Route 9 west for about 12 miles; Turn right onto Shaw Road, left onto Stage Road, stay on this for about 2 miles, right onto Nash Road (this will change names to South St), at T-intersection turn left onto Gloyd St; park at the 1st dirt parking lot on your left (there is now a big sign that says Guyette Farm on the left); plant population is in a meadow that is accessible from the parking lot.","42°29' 08.3"" N","72°53' 42.8"" W",42.48563,-72.89522,GPS,NAD83,1263,FT,Franklin Land Trust,Solidago rugosa:Solidago altissima:Asclepias syriaca:Spiraea alba:Euthamia graminifolia:Eutrochium maculatum:Rubus sp.,Mowed:Seeded,Wet meadow,,,Wet meadow,Conservation/recreation,Quartzite,"Clay, Silt",83 plants sampled,150+,1,P,"conical inflorescence, with five-pointed stars whorling around it in an upward spiral. Underside of leaves covered in pubescence.û",,M. Piantedosi - NEWFS:In Field:24 OCT 2017,2:24 OCT 2017:SmithsonianûNew England Wild Flower Society,,,,,1,195,WEB,4-Mar,"7.5 YR 3/4 ""dark brown""",14-Dec-17,SPIRAEA,tomentosa,2017,
Spiraea alba,ROSACEAE,SPAL2,24-Oct-17,NEWFS-827,827,NEWFS,,"Tokarz, E.",US,58E,Northeastern Highlands (Omernik),Massachusetts,Hampshire,Guyette Farm,Guyette Trail,"Take 91 north to Exit 19; follow signs to Route 9 towards Northampton/Amherst, navigate west/northwest through Northampton (Damon Rd, Bridge Rd, Main St); Follow Route 9 west for about 12 miles; Turn right onto Shaw Road, left onto Stage Road, stay on this for about 2 miles, right onto Nash Road (this will change names to South St), at T-intersection turn left onto Gloyd St; park at the 1st dirt parking lot on your left (there is now a big sign that says Guyette Farm on the left); plant population is in a meadow that is accessible from the parking lot.","42°29' 08.3"" N","72°53' 42.8"" W",42.48563,-72.89522,GPS,NAD83,1263,FT,Franklin Land Trust,Solidago rugosa:Solidago altissima:Asclepias syriaca:Spiraea tomentosa,Mowed:Seeded,wet meadow,,,wet meadow,conservation/recreation,Quartzite,"Clay, Silt",61 plants sampled,75,1,P,"ûLeaves alternate, narrow and toothed; dehiscent fruit with five follicles û",,M. Piantedosi - NEWFS:In Field:24 OCT 2017,2:24 OCT 2017:SmithsonianûNew England Wild Flower Society,,,,,1,196,WEB,4-Mar,"7.5 YR 3/4 ""dark brown""",14-Dec-17,SPIRAEA,alba,2017,
Eutrochium maculatum,ASTERACEAE,EUMA9,24-Oct-17,NEWFS-828,828,NEWFS,,"Kang, K.",US,58E,Northeastern Highlands (Omernik),Massachusetts,Hampshire,Guyette Farm,Guyette Trail,"Take 91 north to Exit 19; follow signs to Route 9 towards Northampton/Amherst, navigate west/northwest through Northampton (Damon Rd, Bridge Rd, Main St); Follow Route 9 west for about 12 miles; Turn right onto Shaw Road, left onto Stage Road, stay on this for about 2 miles, right onto Nash Road (this will change names to South St), at T-intersection turn left onto Gloyd St; park at the 1st dirt parking lot on your left (there is now a big sign that says Guyette Farm on the left); plant population is in a meadow that is accessible from the parking lot.","42°29' 08.3"" N","72°53' 42.8"" W",42.48563,-72.89522,GPS,NAD83,1263,FT,Franklin Land Trust,Solidago rugosa:Solidago altissima:Asclepias syriaca:Spiraea tomentosa:Rubus sp.,Mowed:Seeded,Wet meadow,,,Wet meadow,Conservation/recreation,Quartzite,"Clay, Silt",70 plants sampled,120,1,P,"ûLeaves whorled with >3 leaves per node, tall and upright in standsû",,M. Piantedosi - NEWFS:In Field:24 OCT 2017,2:24 OCT 2017:SmithsonianûNew England Wild Flower Society,,,,,1,197,WEB,4-5.5,"7.5 YR 3/4 ""Dark brown""",14-Dec-17,EUTROCHIUM,maculatum,2017,
Salicornia depressa,CHENOPODIACEAE,SADE10,25-Oct-17,NEWFS-829,829,NEWFS,,"Cecil, A.; Estevez, C.; Kang, K.; Tokarz, E.",US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,Suffolk,"Thompson Island, Boston Harbor Islands",Salt marsh,"From Boston, take a ferry from EDIC Pier along Summer St, southeast of South Station.. Population was sampled mostly in western salt marsh.","42°18' 55.2"" N","71°00 33.4"" W",42.31533,-71.00927,GPS,NAD83,9,FT,National Park Services,Spartina patens:Spartina alterniflora:Juncus gerardii:Solidago sempervirens:Limonium carolinianum:Atriplex sp.,Flooded,Salt marsh,,,Salt marsh,Recreation/conservation,Marine sediment,"Clay, Silt, Sand",162 plants sampled,1500,3,P,ûsegmented upward branching bright green succulent plant turns seaweed brown with ageû,,M. Piantedosi - NEWFS:In Field:25 OCT 2017,::,,,,,1,198,WEB,>1,"2.5 Y 3/2 ""very dark grayish brown""",14-Dec-17,SALICORNIA,depressa,2017,
Juncus canadensis,JUNCACEAE,JUCA3,26-Oct-17,NEWFS-830,830,NEWFS,,"Cecil, A.; Estevez, C.",US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,Bristol,Rattlesnake Brook,mud flat,"Park at intersection between South Main St. and Narrows Rd in Freetown, MA. Walk in 0.2 miles to muddy flats.","41°46' 51.7"" N","71°05' 09.2"" W",41.78102,-71.08588,GPS,NAD83,12,FT,MA DER / Town of Freetown,Cephalanthus occidentalis:Triadenum virginicum:Hypericum sp.:Carex crinita:Scirpus cyperinus:Eleocharis palustris,Flooded:excavation,brackish wetland,,,brackish wetland,Conservation/recreation,Granite,"Clay, Silt, Sand",168 plants sampled,300+,1,P,"ûDensely clustered spikelets on forking stem - superficially resembles Rhynchospora sp., miniscule seeds û",,M. Piantedosi - NEWFS:In Field:26 OCT 2017,1:26 OCT 2017:Smithsonian,,,,,1,199,WEB,<2,"7.5 YR 3/1 ""very dark grey""",14-Dec-17,JUNCUS,canadensis,2017,
