Source Lot,Source Code,Lbs Shipped,Seeds/Lb,100-Seed Wt (G),Species Code,Common Name,Genus,Species,label ss,SubSpecies,label var,Variety,NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR,MISC
'SOS-NV052-919,PEEAE2-SOS-NV052-919-CLARK-20,0.0368,341720,0.1327,PEEAE2,firecracker penstemon,Penstemon,eatonii,spp.,eatonii,,,Penstemon eatonii ssp. eatonii,SCROPHULARIACEAE,PEEAE2,7/6/2020,NV052-919,919,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Red Rock Canyon National Conservation Area,Sandstone Quarry,"From Hwy 215 W, turn W onto Hwy 259 (W Charleston Blvd/ Blue Diamond Hwy) and continue for 5.4 miles. Turn N (right) onto the Scenic Loop and continue for 2.66 miles. Park at the Sandstone Quarry trailhead and hike NE into the canyon for 0.4 miles. Population is found throughout the sandstone canyon in oak scrub.","36°9' 59"" N","115°26' 55"" W",36.16638,-115.44861,GPS,NAD83,4416,FT,BLM,Lomatium parryi:Ephedra sp.:Phacelia fremontii:Eriodictyon angustifolium:Arctostaphylos sp.:Garrya flavescens:Cercis occidentalis,None,Canyon,1,SW,A3571 CEGL000775 Two-needle Pinyon - Utah Juniper / Pointleaf Manzanita Woodland,Recreation,Undivided and Metamorphosed Carbonate Shelf Sequence Rocks - Dolomite and limestone,Other : Loam,200,500,2,P,"Stems green to purple. Leaves narrowly lanceolate to ovate, in pairs. Flowers red and tubular.",,::,3:26 MAY 2020:Las Vegas Bureau of Land Management Field OfficeûUtah Valley University HerbariumûSmithsonian,,,,,2,140L0619F0309-62,WEB,1-4,5 YR 3/3,44133,PENSTEMON,eatonii,2020,
'SOS-NV052-920,LATR2-SOS-NV052-920-CLARK-20,0.1499,101132,0.4485,LATR2,creosote bush,Larrea,tridentata,,,,,Larrea tridentata,ZYGOPHYLLACEAE,LATR2,7/6/2020,NV052-920,920,NV052,,"Calvillo, S., Carpenter, D.,Champiny, R., Duval, A.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Coyote Springs Area of Critical Environmental Concern,Dry Lake,"From the intersection of of W. Lone Mountain Rd. and N. Jones Blvd. in Las Vegas, NV turn N onto N. Jones Blvd. and continue for 1.9 miles. Turn E to merge onto CR-215 E, continue for 10 miles and turn NE to merge onto US 93 North. Drive for 12 miles and take exit 64 to continue on US 93 towards Ely. Continue on US 93 N for 13 miles. There is a gate on the E side of the road. The population is .12 miles past this gate on a dirt road.","36°32' 43.0866"" N","114°55' 52.9026"" W",36.5453,-114.93136,GPS,WGS84,2650,FT,BLM,Atriplex canescens:Astragalus lentiginosus:Lycium andersonii:Eriogonum deflexum:Sphaeralcea ambigua:Amsinckia tessellata:Phacelia crenulata:Chaenactis stevioides,,Playa,2,NW,"CEGL005755 Larrea tridentata - Ambrosia dumosa - (Ephedra nevadensis, Lycium andersonii) Desert Shrubland","Recreation, Conservation","Playa, lake bed, and flood plain deposits",Other : Silty Clay,354,10000,45,P,,,::,"3:20 MAY 2020:Smithsonian, Utah Valley University, BLM Southern Nevada District Office û",,,,,2,140L0619F0318-32,WEB,4.3,"Dry: 10YR 7/3, Wet: 10YR 5/4",44126,LARREA,tridentata,2020,
'SOS-NV052-921,PLSE-SOS-NV052-921-CLARK-20,0.001,17312977,0.0026,PLSE,arrowweed,Pluchea,sericea,,,,,Pluchea sericea,ASTERACEAE,PLSE,7/7/2020,NV052-921,921,NV052,,"Calvillo, S., Champiny, R., Duval, A.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Bitter Spring Valley,Echo Wash,"From the intersection of N. Rancho Dr. and W. Lake Mead Blvd. in Las Vegas, NV turn E onto W. Lake Mead Blvd. Drive for 20 miles then turn NE onto Northshore Rd. Drive for 30 miles before turning W into Echo Wash (a dirt road). Continue for 2.45 miles. The population will be along the northern side of the wash.","36°17' 5.085"" N","114°30' 48.2796"" W",36.28474,-114.51341,GPS,WGS84,1640,FT,BLM,Chilopsis linearis:Senegalia greggii:Baileya multiradiata:Hymenoclea salsola:Lepidium fremontii:Psorothamnus arborescens:Ambrosia eriocentra:Baccharis sergiloides:Isocoma acradenia var. bracteosa,,Wash,2,E,CEGL005744 Chilopsis linearis / Hymenoclea salsola Desert Wash Scrub,Recreation,Conglomerate and clastic rocks,Other : Silty Loam,319,700,3.4,P,,,::,"3:01 JUL 2020:Smithsonian, Utah Valley University, BLM Southern Nevada District Office",,,,,,140L0619F0318-33,AEL,6,"Dry: 7.5YR 6/4, Wet: 7.5YR 5/4",44130,PLUCHEA,sericea,2020,
'SOS-NV052-922,ERTR8-SOS-NV052-922-NYE-20,0.0125,965928,0.0469,ERTR8,little deserttrumpet,Eriogonum,trichopes,,,var.,trichopes,Eriogonum trichopes var. trichopes,POLYGONACEAE,ERTRT3,7/8/2020,NV052-922,922,NV052,,"Calvillo, S., Champiny, R., Duval, A.",US,14E,Mojave Basin and Range (Omernik),Nevada,Nye,Last Chance Range,Last Chance Road,"From the E. Basin Ave. and NV-160 intersection in Pahrump, NV head N on NV-160 for 11.85 miles. Then turn E onto Last Chance Rd and continue for miles 1.84 miles until center of population.","36°21' 41.8644"" N","116°5' 33.0972"" W",36.36162,-116.09252,GPS,WGS84,3251,FT,BLM,Larrea tridentata:Ambrosia dumosa:Plantago ovata:Yucca schidigera:Amsinckia tessellata:Menodora spinescens:Ephedra nevadensis:Viguiera parishii:Opuntia basilaris:Xylorhiza tortifolia,,Bajada,3,S,CEGL005782 Yucca schidigera - Larrea tridentata - Ephedra nevadensis Shrubland,Recreation,"Alluvium, undifferentiated",Clay,763,15000,57.6,P,,,::,"3:08 JUL 2020:Smithsonian, Utah Valley University, BLM Southern Nevada District Office û",,,44028,,2,140L0619F0318-34,AEL,0.75,"Dry: 7.5YR 6/4, Wet: 10YR 4/4",44130,ERIOGONUM,trichopes,2020,
'SOS-NV052-923,ERIN4-SOS-NV052-923-CLARK-20,0.0151,796068,0.0569,ERIN4,desert trumpet,Eriogonum,inflatum,,,,,Eriogonum inflatum,POLYGONACEAE,ERIN4,7/9/2020,NV052-923,923,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Muddy Mountains Wilderness,Anniversary Mine Road,"From Hwy 147 (E Lake Mead Blvd), turn E (left) onto Northshore Rd and continue for 12.8 miles. Turn N onto Anniversary Mine Road and continue NW for 0.75 miles. Population found in hills on N side of road.","36°12' 19.3428"" N","114°41' 24.9288"" W",36.20537,-114.69025,GPS,NAD83,1791,FT,BLM,Trichoptilium incisum:Thymophylla pentachaeta:Rafinesquia neomexicana:Phacelia crenulata:Larrea tridentata,None,Hills,7,S,A3278 CEGL005145 Creosotebush Shrubland,"Recreation, mining",Conglomerate and clastic rocks,Clay,400,3000+,1,P,Yellow flowers with green or red midribs. Cyme-like inflorescence. Green basal leaves. Leafless stem that becomes inflated higher up. Flower stalks red or green in color.,,::,3:12 MAY 2020:SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Office,,,,,2,140L0619F0309-63,WEB,1-4,5 YR 4/4,44133,ERIOGONUM,inflatum,2020,
'SOS-NV052-924,MOLIL-SOS-NV052-924-CLARK-20,0.0069,1798572,0.0252,MOLIL,flaxleaf monardella,Monardella,linoides,spp.,linoides,,,Monardella linoides ssp. linoides,LAMIACEAE,MOLIL,7/13/2020,NV052-924,924,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Newberry Mountains,Christmas Tree Pass,"From I-95 S, turn E onto Christmas Tree Pass Road and continue straight for 8.1 miles. Population is found throughout washes on SW side of road.","35°15' 27"" N","114°44' 8"" W",35.2575,-114.73555,GPS,NAD83,3757,FT,BLM,Salvia dorrii:Senegalia greggii:Eriogonum fasciculatum:Achnatherum speciosum:Salvia mohavensis:Amsinckia tessellata:Juniperus sp.:Cylindropuntia sp.,None,Wash,3,SE,A3147 CEGL005781 Mojave Yucca - Eastern Mojave Buckwheat Shrubland,Recreation,Felsic phaneritic intrusive rocks,Other : Loamy sand,75,75,2,P,"Plant aromatic; stems puberulent; leaves linear; flowers in cluster, one per stem, puberulent, purple to blue.",,::,3:10 JUN 2020:Las Vegas Bureau of Land Management Field OfficeûUtah Valley University HerbariumûSmithsonian,,,44033,,2,R-140L0619F0309-14,WEB,1.5-2.5,10 YR 3/3,44133,MONARDELLA,linoides,2020,
'SOS-NV052-925,SAMO3-SOS-NV052-925-CLARK-20,0.0554,124663,0.3638,SAMO3,Mojave sage,Salvia,mohavensis,,,,,Salvia mohavensis,LAMIACEAE,SAMO3,7/13/2020,NV052-925,925,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Newberry Mountains,Christmas Tree Pass,"From I-95 S, turn E onto Christmas Tree Pass Road and continue straight for 8.1 miles. Population is found throughout washes on SW side of road.","35°15' 27"" N","114°44' 8"" W",35.2575,-114.73555,GPS,NAD83,3757,FT,BLM,Salvia dorrii:Senegalia greggii:Eriogonum fasciculatum:Juniperus sp.:Cylindropuntia sp.:Achnatherum speciosum:Monardella linoides ssp. linoides:Amsinckia tessellata,None,Hills,3,SE,A3147 CEGL005781 Mojave Yucca - Eastern Mojave Buckwheat Shrubland,Recreation,Felsic phaneritic intrusive rocks,Other : Loamy sand,200,200,4,P,"Plant aromatic, hairy; leaves ovate, tapered, with rounded teeth; flowers in one cluster per stem, papery, green to blue, upper lip entire, stamens and style exserted.",,::,3:10 JUN 2020:SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Office,,,44033,,2,140L0619F0309-64,WEB,1-2,10 YR 3/3,44133,SALVIA,mohavensis,2020,
'SOS-NV052-926,MESP2-SOS-NV052-926-CLARK-20,0.354,36314,1.249,MESP2,spiny menodora,Menodora,spinescens,,,,,Menodora spinescens,OLEACEAE,MESP2,7/13/2020,NV052-926,926,NV052,,"Champiny, R., Duval, A., Battista, C., Ubalde, R., Fitz, E.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Carpenter Canyon,Loop Boundary Rd,"From the intersection of NV-159 and NV-160 turn W onto NV-160. Drive for 36 miles on NV-160 toward Pahrump, NV. Turn west onto Carpenter Canyon Rd for 3.15 miles and keep E at the fork to stay on Carpenter Canyon Rd. Continue for 2.04 miles, at the fork take the left most road to go N onto Loop Boundary Rd. After 2.5 miles you will arrive the population.","36°12' 22.2192"" N","115°47' 22.974"" W",36.20617,-115.78971,GPS,WGS84,5246,FT,BLM,Baileya multiradiata:Yucca baccata:Coleogyne ramosissima:Echinocereus engelmannii:Yucca brevifolia:Purshia stansburiana:Ephedra viridis:Echinocactus polycephalus:Stipa speciosa:Bromus tectorum:Thamnosma montana:Amsinckia tessellata,,Hillslope,2,SE,CEGL005294 Yucca brevifolia / Coleogyne ramosissima Wooded Shrubland,Recreation,"Alluvium, undifferentiated",Clay,645,3000,416,P,,,::,"3:08 JUL 2020:Smithsonian, Utah Valley University, BLM Southern Nevada District Field Office",,,,,,140L0619F0318-35,WEB,1.75,"Dry:10YR 5/3, Wet:10YR 3/4",44127,MENODORA,spinescens,2020,
'SOS-NV052-927,AMFR2-SOS-NV052-927-NYE-20,0.2,221874,0.2044,AMFR2,Fremont's chaffbush,Amphipappus,fremontii,,,,,Amphipappus fremontii,ASTERACEAE,AMFR2,7/14/2020,NV052-927,927,NV052,,"Depies, M.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Wheeler Pass,Gravel Pit Rd/ Wheeler Pass Rd.,"From NV-160 in Pahrump, head North onto Wheeler Pass Rd. Follow for 4 miles. population follows desert pavement on both sides of the road up to the large wash to the NW","36°13' 14.3"" N","115°53' 57.4"" W",36.22063,-115.89927,GPS,NAD83,3559,FT,BLM,Psilostrophe cooperi:Xylorhiza tortifolia:Schismus sp.:Larrea tridentata:Ambrosia dumosa:Yucca x schottii:Yucca schidigera:Yucca brevifolia:Bromus rubens:Acamptopappus sphaerocephalus:Ephedra sp.:Eriogonum inflatum:Eriogonum fasciculatum:Eriogonum fasciculatum var. polifolium:Acamptopappus sp.,none,"Toeslope, Desert Pavement",8,"S, SW","Creosote scrub, Desert Pavement",n/a,Alluvium,Other : Silty loam,457,2000,300,P,Yellow Flowers,,Erin Riggs:From pressed specimen on another date:,"3::National Herbarium at the Smithsonian ûûRegional Herbarium:ûUtah Valley University Herbariumû800 West University ParkwayûOrem, UT 84058ûûLocal herbarium:ûSouthern Nevada District Officeû4701 North Torrey PinesûLas Vegas, NV 89130",,,44027,,2,,WEB,2,"7.5 YR 6/6, dry; 7.5 YR 4/6, wet",44180,AMPHIPAPPUS,fremontii,2020,
'SOS-NV052-928,YUBR-SOS-NV052-928-CLARK-20,1.623,7762,5.8437,YUBR,Joshua tree,Yucca,brevifolia,,,,,Yucca brevifolia,AGAVACEAE,YUBR,7/15/2020,NV052-928,928,NV052,,"Depies, M.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Wheeler Pass,Wheeler Pass Rd,"From NV state Rd. 160 in Pahrump, head N on on Panorama Rd for .4mi, and turn right on Wheeler Pass rd. Population is 9 miles up road, and collected from the NE part of the population on BLM land.","36°16' 54.8"" N","115°50' 00.8"" W",36.28188,-115.83355,GPS,NAD83,5339,FT,BLM,Coleogyne ramosissima:Yucca brevifolia:Ephedra viridis:Gutierrezia sp.:Melica spectabilis:Menodora spinescens:Brickellia rusbyi:Bromus rubens:Schismus sp.:Atriplex canescens,none,toeslope/ Mountains,5,SW,Joshua Tree/ Blackbrush scrub,dispersed camp sites,Alluvium,Other : clay loam,109,3000,60,P,Cream flowers; tree-like; large pods with black seeds,,Erin Riggs:From pressed specimen on another date:,"3:15 JUL 2020:National Herbarium at the Smithsonian ûûRegional Herbarium:ûUtah Valley University Herbariumû800 West University ParkwayûOrem, UT 84058ûûLocal herbarium:ûSouthern Nevada District Officeû4701 North Torrey PinesûLas Vegas, NV 89130",,,,,2,,WEB,10,"10 YR 3/3, wet; 10 YR 5/3, dry",44180,YUCCA,brevifolia,2020,
'SOS-NV052-929,YUBRJ-SOS-NV052-929-CLARK-20,2.089,5905,7.6814,YUBRJ,Jaeger's Joshua tree,Yucca,brevifolia,,,var.,jaegeriana,Yucca brevifolia var. jaegeriana,AGAVACEAE,YUBRJ,7/20/2020,NV052-929,929,NV052,,"Champiny, R., Duval, A.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Piute-Eldorado Area of Critical Environmental Concern,Wee Thump,From the intersection of US-95 and NV-164 turn W onto NV-164. Continue for 8.23 miles before turning N onto an unpaved BLM road. Drive for 1.55 miles and keep left at the fork to continue N along the BLM road. The population will be 2.02 miles further up the road on all sides.,"35°33' 25.9812"" N","115°4' 36.768"" W",35.55721,-115.07688,GPS,WGS84,4396,FT,BLM,Coleogyne ramosissima:Bouteloua eriopoda:Bouteloua barbata:Opuntia basilaris:Psilostrophe cooperi:Lycium cooperi:Baileya multiradiata:Echinocereus engelmannii:Dasyochloa pulchella:Sphaeralcea ambigua:Eriogonum fasciculatum:Bouteloua sp.,,"Valley, Bajada",3,SE,CEGL005294 Yucca brevifolia / Coleogyne ramosissima Wooded Shrubland,Recreation,"Alluvium, undifferentiated",Other : Sandy Clay,100,10000,25,P,,,:From pressed specimen on day of collection:,"3:20 JUL 2020:Smithsonian, Utah Valley University, BLM Southern Nevada District Office û",,,,,,140L0619F0318-36,WEB,10,"Wet: 10YR 4/3, Dry: 10YR 5/3",44127,YUCCA,brevifolia,2020,
'SOS-NV052-930,PETH3-SOS-NV052-930-CLARK-20,0.0187,502771,0.0902,PETH3,Thurber's penstemon,Penstemon,thurberi,,,,,Penstemon thurberi,SCROPHULARIACEAE,PETH3,7/22/2020,NV052-930,930,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Red Rock Canyon National Conservation Area,Sandstone Quarry,"From Hwy 215 W, turn W onto Hwy 259 (W Charleston Blvd/ Blue Diamond Hwy) and continue for 5.4 miles. Turn N (right) onto the Scenic Loop and continue for 2.66 miles. Park at the Sandstone Quarry trailhead and hike NE into the canyon for 0.4 miles. Population is found throughout the sandstone canyon in oak scrub.","36°9' 44"" N","115°26' 54"" W",36.16222,-115.44833,GPS,NAD83,4353,FT,BLM,Lomatium parryi:Ephedra sp.:Phacelia fremontii:Eriodictyon angustifolium:Arctostaphylos sp.:Garrya flavescens:Cercis occidentalis,None,Canyon,3,W,A3571 CEGL000775 Two-needle Pinyon - Utah Juniper / Pointleaf Manzanita Woodland,Recreation,Undivided and Metamorphosed Carbonate Shelf Sequence Rocks - Dolomite and limestone,Other : Loamy Sand,50,50,0.5,P,"Whitish-pink to pink tubular flowers. Woody base with thread-like leaves. Leaves green, opposite and narrow.",,::,3:11 JUN 2020:SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Officeû,,,44046,,2,140L0619F0309-65,WEB,2-4,10 YR 6/4,44133,PENSTEMON,thurberi,2020,
'SOS-NV052-931,LATR2-SOS-NV052-931-CLARK-20,0.1078,131745,0.3442,LATR2,creosote bush,Larrea,tridentata,,,,,Larrea tridentata,ZYGOPHYLLACEAE,LATR2,7/22/2020,NV052-931,931,NV052,,"Depies, M., Carpenter, A.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Sandy Valley,,"From Sandy Valley, NV, Head South on Cherokee St. for 3.1 mi. Turn Left(east) onto Turquoise Ave and follow for 3.5 mi. Population follows road and goes from toeslope to edge of playa. Collected from NV BLM Land.","35°43' 58.1"" N","115°32' 44.9"" W",35.7328,-115.5458,GPS,NAD83,2526,FT,BLM,Ambrosia dumosa:Prosopis glandulosa:Schismus sp.:Bromus rubens:Atriplex polycarpa:Atriplex canescens,Grazed,Valley/ Playa,3,SW,Creosote scrub adjacent to a playa,old grazing allotment,Playa Lake bed and Flood plain deposits,Other : Silty clay loam,357,5000,500,P,Yellow Flowers,,Erin Riggs:From pressed specimen on another date:,"3:22 JUL 2020:National Herbarium at the Smithsonian ûûRegional Herbarium:ûUtah Valley University Herbariumû800 West University ParkwayûOrem, UT 84058ûûLocal herbarium:ûSouthern Nevada District Officeû4701 North Torrey PinesûLas Vegas, NV 89130",,,,,2,,WEB,4-6,"10 YR 3/6, wet; 10 YR 6/4, dry",44180,LARREA,tridentata,2020,
'SOS-NV052-932,LATR2-SOS-NV052-932-LOVELLWASH-20,0.1759,109607,0.4138,LATR2,creosote bush,Larrea,tridentata,,,,,Larrea tridentata,ZYGOPHYLLACEAE,LATR2,7/27/2020,NV052-932,932,NV052,,"Depies, M., Carpenter, A.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,E Pahrump Valley,E of Lovell Wash,"From Mountain Springs, NV, head west on NV-160 for 5.2 miles. Turn right (north) onto a dirt road opposite the turn for sandy vally rd. The population is in the valley/ toeslope until the western population reaches Lovell Wash.","36°01' 03.2"" N","115°35' 38.8"" W",36.01755,-115.59411,GPS,NAD83,4276,FT,BLM,Yucca brevifolia:Krascheninnikovia lanata:Ephedra nevadensis:Hilaria rigida:Gutierrezia sp.:Acamptopappus sphaerocephalus:Menodora spinescens:Bromus rubens:Acamptopappus sp.,none,Valley/ Toeslope,5,"S, SW",Creosote scrub,shooting range,Alluvium,Other : Silt Loam,408,5000,1000,P,Yellow Flowers,,Erin Riggs:From pressed specimen on another date:,"3:27 JUL 2020:National Herbarium at the Smithsonian ûûRegional Herbarium:ûUtah Valley University Herbariumû800 West University ParkwayûOrem, UT 84058ûûLocal herbarium:ûSouthern Nevada District Officeû4701 North Torrey PinesûLas Vegas, NV 89130",,,,,2,,WEB,4-5,"10 YR 3/4, wet; 10 YR 5/4, dry",44180,LARREA,tridentata,2020,
'SOS-NV052-933,SEGR4-SOS-NV052-933-CLARK-20,3.449,3321,13.6582,SEGR4,catclaw acacia,Senegalia,greggii,,,,,Senegalia greggii,FABACEAE,SEGR4,7/28/2020,NV052-933,933,NV052,,"R, Champiny., Duval, A.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Piute-Eldorado Area of Critical Environmental Concern,Eldorado Valley,"From US-95 S in Las Vegas, NV take Exit 14 toward Searchlight to continue S on US-95 S. Continue for 20 miles then turn W onto a dirt BLM road. Drive west for .56 miles. The population follows the wash NW and SE of the road.","35°40 ' 12.9066"" N","114°58' 11.0706"" W",.,-114.96974,GPS,WGS84,2612,FT,BLM,Hymenoclea salsola:Larrea tridentata:Senna armata:Brickellia incana:Bromus rubens:Ambrosia dumosa:Malacothrix glabrata:Peucephyllum schottii:Chaenactis fremontii,,Wash,1,SE,CEGL009522 Acacia greggii - Larrea tridentata - Hymenoclea salsola Desert Wash Shrubland,"Recreation, Conservation","Alluvium, undifferentiated",Other : Coarse Sand,211,2500,76,P,,,::,"3:25 JUN 2020:Smithsonian, Utah Valley University, BLM Southern Nevada District Office",,,,,2,140L0619F0318-37,WEB,8,"Dry: 7.5YR 6/1, Wet: 7.5YR 4/1",44127,SENEGALIA,greggii,2020,
'SOS-NV052-934,LATR2-SOS-NV052-934-CLARK-20,0.3306,99009,0.4581,LATR2,creosote bush,Larrea,tridentata,,,,,Larrea tridentata,ZYGOPHYLLACEAE,LATR2,7/29/2020,NV052-934,934,NV052,,"Calvillo, S., Champiny, R., Duval, A., Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Gold Butte National Monument,Whitney Pocket,"From the W. Mesquite Blvd and Riverside Rd. intersection in Mesquite, NV head S on Riverside Rd for 9.05 miles. The turn SW onto New Gold Butte Rd. Continue for 21.1 miles. The turn E onto Nays Ranch Rd. headed towards Whitney Pass. Continue for .7 miles where you will find the population on both sides of the road.","36°31' 24.9738"" N","114°7' 44.1078"" W",36.5236,-114.12891,GPS,WGS84,3195,FT,BLM,Ephedra nevadensis:Sphaeralcea ambigua:Pleuraphis rigida:Ferocactus cylindraceus:Cylindropuntia acanthocarpa var. acanthocarpa:Cylindropuntia echinocarpa:Yucca brevifolia:Baileya multiradiata:Bromus rubens:Amsinckia tessellata,,Alluvial fan,5,SW,CEGL001268 Larrea tridentata - Ephedra nevadensis Shrubland,"Recreation, Conservation","Alluvium, undifferentiated",Other : Sandy Clay,672,5000,13,P,,,::,"3:26 MAY 2020:Smithsonian, Utah Valley University, BLM Southern Nevada District Filed Office",,,44047,,2,140L0619F0318-38,WEB,5,"Dry: 10YR 5/3, Wet: 10YR 3/4",44127,LARREA,tridentata,2020,
'SOS-NV052-935,ERAN2-SOS-NV052-935-CLARK-20,0.0059,2180769,0.0207,ERAN2,narrowleaf yerba santa,Eriodictyon,angustifolium,,,,,Eriodictyon angustifolium,HYDROPHYLLACEAE,ERAN2,7/29/2020,NV052-935,935,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Gold Butte National Monument,Whitney Pass,"From I-15 N, take exit 112 toward Bunkerville/ Riverside. Continue straight onto NV-170 N/ Riverside Road for 3 miles. Turn W (right) onto Gold Butte Road. Continue on Gold Butte Road for 21 miles. Turn slightly E (left) onto Whitney Pass Road. Continue for 4.3 miles. Population present throughout hillsides on either side of road.","36°31' 39.6012"" N","114°4' 41.5116"" W",36.52766,-114.07819,GPS,NAD83,4564,FT,BLM,Achnatherum speciosum:Collinsia rattanii:Coleogyne ramosissima:Baileya multiradiata:Purshia stansburiana:Ericameria linearifolia:Glandularia gooddingii:Opuntia sp.:Juniperus sp.,None,Footslope,7,S,A3573 CEGL000781 Two-needle Pinyon - Utah Juniper / Blackbrush Woodland,Recreation,Proterozoic basement rocks - Gneiss and schist,Sand,100,500,3,P,"Plant spreading, older branches peeling, younger glabrous; leaves linear, toothed, glabrous above, tomentose below; flowers in cymes at branch tips, white, 5-petaled.",,::,3:13 MAY 2020:SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Office,,,,,2,140L0619F0309-66,WEB,1-4,7.5 YR 2.5/3,44133,ERIODICTYON,angustifolium,2020,
'SOS-NV052-936,OXPE2-SOS-NV052-936-CLARK-20,0.0087,1314782,0.0344,OXPE2,roundleaf oxytheca,Oxytheca,perfoliata,,,,,Oxytheca perfoliata,POLYGONACEAE,OXPE2,8/6/2020,NV052-936,936,NV052,,"Calvillo, S., Champiny, R., Duval, A.",US,14E,Mojave Basin and Range (Omernik),Nevada,Nye,Amargosa Desert,"SE of Crater Flat, S of Yucca Mountain","From the intersection of U.S. 95 N and NV-373 drive west for 6 miles along US 95 N. Turn N onto a dirt BLM road and continue N for 5 miles, at the intersection continue N. You will arrive at the population after 1.5 miles.","36°45' 26.9202"" N","116°29' 21.678"" W",36.75747,-116.48935,GPS,WGS84,3202,FT,BLM,Chaenactis fremontii:Ambrosia dumosa:Larrea tridentata:Plantago ovata:Eriogonum inerme:Eriogonum inflatum:Amsinckia tessellata:Bromus rubens:Eriogonum trichopes,,"Hill, Wash",6,W,CEGL002954 Larrea tridentata- Ambrosia dumosa Shrubland,Recreation,Younger silicic ash flow tuffs,Other : Silty Clay Loam,738,10000,15,P,,,::,"3:06 AUG 2020:Smithsonian, Utah Valley University, BLM Southern Nevada District Field Office",,,,,2,140L0619F0318-39,AEL,0.4,"Dry: 7.5YR 6/3, Wet: 10YR 4/4",44130,OXYTHECA,perfoliata,2020,
'SOS-NV052-937,ERIN4-SOS-NV052-937-CLARK-20,0.0097,1181250,0.0383,ERIN4,desert trumpet,Eriogonum,inflatum,,,,,Eriogonum inflatum,POLYGONACEAE,ERIN4,8/10/2020,NV052-937,937,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Mormon Mesa,E of Halfway Wash,"From I-15 N, turn S on Hwy 170 (W Riverside Road) and continue for 0.9 miles. Turn W onto an unnamed dirt road immediately following Old US 91 and continue SW for 7.15 miles on the powerline road. Population is found on the mesa on either side of road.","36°41' 20"" N","114°18' 20"" W",36.68888,-114.30555,GPS,NAD83,1576,FT,BLM,Achnatherum hymenoides:Ambrosia dumosa:Larrea tridentata:Pleuraphis rigida:Psilostrophe cooperi,None,Mesa,8,S,A3277 CEGL005758 Creosotebush - Burrobush - Desert-holly Desert Shrubland,"Recreation, energy",Younger tuffaceous sedimentary rocks,Other : Silty clay loam,300,2000,2,P,Yellow flowers with green or red midribs. Cyme-like inflorescence. Green basal leaves. Leafless stem that becomes inflated higher up. Flower stalks red or green in color.,,::,3:10 AUG 2020:SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Office,,,,,2,140L0619F0309-67,WEB,1-3,7.5 YR 4/4,44133,ERIOGONUM,inflatum,2020,
