NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR,MISC
Triadenum virginicum,CLUSIACEAE,TRVI2,26-Oct-16,MARSB-527,527,MARSB,,"R. Kretz, M. Giambalvo",US,84E,Atlantic Coastal Pine Barrens (Omernik),New Jersey,Atlantic,Tuckahoe WMA,,"From Tuckahoe, take route 50 north to Mosquito Landing Rd. Drive down Mosquito Landing Rd to Middle Town Rd. Make a right onto Meadow Rd. Population is in power line cut.","39°17' 13.8"" N","74°44' 14.7"" W",39.28716,-74.73741,GPS,NAD83,3,FT,NJ DEP,Ilex glabra:Schizachyrium scoparium:Schizachyrium scoparium:Andropogon glomeratus:Chasmanthium laxum:Panicum virgatum var. spissum:Panicum virgatum:Panicum virgatum:Panicum virgatum:Panicum virgatum:Panicum virgatum,Mowed:Flooded,flat,0-2,,freshwater meadow,conservation/recreation,berryland and mullica soils,Silt,160 plants sampled,400,3,P,"Flower petal colorûotherûpink to redûLeaf typeûthe leaves are simple (i.e., lobed or unlobed but not separated into leaflets)ûLeaf arrangementûopposite: there are two leaves per node along the stemûLeaf blade edgesûthe edge of the leaf blade is entire (has no teeth or lobes)ûFlower symmetryûthere are two or more ways to evenly divide the flower (the flower is radially symmetrical)ûNumber of sepals, petals or tepalsûthere are five petals, sepals, or tepals in the flowerûFusion of sepals and petalsûboth the petals and sepals are separate and not fusedûStamen numberû9ûFruit type (general)ûthe fruit is dry and splits open when ripeûFruit lengthû8â€“12 mm",,Clara Holmes:From pressed specimen on another date:16 NOV 2016,"2:21 OCT 2016:Smithsonian, MARSB",,,,,1,,WEB,2-Jan,2.5YR 2.5/1,16-Nov-16,TRIADENUM,virginicum,2016,
Kalmia angustifolia,ERICACEAE,KAAN,28-Oct-16,MARSB-534,534,MARSB,,"R. Kretz, M. Giambalvo",US,84E,Atlantic Coastal Pine Barrens (Omernik),New Jersey,Ocean,Colliers Mills WMA,,"From New Egypt, drive east on Lakewood Rd. for about 4 miles. Continue straight onto W Veterans Hwy for about 0.5 miles to admit road entrance to Colliers Mills. Population is on both sides of Hwy throughout trail network.","40°6' 32.9"" N","74°26' 21.3"" W",40.10913,-74.43925,GPS,NAD83,138,FT,NJ DEP,Pinus rigida:Kalmia latifolia:Vaccinium corymbosum:Gaylussacia baccata:Vaccinium pallidum,,flat,0-2,,Pitch pine lowland,conservation/recreation,sandy fluviomarine deposits,Sand,90 plants sampled,400,60,P,"Growth formûthe plant is a shrub (i.e., a woody plant with several stems growing from the base)ûLeaf typeûthe leaf blade is simple (i.e., lobed or unlobed but not separated into leaflets)ûLeaves per nodeûthere are three leaves per node along the stemûthere are two leaves per node along the stemûLeaf blade edgesûthe edge of the leaf blade has no teeth or lobesûLeaf durationûthe leaves remain green all winterûarmature on plantûthe plant does not have spines, prickles, or thornsûLeaf blade lengthû30Ã¢âú¬â€œ50 mmûLeaf blade widthû7Ã¢âú¬â€œ25 mmûLeaf stalkûthe leaves have leaf stalksûFruit type (general)ûthe fruit is dry and splits open when ripeûBark textureûthe bark of an adult plant is thin and smoothûTwig winter colorûbrownûBud scale numberûthere are two scales on the winter bud, and their edges meet",,Clara Holmes:From pressed specimen on another date:16 NOV 2016,2:01 NOV 2016:Smithsonian. MARSB,,,,,1,,WEB,4-Jan,2.5YR 2.5/1,17-Nov-16,KALMIA,angustifolia,2016,
Eubotrys racemosa,ERICACEAE,EURA5,1-Nov-16,MARSB-535,535,MARSB,,"R. Kretz, M. Giambalvo",US,84E,Atlantic Coastal Pine Barrens (Omernik),New Jersey,Ocean,Colliers Mills WMA,,"From New Egypt, drive east on Lakewood Rd. for about 4 miles to Hawkin Rd. Drive north on Hawkin Rd for about .75 miles to an unnamed dirt road. Drive east on dirt road for about 500 ft. to a dried pond. Population is around edge of pond bed.","40°6' 32.9"" N","74°26' 21.3"" W",40.10913,-74.43925,GPS,NAD83,138,FT,NJ DEP,Chamaecyparis thyoides:Chamaedaphne calyculata:Vaccinium corymbosum:Hieracium kalmii:Kalmia angustifolia:Kalmia angustifolia,,flat,0-2,,pitch pine lowlands,conservation/recreation,sandy fluviomarine deposits,Sand,160 plants sampled,300,,P,"Growth formûthe plant is a shrub (i.e., a woody plant with several stems growing from the base)ûLeaf typeûthe leaf blade is simple (i.e., lobed or unlobed but not separated into leaflets)ûLeaves per nodeûthere is one leaf per node along the stemûLeaf blade edgesûthe edge of the leaf blade has teethûLeaf durationûthe leaves drop off in winter (or they wither but persist on the plant)ûarmature on plantûthe plant does not have spines, prickles, or thornsûLeaf blade lengthû20â€“80 mmûLeaf blade widthû10â€“40 mmûLeaf stalkûthe leaves have leaf stalksûFruit type (general)ûthe fruit is dry and splits open when ripeûBark textureûthe bark of an adult plant is thin and smoothûTwig winter colorûgreenûredûBud scale numberûthere are three or more scales on the winter bud, and they overlap like shingles, with one edge covered and the other edge exposed",,Clara Holmes:From pressed specimen on another date:16 NOV 2016,"2:01 NOV 2016:Smithsonian, MARSB",,,,,1,,WEB,6,2.5YR 2.5/1,17-Nov-16,EUBOTRYS,racemosa,2016,
Triadenum virginicum,CLUSIACEAE,TRVI2,1-Nov-16,MARSB-537,537,MARSB,,"R. Kretz, M. Giambalvo",US,84E,Atlantic Coastal Pine Barrens (Omernik),New Jersey,Ocean,Colliers Mills WMA,,"From New Egypt, drive east on Lakewood Rd for about 4 miles to Hawkin Rd. Drive north on Hawkin Rd for about .75 miles. Turn right on an unnamed dirt road. Drive for about 500 ft. to a dried pond. Population is in pond bed.","40°6' 0.8"" N","74°27' 4.6"" W",40.10022,-74.45127,GPS,NAD83,149,FT,NJ DEP,Juncus canadensis:Rhexia mariana:Chamaedaphne calyculata:Eubotrys racemosa,Flooded,Flat,0-2,,pitch pine lowlands,Conservation/recreation,sandy fluviomarine deposits,Sand,70 plants sampled,200,3,P,"Flower petal colorûotherûpink to redûLeaf typeûthe leaves are simple (i.e., lobed or unlobed but not separated into leaflets)ûLeaf arrangementûopposite: there are two leaves per node along the stemûLeaf blade edgesûthe edge of the leaf blade is entire (has no teeth or lobes)ûFlower symmetryûthere are two or more ways to evenly divide the flower (the flower is radially symmetrical)ûNumber of sepals, petals or tepalsûthere are five petals, sepals, or tepals in the flowerûFusion of sepals and petalsûboth the petals and sepals are separate and not fusedûStamen numberû9ûFruit type (general)ûthe fruit is dry and splits open when ripeûFruit lengthû8â€“12 mm",,Clara Holmes:From pressed specimen on another date:16 NOV 2016,"2:01 NOV 2016:Smithsonian, MARSB",,,,,1,,WEB,1,2.5YR 2.5/1,17-Nov-16,TRIADENUM,virginicum,2016,
Rhexia mariana,MELASTOMATACEAE,RHMA,1-Nov-16,MARSB-538,538,MARSB,,"R. Kretz, M. Giambalvo",US,84E,Atlantic Coastal Pine Barrens (Omernik),New Jersey,Ocean,Colliers Mills WMA,,"From New Egypt, drive east on Lakewood Rd for about 4 miles to Hawkin Rd. Drive north on Hawkin Rd for about .75 miles. Turn right on an unnamed dirt road. Drive for about 500 ft to a dried pond. Population is in pond bed.","40°6' 32.9"" N","74°26' 21.3"" W",40.10913,-74.43925,GPS,NAD83,149,FT,NJ DEP,Juncus canadensis:Triadenum virginicum:Chamaedaphne calyculata:Chamaedaphne calyculata:Eubotrys racemosa:Chamaecyparis thyoides,Flooded,flat,0-2,,pitch pine lowlands,conservation/recreation,sand,Sand,100 plants sampled,800,3,P,"Flower petal colorûblue to purpleûwhiteûLeaf typeûthe leaves are simple (i.e., lobed or unlobed but not separated into leaflets)ûLeaf arrangementûopposite: there are two leaves per node along the stemûLeaf blade edgesûthe edge of the leaf blade is entire (has no teeth or lobes)ûFlower symmetryûthere are two or more ways to evenly divide the flower (the flower is radially symmetrical)ûthere is only one way to evenly divide the flower (the flower is bilaterally symmetrical)ûNumber of sepals, petals or tepalsûthere are four petals, sepals, or tepals in the flowerûFusion of sepals and petalsûboth the petals and sepals are separate and not fusedûthe petals or the sepals are fused into a cup or tubeûStamen numberû8ûFruit type (general)ûthe fruit is dry and splits open when ripe",,Clara Holmes:From pressed specimen on another date:16 NOV 2016,"2:01 NOV 2016:Smithsonian, MARSB",,,,,1,,WEB,1,2.5YR 2.5/1,17-Nov-16,RHEXIA,mariana,2016,
Eubotrys racemosa,ERICACEAE,EURA5,2-Nov-16,MARSB-540,540,MARSB,,"R. KRetz, M. Giambalvo",US,84E,Atlantic Coastal Pine Barrens (Omernik),New Jersey,Ocean,Forked River WMA,,"From Ocean Twnship, drive west on Wells Mills Rd for about 2 miles to Bryant Rd. Drive north on Bryant Rd for about .25 miles and take a slight right onto Longridge Rd. Follow Longridge Rd to power line cut. Follow power line cut south to pond on right with population.","39°49' 33.2"" N","74°15' 7.5"" W",39.82588,-74.25208,GPS,NAD83,43,FT,NJ DEP,Pinus rigida:Vaccinium corymbosum:Kalmia angustifolia:Lyonia mariana:Scirpus cyperinus,,flat,0-2,,pitch pine lowlands,conservation/recration,sandy fluviomarine deposits,Sand,200 plants sampled,1000,5,P,"Growth formûthe plant is a shrub (i.e., a woody plant with several stems growing from the base)ûLeaf typeûthe leaf blade is simple (i.e., lobed or unlobed but not separated into leaflets)ûLeaves per nodeûthere is one leaf per node along the stemûLeaf blade edgesûthe edge of the leaf blade has teethûLeaf durationûthe leaves drop off in winter (or they wither but persist on the plant)ûarmature on plantûthe plant does not have spines, prickles, or thornsûLeaf blade lengthû20â€“80 mmûLeaf blade widthû10â€“40 mmûLeaf stalkûthe leaves have leaf stalksûFruit type (general)ûthe fruit is dry and splits open when ripeûBark textureûthe bark of an adult plant is thin and smoothûTwig winter colorûgreenûredûBud scale numberûthere are three or more scales on the winter bud, and they overlap like shingles, with one edge covered and the other edge exposed",,Clara Holmes:From pressed specimen on another date:16 NOV 2016,"2:02 NOV 2016:Smithsonian, MARSB",,,,,1,,WEB,7-Feb,2.5YR 2.5/1,17-Nov-16,EUBOTRYS,racemosa,2016,
Lyonia mariana,ERICACEAE,LYMA2,2-Nov-16,MARSB-542,542,MARSB,,"R. Kretz, M. Giambalvo",US,84E,Atlantic Coastal Pine Barrens (Omernik),New Jersey,Ocean,Forked River WMA,,"From Ocean Twnship, drive west on Wells Mills Rd for about 2 miles to Bryant Rd. Drive north on Bryant Rd for about .25 miles and take a slight right onto Longridge Rd. Follow Longridge Rd to power line cut. Follow power line cut south to pond on right with population.","39°46' 33.2"" N","74°15' 7.5"" W",39.77588,-74.25208,GPS,NAD83,43,FT,NJ DEP,Pinus rigida:Eubotrys racemosa:Kalmia angustifolia:Clethra alnifolia,,flat,0-2,,pitch pine lowlands,conservation/recreation,sandy fluviomarine deposits,Sand,60 plants sampled,160,6,P,"Growth formûthe plant is a shrub (i.e., a woody plant with several stems growing from the base)ûLeaf typeûthe leaf blade is simple (i.e., lobed or unlobed but not separated into leaflets)ûLeaves per nodeûthere is one leaf per node along the stemûLeaf blade edgesûthe edge of the leaf blade has no teeth or lobesûLeaf durationûthe leaves drop off in winter (or they wither but persist on the plant)ûarmature on plantûthe plant does not have spines, prickles, or thornsûLeaf blade lengthû25â€“105 mmûLeaf blade widthû10â€“50 mmûLeaf stalkûthe leaves have leaf stalksûFruit type (general)ûthe fruit is dry and splits open when ripeûBark textureûthe bark of an adult plant is thin and smoothûthe bark of an adult plant peels off easily or hangs offûTwig winter colorûgrayûBud scale numberûthere are two scales on the winter bud, and their edges meet",,Clara Holmes:From pressed specimen on another date:16 NOV 2016,"2:02 NOV 2016:Smithsonian, MARSB",,,,,1,,WEB,4-Feb,2.5YR 2.5/1,17-Nov-16,LYONIA,mariana,2016,
Scirpus cyperinus,CYPERACEAE,SCCY,2-Nov-16,MARSB-544,544,MARSB,,"R. Kretz, M. Giambalvo",US,84E,Atlantic Coastal Pine Barrens (Omernik),New Jersey,Ocean,Forked River WMA,,"From Ocean Twnship, drive west on Wells Mills Rd for about 2 miles to bryant Rd. Drive north on Bbryant Rd for about .25 miles. Slight right onto Longridge Rd. Drive down Longridge to power line cut. Follow power line cut south to pond on right with population.","39°49' 33"" N","74°15' 7.5"" W",39.82583,-74.25208,GPS,NAD83,43,FT,NJ DEP Fish and WIldlife,Nymphaea odorata:Eubotrys racemosa:Kalmia angustifolia:Vaccinium corymbosum,Flooded,Flat,0-2,,Pitch pine lowlands,conservation/recreation,sandy fluviomarine deposits,Sand,60 plants sampled,230,3,P,,,clara Holmes:From pressed specimen on another date:16 NOV 2016,"2:02 NOV 2016:MARSB, Smithsonian",,,,,1,,WEB,4-Mar,2.5YR 2.5/1,16-Mar-17,SCIRPUS,cyperinus,2016,
Euthamia caroliniana,ASTERACEAE,EUCA26,4-Nov-16,MARSB-547,547,MARSB,,"R. Kretz, M. Giambalvo",US,84E,Atlantic Coastal Pine Barrens (Omernik),New Jersey,Ocean,Manchester WMA,,"From Lakehurst, drive about .5 miles west on Hwy 70 to Beckerville Rd. Then drive about 3 miles west on Beckerville Rd/Horicon Ave to a trail on the left side of the road. The population is in two fields that can be accessed from the trail.","39°59' 19"" N","74°23' 36.6"" W",39.98861,-74.3935,GPS,NAD83,109,FT,NJ DEP,:Panicum virgatum:Panicum virgatum:Panicum virgatum:Eragrostis spectabilis:Apocynum cannabinum:Asclepias syriaca,Mowed,flat,0-2,,pitch pine lowlands,conservation/recreation,Atsion sand,Sand,200 plants sampled,400,20,P,"Leaf typeûleaves are simple (i.e., lobed or unlobed but not separated into leaflets)ûLeaf arrangementûalternate: there is one leaf per node along the stemûLeaf blade edgesûthe edge of the leaf blade has no teeth or lobesûFlower type in flower headsûthe flower head has tubular disk flowers in the center and ray flowers, these often strap-shaped, around the peripheryûRay flower colorûyellowûTuft or plume on fruitûat least a part of the plume is made up of fine bristlesûSpines on plantûthe plant has no spinesûLeaf blade lengthû24â€“70 mmûDisk flower numberû1-5û11-20û21-50û6-10",,Clara Holmes:From pressed specimen on another date:16 NOV 2016,"2:04 NOV 2016:Smithsonian, MARSB",,,,,1,,WEB,2-Jan,2.5Y 3/2,17-Nov-16,EUTHAMIA,caroliniana,2016,
Kalmia latifolia,ERICACEAE,KALA,10-Nov-16,MARSB-550,550,MARSB,,"R. Kretz, M. Giambalvo",US,67E,Ridge and Valley (Omernik),New Jersey,Sussex,Bear Swamp WMA,E Shor Lake Owassa Rd,"From Branchville, head west for .5 miles on Main St towards Kemah Lake Rd. Turn right onto US-206 N. In 1.6 miles, turn left onto Culvermere Rd. Drive to dead end of E Shore Lake Owassa Rd.","41°8' 27.5"" N","74°49' 7.7"" W",41.14097,-74.8188,GPS,NAD83,876,FT,NJ DEP,Quercus alba:Liriodendron tulipifera:Tsuga canadensis:Clethra alnifolia:Lyonia ligustrina:Lyonia ligustrina:Eubotrys racemosa:Eubotrys racemosa,Flooded,ground morraines,0-2,,fresh water marsh,conservation/recreation,"coarse loamy, mixed, active, mesic, typic fragiudepts",Silt,67 plants sampled,300,3,P,"Growth formûthe plant is a shrub (i.e., a woody plant with several stems growing from the base)ûLeaf typeûthe leaf blade is simple (i.e., lobed or unlobed but not separated into leaflets)ûLeaves per nodeûthere is one leaf per node along the stemûLeaf blade edgesûthe edge of the leaf blade has no teeth or lobesûLeaf durationûthe leaves remain green all winterûarmature on plantûthe plant does not have spines, prickles, or thornsûLeaf blade lengthû50â€“100 mmûLeaf blade widthû15â€“50 mmûLeaf stalkûthe leaves have leaf stalksûFruit type (general)ûthe fruit is dry and splits open when ripeûBark textureûthe bark of an adult plant is ridged or platedûthe bark of an adult plant peels off easily or hangs offûTwig winter colorûbrownûgreenûredûBud scale numberûthere are two scales on the winter bud, and their edges meet",,Clara Holmes:From pressed specimen on another date:16 NOV 2016,"2:10 NOV 2016:Smithsonian, MARSB",,,,,1,,WEB,10-Apr,7.5YR 3/2,17-Nov-16,KALMIA,latifolia,2016,
Deschampsia flexuosa,POACEAE,DEFL,8-Jul-16,MARSB-553,553,MARSB,,"L. Shriver, E. Kottler",US,84E,Atlantic Coastal Pine Barrens (Omernik),New York,Suffolk,Connetquot River State Park,Yellow trail and others,Drive east on Sunrise highway. There is a sharp right directly off the highway that takes you into the park entrance. The population is along the path edge throughout the park.,"40°45' 06.1"" N","73°09' 05.6"" W",40.75169,-73.15155,GPS,NAD83,25,FT,New York State Parks,Quercus sp.:Carya sp.:Rubus sp.:Pinus rigida:Prunus serotina:Gaylussacia baccata:Vaccinium corymbosum:Parthenocissus quinquefolia:Danthonia compressa:Danthonia spicata:Danthonia spicata:Smilax rotundifolia:Morella pensylvanica,Mowed,"Outwash plains, moraines",0-10,,Old field/anthropogenic edge,"recreation, conservation",Plymouth loamy sand,Other,1000+,3000+,10,P,"Round stem, inflorescence with thin wiry branches and tan seed. Large tufts of straight, wiry basal leaves.",,Clara Holmes:From pressed specimen on another date:15 NOV 2016,"2:08 JUL 2016:Smithsonian, MARSB",,,14-Jul-16,,,SAN10555,WEB,1.5-3,dark brown,16-Nov-16,DESCHAMPSIA,flexuosa,2016,
Danthonia spicata,POACEAE,DASP2,8-Jul-16,MARSB-554,554,MARSB,,"E. Kottler, L. Shriver",US,84E,Atlantic Coastal Pine Barrens (Omernik),New York,Suffolk,Connetquot River State Park,Yellow trail and others,Drive east on Sunrise highway. There is a sharp right directly off the highway that takes you into the park entrance. The population is along the path edge throughout the park.,"40°45' 12.1"" N","73°09' 19.8"" W",40.75336,-73.1555,GPS,NAD83,17,FT,New York State Parks,Quercus sp.:Pinus rigida:Danthonia compressa:Euthamia caroliniana:Potentilla canadensis:Rubus sp.,Mowed,"Outwash plains, moraines",0-10,,Disturbed trail edge,"conservation, recreation",Riverhead sandy loam,Sand,1900+,8000+,30,P,"Round stem, narrow inflorescence with tan seed, inflorescence branches point upwards and hug the stem. Tufts of curly basal leaves.",,Clara Holmes:From pressed specimen on another date:15 NOV 2016,"2:08 JUL 2016:Smithsonian, MARSB",,,14-Jul-16,,,SAN10556,WEB,2-Jan,dark brown,16-Nov-16,DANTHONIA,spicata,2016,
Carex crinita,CYPERACEAE,CACR6,28-Jul-16,MARSB-560,560,MARSB,,E. Kottler. L. Shriver,US,84E,Atlantic Coastal Pine Barrens (Omernik),New York,Suffolk,Linda Gronlund Memorial Nature Preserve,Wetland off right side of highway,Drive east on Barcelona Neck Road until it turns into Trustees Rd. Park in the first pull off on your left. Walk into the woods on your right and collect along the stream banks.,"40°59' 36.1"" N","72°15' 49.2"" W",40.99336,-72.26366,GPS,NAD83,8,FT,DEC,Acer rubrum:Quercus sp.:Rhododendron viscosum:Vaccinium sp.:Clethra alnifolia:Symplocarpus foetidus:Carex atlantica:Carex stricta:Carex intumescens,Insect herbivory,depression,0-10,,stream bank,"conservation, recreation",Deerfield sand,Sand,700 plants sampled,1500+,5,P,"Triangular stem with long, many-seeded, drooping infloresences",,Clara Holmes:From pressed specimen on another date:15 NOV 2016,"2:28 JUL 2016:Smithsonian, MARSB",,,,,,SAN10588,WEB,4-Feb,dark tan,16-Nov-16,CAREX,crinita,2016,
Cyperus grayi,CYPERACEAE,CYGR2,7-Sep-16,MARSB-580,580,MARSB,,"E. Kottler, L. Shriver",US,84E,Atlantic Coastal Pine Barrens (Omernik),New York,Suffolk,Sunken Meadow State Park,"Boardwalk, Peninsula","From Sagtikos State Parkway, turn left onto NY-25A W then turn right onto Sunken Meadow Rd. Park in the parking lot and walk along the boardwalks and out onto the Penninsula.","40°54' 31.6"" N","73°14' 26"" W",40.90877,-73.24055,GPS,NAD83,4,FT,New York State Parks,Morella pensylvanica:Prunus maritima:Toxicodendron radicans:Solidago sempervirens:Oenothera biennis:Pityopsis falcata:Ammophila breviligulata,,dune,0-20,,Back dune,,dune land,Sand,500+,"10,000",16,P,"Triangular stem, branches fork from one point at the top of the stem, flat, feather-like inflorescences, bulbous root nodules.",,Clara Holmes:From pressed specimen on another date:15 NOV 2016,"2:07 SEP 2016:Smithsonian, Mid-Atlantic Regional Seed Bank",,,,,,SAN10683,WEB,0.5-1,light tan,16-Nov-16,CYPERUS,grayi,2016,
Teucrium canadense,LAMIACEAE,TECA3,8-Sep-16,MARSB-583,583,MARSB,,"E. Kottler, L. Shriver",US,84E,Atlantic Coastal Pine Barrens (Omernik),New York,Suffolk,Merrill Lake Sanctuary,Fields and salt marsh boarder,"From Hampton Bays, take 27E. Turn left onto N Main St, slight right onto Springs Fireplace Rd. Park next to the Nature Conservancy's Merrill Lake Sanctuary sign, 0.2 miles down the road. The population boarders the marsh, with a few individuals in the first field towards the road.","41°01' 34.9"" N","72°09' 08.8"" W",41.02636,-72.15244,GPS,NAD83,9,FT,Nature Conservancy,Iva frutescens:Baccharis halimifolia:Panicum virgatum:Pluchea odorata:Schizachyrium scoparium:Andropogon virginicus:Phragmites australis:Smilax sp.,Flooded,Depressions,0-10,,Salt marsh edge,Conservation,Wareham loamy sand,Sand,800+,5000,2,P,"Square stem, opposite toothed leaves, light purple/pink zygomorphic flowers",,Clara Holmes:From pressed specimen on another date:15 NOV 2016,"2:04 AUG 2016:Smithsonian, Mid-Atlantic Regional Seed Bank",,,,,,SAN10686,WEB,3-Jan,dark tan,8-Jan-18,TEUCRIUM,canadense,2016,
Teucrium canadense,LAMIACEAE,TECA3,9-Sep-16,MARSB-585,585,MARSB,,"E. Kottler, L. Shriver",US,84E,Atlantic Coastal Pine Barrens (Omernik),New York,Suffolk,Hubbard County Park,salt marsh edges,"From Riverhead, take 24E. Turn left onto Red Creek Rd. The population is spread around the salt marshes in the inlets.","40°53' 50.5"" N","72°34' 00.5"" W",40.89736,-72.5668,GPS,NAD83,-11,FT,Suffolk County Parks,Nyssa sylvatica:Quercus sp.:Phragmites australis:Panicum virgatum:Morella pensylvanica:Smilax sp.:Pluchea odorata:Baccharis halimifolia:Iva frutescens,,Outwash plains,0-10,,Salt marsh edge,Conservation and recreation,Carver Plymoth sands,Sand,500+,2000+,20,P,"Square stem, opposite toothed leaves, light purple/pink zygomorphic flowers",,::,"2:09 SEP 2016:Smithsonian, Mid-Atlantic Regional Seed Bank",,,,,,SAN10688,WEB,2-Jan,grey-brown,17-Oct-16,TEUCRIUM,canadense,2016,
Eupatorium hyssopifolium,ASTERACEAE,EUHY,14-Sep-16,MARSB-588,588,MARSB,,"E. Kottler, L. Shriver, G. Tomat-Kelly",US,84E,Atlantic Coastal Pine Barrens (Omernik),New York,Suffolk,Conscience Point National Wildlife Refuge,,"From Hampton Bays, take NY 27-E then turn left onto Sandy Hollow Rd. Turn left onto N Sea Rd and park near the park's sign. The population is in the large field next to the road.","40°56' 25.1"" N","72°25' 10.9"" W",40.9403,-72.41969,GPS,NAD83,3,FT,U.S. Fish & Wildlife,Schizachyrium scoparium:Rubus sp.:Panicum virgatum:Smilax sp.:Andropogon gerardii:Euthamia caroliniana,,Outwash plains,0-10,,Old field,Conservation,Carver and Plymouth sands,Sand,250 plants sampled,1000+,8,B,"Whrorled, entire, linear leaves. Discoid white flower heads.",,Clara Holmes:From pressed specimen on another date:15 NOV 2016,"2:04 AUG 2016:Smithsonian, Mid-Atlantic Regional Seed Bank",,,,,,SAN 10704,WEB,0.5-2,dark tan,16-Nov-16,EUPATORIUM,hyssopifolium,2016,
Rhexia virginica,MELASTOMATACEAE,RHVI,21-Sep-16,MARSB-598,598,MARSB,,"E. Kottler, L. Shriver",US,84E,Atlantic Coastal Pine Barrens (Omernik),New York,Suffolk,Sears Bellows County Park,,"From NY-24 N/Riverhead-Hampton Bays Rd, turn left onto Bellows Pond Rd, turn right to stay on Bellows Pond Rd, then the park entrance will be on your right. The population is around Bellows Pond, Grass Pond, and House Pond.","40°53' 2.1"" N","72°33' 27.5"" W",40.88391,-72.55763,GPS,NAD83,-3,FT,Suffolk County Parks,Triadenum virginicum:Lyonia ligustrina:Vaccinium angustifolium:Cyperus sp.:Juncus effusus:Juniperus virginiana:Decodon verticillatus,Flooded,Outwash plains,0-10,,Pond edge,"Recreation, conservation",Carver and Plymouth sands,Sand,200 plants sampled,2000+,20,P,"Opposite simple leaves, flowers with four purple/pink petals and 8 protruding yellow stamens",,Clara Holmes:From pressed specimen on another date:15 NOV 2016,"2:13 JUL 2016:Smithsonian, MARSB",,,,,,SAN 10744,WEB,0.5-1,medium brown,16-Nov-16,RHEXIA,virginica,2016,
Triadenum virginicum,CLUSIACEAE,TRVI2,21-Sep-16,MARSB-599,599,MARSB,,Triadenum virginicum,US,84E,Atlantic Coastal Pine Barrens (Omernik),New York,Suffolk,Sears Bellows County Park,,"From NY-24 N/Riverhead-Hampton Bays Rd, turn left onto Bellows Pond Rd, turn right to stay on Bellows Pond Rd, then the park entrance will be on your right. Population surrounds Bellows Pond, Grass Pond, and House Pond.","40°53' 2.1"" N","72°33' 27.5"" W",40.88391,-72.55763,GPS,NAD83,-3,FT,Suffolk County Parks,Rhexia virginica:Lyonia ligustrina:Vaccinium angustifolium:Cyperus sp.:Juncus effusus:Juniperus virginiana:Decodon verticillatus:Decodon verticillatus:Decodon verticillatus,Flooded,Outwash plains,0-10,,Pond ed,"Recreation, conservation",Carver and Plymouth sands,Sand,200 plants sampled,2000+,20,P,"Simple, opposite leaves, flowers with 5 light pink petals and 9 stamens",,Clara Holmes:From pressed specimen on another date:15 NOV 2016,"2:21 SEP 2016:Smithsonian, MARSB",,,,,,SAN 10745,WEB,2-Jan,medium brown,16-Nov-16,TRIADENUM,virginicum,2016,
Pluchea odorata,ASTERACEAE,PLOD,22-Sep-16,MARSB-601,601,MARSB,,"E. Kottler, L. Shriver",US,84E,Atlantic Coastal Pine Barrens (Omernik),New York,Suffolk,Gardiner County Park,,"From Robert Moses Causeway, take exit RM2E for NY 27A E toward Bay Shore. Turn right onto Manor Ln after 1 mile, park in in the parking lot, and collect from all the trails in the forest. Population is at salt marsh edges.","40°41' 54.6"" N","73°16' 20.6"" W",40.6985,-73.27238,GPS,NAD83,3,FT,Suffolk County Parks,Quercus sp.:Nyssa sylvatica:Phragmites australis:Solidago sp.:Rubus sp.:Mikania scandens:Mikania scandens:Eutrochium fistulosum:Viburnum dentatum:Acer rubrum,Flooded,Depression,0,,Maritime forest/tidal high salt marsh edge,"Recreation, conservation",Berryland mucky sand,Sand,100 plants sampled,200+,30,P,"Simple alternate leaves. Fragrant, pink, discoid heads.",,Clara Holmes:From pressed specimen on another date:15 NOV 2016,"2:22 SEP 2016:Smithsonian, MARSB",,,,,,SAN 10747,WEB,0.5-1,Dark brown,16-Nov-16,PLUCHEA,odorata,2016,
