Accession,Inventory,Accession Prefix,Accession Number,Name,Source Code,lbs Shipped,100-Sd (g),Est Seed,Divisor,NCGRP,-20°C,4°C,Seeds/Lb,Species Code,Common Name,Genus,Species,label ss,Taxon,SubSpecies,label var,Variety,NAME,GENUS,SPECIES,FAMILY,ABBREV_NAME,COLL_DT,COLL_YR,ACC_NUM,COLL_NUM,COLL_ID,SECONDARY_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,KEYWORD,MISC,SECOND_COLL_DT,DATE_AS_GIVEN,CREATED_BY,ACC_DT,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,ASSOCIATED_TAXA_FULL,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,GEOLOGY,SOIL_TYPE,DESCRIPTION,PSOURCE_FULL,USER1,USER2,USER3,USER4,USER5,USER6,USER7,USER8,USER9,USER10
W6 55594,W6 55594 2018o SD,W6,55594,NM080-148,BOBR-SOS-NM080-148-EDDY-17,0.0085,0.0519,3000,2,1.93,1.93,NA,872307,BOBR,gypsum grama,Bouteloua,breviseta,,Bouteloua breviseta,,,,Bouteloua breviseta,BOUTELOUA,breviseta,POACEAE,BOBR,19-Nov-17,2017,NM080-148,148,NM080,CFO201711191530,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Burton Flat,"From CFO turn left onto US-62 E/US-180 E and turn left onto Magnum Rd after ~7.5 miles. Continue on Magnum Rd for 6 miles then slight right and continue straight on unnamed road for ~1.8 miles. Turn Right and continue for ~1 mile, site is 0.17 mile south of road","32°35' 0.26"" N","104°6' 21.46"" W",32.5834,-104.10596,GPS,WGS84,985,M,Bureau of Land Management,,,,,WEB,14-Dec-17,300 plants sampled,5000,1,P,Sartwellia flaveriae:Tiquilia hispidissima:Nerisyrenia linearifolia:Yucca elata:Scleropogon brevifolius:Ephedra torreyana,Low plain,3,N,"Reeves-Gypsum land complex, 0 to 3 percent slopes",Piedmont alluvial deposits,Other : Loamy Sand,Panicle 2-4 cm with 1-3 branches and 30-45 spikelets with the branch terminating in a reduced spikelet. Panicles curl when dry and lower stems have a chalky white residue.,,"Grazing, Oil and Gas",Grazed,,"K. Sandbom, BLM:In Field:19 NOV 2017",3:19 NOV 2017:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,1.6,10 YR 7/3,0
W6 55595,W6 55595 2018o SD,W6,55595,NM080-78,CEMA19-SOS-NM080-78-EDDY-17,0.0003,0.001,13608,3,0.05,0.05,0.05,41236363,CEMA19,gypsum centaury,Centaurium,maryannum,,Centaurium maryannum,,,,Centaurium maryannum,CENTAURIUM,maryannum,GENTIANACEAE,CEMA19,19-Jul-17,2017,NM080-78,78,NM080,CFO201707091200,,"A. Warrington, C. Black",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Ben Slaughter Draw,"South on 62, left onto Dillahunty rd., stop on the right side of Dillahunty rd. approximately 1000 ft before reaching Gypsum rd. intersection. Cross fence and walk approximately 15 minutes until reaching ravine of Ben Slaughter Draw. C. maryannum located within and above ravine.","32°2' 39.08"" N","104°19' 17.18"" W",32.04418,-104.32143,GPS,WGS84,3500,FT,BLM,,,,,WEB,5-Dec-17,110 plants sampled,150,0.5,P,Thelesperma megapotamicum:Gutierrezia sarothrae:Nerisyrenia linearifolia,Ravine/drainage,60,SE,"Reeves-Gypsum land complex, 0 to 3 percent slopes",Castile formation,Other : loamy sand,"Pink, 5-petaled flower with yellow center and yellow stamens. Stems dry an orange-light brown color.",,Grazing,,,K. Sandbom:From pressed specimen on day of collection:19 JUL 2017,"3:19 JUL 2017:Smithsonian, New Mexico State University, Carlsbad BLM Field Office",,,0.5,10 YR 6/3,
W6 55596,W6 55596 2018o SD,W6,55596,NM080-80,CEMA19-SOS-NM080-80-EDDY-17,0.0011,0.001,49895,3,0.16,0.16,0.19,45000000,CEMA19,gypsum centaury,Centaurium,maryannum,,Centaurium maryannum,,,,Centaurium maryannum,CENTAURIUM,maryannum,GENTIANACEAE,CEMA19,3-Aug-17,2017,NM080-80,80,NM080,CFO201708030000,,"Ashley Warrington, Caroline Black",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,,,"7 Rivers Hwy north toward Brantley Lake, left turn just before Rt 31, left at fork in the road, drive until reaching turn around area. Population at base of hills to the left across a small ravine.","32°33' 37.04"" N","104°25' 21.23"" W",32.56028,-104.42256,GPS,NAD83,3450,FT,BLM,,,,,WEB,5-Dec-17,121 plants sampled,130,2,P,Bouteloua curtipendula:Fouquieria splendens:Aristida purpurea var. longiseta,Mountain/Hill,12,,"Largo-Stony land complex, 0 to 25 percent slopes",Seven Rivers Formation,Other : loamy sand,"5 petaled, pink flower with yellow center and yellow stamens",,Grazing,Grazed,,::,"3:03 AUG 2017:Smithsonian, NM State University, Carlsbad BLM Field Office",,,0.4,10 YR 6/3,
W6 55597,W6 55597 2018o SD,W6,55597,NM080-82,CEMA19-SOS-NM080-82-EDDY-17,0.0011,0.001,49895,3,0.16,0.16,0.09,45000000,CEMA19,gypsum centaury,Centaurium,maryannum,,Centaurium maryannum,,,,Centaurium maryannum,CENTAURIUM,maryannum,GENTIANACEAE,CEMA19,6-Aug-17,2017,NM080-82,82,NM080,CFO201708061210,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Seven River Hills West,"From Carlsbad NM, take highway 285 N; turn left (W) 2.453km N/NW of Brantley Lake Rd. onto unnamed dirt road. Follow this road for ~1.62km; When you come to a 4-way junction follow dirt road right (W) for ~0.48km, and turn right (W) onto 2-track road that follows an allotment fence. Site is ~0.68km down 2-track to N at junction with 2-track running N.","32°33' 38.31"" N","104°26' 19.81"" W",32.56064,-104.43883,,WGS84,3480,FT,Bureau of Land Management,,,,,WEB,5-Sep-17,116 plants sampled,>10000,0.25,P,Bouteloua breviseta:Sartwellia flaveriae:Yucca elata:Mentzelia humilis,Basin/Low Slope,5,SW,"Gypsum land-Cottonwood complex, 0 to 3 percent slopes",Gypsum below Limestone,Other : Loamy Sand,Pink flowers,,"Critical Habitat, Grazing",N/A,,K. Sandbom:In Field:06 AUG 2017,"3:06 AUG 2017:Smithsonian, University of New Mexico, Herbarium of Carlsbad Field Officeû",,,0.3,10 YR 6/3 (wet),
W6 55598,W6 55598 2018o SD,W6,55598,NM080-83,CEMA19-SOS-NM080-83-EDDY-17,0.0011,0.001,49895,3,0.16,0.16,0.17,45000000,CEMA19,gypsum centaury,Centaurium,maryannum,,Centaurium maryannum,,,,Centaurium maryannum,CENTAURIUM,maryannum,GENTIANACEAE,CEMA19,9-Aug-17,2017,NM080-83,83,NM080,,,"A. Warrington, C. Black",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Artesia,"Take 285 north to Artesia, right onto US-82 E, left onto Karr Ranch Rd. (Rt 200), drive approximately 3.8 miles. Population located in field to the right.","32°53' 21.36"" N","104°19' 8.2"" W",32.88926,-104.31894,GPS,NAD83,3363,FT,BLM,,,,,WEB,5-Dec-17,212 plants sampled,250,1,P,Bouteloua hirsuta:Thelesperma megapotamicum:Thelesperma megapotamicum:Pleuraphis mutica,Low rolling plain,10,W,"Reeves-Gypsum land complex, 0 to 3 percent slopes",Artesia Group,Other : Loamy sand,"5-petaled, pink flower with yellow stamens",,Grazing,Grazed:Trampled,,K. Sandbom:From photograph:08 AUG 2017,"3:08 AUG 2017:Smithsonian, New Mexico State University, Carlsbad BLM Field Office",,,0.5,10 YR 6/3,
W6 55599,W6 55599 2018o SD,W6,55599,NM080-84,CEMA19-SOS-NM080-84-EDDY-17,0.0011,0.001,49895,3,0.16,0.16,0.19,45000000,CEMA19,gypsum centaury,Centaurium,maryannum,,Centaurium maryannum,,,,Centaurium maryannum,CENTAURIUM,maryannum,GENTIANACEAE,CEMA19,10-Aug-17,2017,NM080-84,84,NM080,CFO201708101155,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,CP Hill,"From US62/180, turn E on Eddy CR424. Follow CR424 ~ 4.34km SE to unnamed vehicle trail. Location is ~ 1km down trail, off S side of trail.","32°3' 58.854"" N","104°24' 22.422"" W",32.06634,-104.40622,GPS,WGS84,3785,FT,Bureau of Land Management,,,,,WEB,5-Sep-17,200 plants sampled,100-1000,0.5,P,Aristida purpurea:Bouteloua breviseta:Sporobolus nealleyi:Juniperus pinchotii,Low Rolling Plain,5,NE,"Reeves-Gypsum land complex, 0 to 3 percent slopes",Castile Formation,Other : Loamy Sand,Pink flowers with black seeds,,Grazing,Grazed,,K. Sandbom:In Field:10 AUG 2017,"3:10 AUG 2017:Smithsonian, New Mexico State University, Carlsbad BLM Field Officeû",,,0.492126,10 YR 6/3 (wet),0
W6 55600,W6 55600 2018o SD,W6,55600,NM080-85,CASE5-SOS-NM080-85-EDDY-17,0.0026,0.0047,25092,3,0.39,0.39,0.45,9450000,CASE5,downy paintedcup,Castilleja,sessiliflora,,Castilleja sessiliflora,,,,Castilleja sessiliflora,CASTILLEJA,sessiliflora,SCROPHULARIACEAE,CASE5,10-Aug-17,2017,NM080-85,85,NM080,CFO201708101331,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Yeso Hills North,Turn SE onto unnamed vehicle trail just S of Mile Marker 8 of US 62/180. Turn SW onto another unnamed vehicle trail at ~2.84km. Turn SE onto another unnamed trail at ~2.65km. Site is ~ 6.65km down this trail off to the NE side of trail.,"32°2' 31.179"" N","104°26' 2.679"" W",32.04199,-104.43407,GPS,WGS84,3831,FT,Bureau of Land Management,,,,,WEB,5-Sep-17,100 plants sampled,>1000,1,P,Yucca elata:Larrea tridentata:Tiquilia hispidissima:Thelesperma megapotamicum,Low Rolling Plain,1,S,"Gypsum land-Cottonwood complex, 0 to 3 percent slopes",Alluvium,Other : Loamy Sand,Flowers pale yellow and bract tips pink,,Grazing,Grazed,,K. Sandbom:In Field:10 AUG 2017,0::,,,0.656,10 YR 5/3,0
W6 55601,W6 55601 2018o SD,W6,55601,NM080-86,CEMA19-SOS-NM080-86-EDDY-17,0.0011,0.0007,71278,5,0.2,0.2,0.16,60480000,CEMA19,gypsum centaury,Centaurium,maryannum,,Centaurium maryannum,,,,Centaurium maryannum,CENTAURIUM,maryannum,GENTIANACEAE,CEMA19,10-Aug-17,2017,NM080-86,86,NM080,CFO20170810143,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,,"Turn SE onto unnamed vehicle trail between US Hwy 62/180 MMs 5 & 6. Turn NE 0.73km down trail onto another unnamed trail. Site is 2.53km down trail, at its second intersection with trail junction.","32°2' 51.3"" N","104°26' 39.13"" W",32.04758,-104.4442,GPS,WGS84,3824,FT,Bureau of Land Management,,,,,WEB,5-Sep-17,62 plants sampled,90,0.25,P,Psilostrophe tagetina:Sporobolus airoides:Calylophus hartwegii:Tiquilia hispidissima,"Flat, rolling plain",1,NW,"Gypsum land-Cottonwood complex, 0 to 3 percent slopes",Castile Formation,Other : Loamy Sand,Pink flowers with black seeds,,Grazing,Grazed,,K. Sandbom:In Field:10 AUG 2017,"3:10 AUG 2017:Smithsonian, New Mexico State University, Carlsbad BLM Field Officeû",,,0.34,10 YR 6/3 (wet),0
W6 55602,W6 55602 2018o SD,W6,55602,NM080-87,CEMA19-SOS-NM080-87-EDDY-17,0.0011,0.0009,55439,5,0.2,0.2,0.09,45360000,CEMA19,gypsum centaury,Centaurium,maryannum,,Centaurium maryannum,,,,Centaurium maryannum,CENTAURIUM,maryannum,GENTIANACEAE,CEMA19,10-Aug-17,2017,NM080-87,87,NM080,CFO201708101718,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,,Turn SE onto unnamed vehicle trail between US Hwy 62/180 MMs 5 & 6. Turn NE 0.73km down trail onto another unnamed trail. Site is 3.58km down trail.,"32°2' 57.23"" N","104°26' 0.62"" W",32.04923,-104.4335,GPS,WGS84,3779,FT,Bureau of Land Management,,,,,WEB,5-Sep-17,146 plants sampled,200,0.5,P,Yucca elata:Rhus microphylla:Sporobolus nealleyi:Calylophus hartwegii,Flood plain/Basin,10,N,"Gypsum land-Cottonwood complex, 0 to 3 percent slopes",Castile Formation,Other : Sandy Clay Loam,Pink 5-petaled flower with black seeds,,Grazing,Grazed,,K. Sandbom:In Field:10 AUG 2017,::,,,0.33,10 YR 6/3 (wet),0
W6 55603,W6 55603 2018o SD,W6,55603,NM080-88,CEMA19-SOS-NM080-88-EDDY-17,0.0011,0.001,49895,5,0.2,0.2,0.1,45000000,CEMA19,gypsum centaury,Centaurium,maryannum,,Centaurium maryannum,,,,Centaurium maryannum,CENTAURIUM,maryannum,GENTIANACEAE,CEMA19,11-Aug-17,2017,NM080-88,88,NM080,CFO201708111117,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Black River,"Take Eddy CR720 East from Hwy 62/180, and turn South onto CR748. Turn East onto an unnamed vehicle trail ~4.8km down CR748. Keep on the main trail to where it intersects the T024S R26E & T025S R26E Township line, then Turn NE and travel through Murchison O&G pad onto BLM land (T024S R26E Sect 35).","32°10' 7.41"" N","104°15' 57.34"" W",32.16872,-104.26592,GPS,WGS84,3336,FT,Bureau of Land Management,,,,,WEB,5-Sep-17,202 plants sampled,100-1000,1,P,Rhus microphylla:Bouteloua breviseta:Senecio warnockii:Giliastrum rigidulum,Terrace,3,W,"Gypsum land-Cottonwood complex, 0 to 3 percent slopes",Salado Formation,Other : Loamy Sand,Pink flowers with yellow centers and black seeds,,Grazing; Oil and Gas,Grazed,,K. Sandbom:In Field:11 AUG 2017,1:11 AUG 2017:Smithsonian,,,0.33,10 YR 6/3 (wet),0
W6 55604,W6 55604 2018o SD,W6,55604,NM080-89,CEMA19-SOS-NM080-89-EDDY-17,0.0003,0.0013,10467,3,0.05,0.05,0.05,33206442,CEMA19,gypsum centaury,Centaurium,maryannum,,Centaurium maryannum,,,,Centaurium maryannum,CENTAURIUM,maryannum,GENTIANACEAE,CEMA19,11-Aug-17,2017,NM080-89,89,NM080,CFO2017081111305,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Black River,"Take Eddy CR720 East from Hwy 62/180, and turn South onto CR748. Turn East onto an unnamed vehicle trail ~4.8km down CR748. Keep on the main trail to where it intersects the T024S R26E & T025S R26E Township line, then Turn NE and travel through Murchison O&G pad onto BLM land (T024S R26E Sect 35). Walk old 2-track W along the Township line and then cross-country W along ridge (0.6km total) to site.","32°9' 59.71"" N","104°16' 7.29"" W",32.16658,-104.26869,GPS,WGS84,3314,FT,Bureau of Land Management,,,,,WEB,5-Sep-17,124 plants sampled,100-1000,,P,Rhus microphylla:Bouteloua breviseta:Senecio warnockii:Castilleja sessiliflora,Terrace,4,NW,"Gypsum land-Cottonwood complex, 0 to 3 percent slopes",Salado Formation,Other : Loamy Sand,Pink flowers with yellow centers and black seeds,,Grazing; Oil and Gas,Grazed,,K. Sandbom:In Field:11 AUG 2017,0::,,,0.33,10 YR 6/3,0
W6 55605,W6 55605 2018o SD,W6,55605,NM080-90,CEMA19-SOS-NM080-90-EDDY-17,0.0011,0.001,49895,5,0.2,0.2,0.09,45000000,CEMA19,gypsum centaury,Centaurium,maryannum,,Centaurium maryannum,,,,Centaurium maryannum,CENTAURIUM,maryannum,GENTIANACEAE,CEMA19,11-Aug-17,2017,NM080-90,90,NM080,CFO201708111357,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Black River,"Take Eddy CR720 East from Hwy 62/180, and turn South onto CR748. Turn East onto an unnamed vehicle trail ~4.8km down CR748. Keep on the main trail to where it intersects the T024S R26E & T025S R26E Township line, then keep SW on trail paralleling powerlines ~ 1.9km to cattle gate. After cattle gate, follow trail NW ~0.36km, and park at reclaimed O&G pad access road. Site is off to E side of access trail, ~.21km N up reclaimed access trail.","32°9' 21.16"" N","104°16' 22.86"" W",32.15587,-104.27301,GPS,WGS84,1022,FT,Bureau of Land Management,,,,,WEB,5-Sep-17,109 plants sampled,100-1000,0.25,P,Tiquilia hispidissima:Sartwellia flaveriae:Bouteloua breviseta:Sporobolus airoides,Flood Plain,5,NW,"Gypsum land-Cottonwood complex, 0 to 3 percent slopes",Salado Formation,Other : Loamy Sand,Pink flowers with yellow centers and black seeds,,Grazing; Oil and Gas,Grazed,,K. Sandbom:In Field:11 AUG 2017,"3:11 AUG 2017:Smithsonian, New Mexico State University, Carlsbad BLM Field Officeû",,,0.656,10 YR 6/3 (wet),0
W6 55606,W6 55606 2018o SD,W6,55606,NM080-91,ACNE4-SOS-NM080-91-EDDY-17,0.2265,0.8513,12068,3,34.17,34.17,34.17,53276,ACNE4,viscid acacia,Acacia,neovernicosa,,Acacia neovernicosa,,,,Acacia neovernicosa,ACACIA,neovernicosa,FABACEAE,ACNE4,22-Aug-17,2017,NM080-91,91,NM080,,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Black River Watershed,"Take unnamed oil and gas road(s) to the boundary between T024S R026E Sect. 35 and T025S R026E Sect. 3. Site is in SE quarter of T024S R026E Sect. 35, North and East of adjacent oil and gas access roads. And North and East around local hills.","32°9' 59.6664"" N","104°15' 26.69"" W",32.16657,-104.25741,GPS,WGS84,1034,M,Bureau of Land Management,,,,,WEB,27-Sep-17,280 plants sampled,500-1000,4,P,Larrea tridentata:Sartwellia flaveriae:Setaria leucopila:Chamaesyce sp.:Aristida purpurea:Bouteloua breviseta:Tiquilia hispidissima:Tiquilia canescens:Yucca elata:Yucca treculeana:Yucca treculeana:Thymophylla acerosa:Gaura coccinea:Opuntia sp.:Nerisyrenia linearifolia:Thymophylla pentachaeta:Munroa squarrosa:Krameria erecta:Gutierrezia sarothrae:Giliastrum acerosum:Yucca elata:Parthenium confertum:Viguiera stenoloba,Flat/Low Plain,2,NW,"Gypsum land-Cottonwood complex, 0 to 3 percent slopes",Salado Formation,Other : Silt Loam,Two pairs pinnae,,Grazing; Oil and Gas Leasing,Grazed,,K. Sandbom - BLM:In Field:20 SEP 2017,3:08 SEP 2017:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,8,2.5 YR 8/3,0
W6 55607,W6 55607 2018o SD,W6,55607,NM080-92,CEMA19-SOS-NM080-92-EDDY-17,0.0002,0.001,9072,3,0.04,0.04,0.04,45000000,CEMA19,gypsum centaury,Centaurium,maryannum,,Centaurium maryannum,,,,Centaurium maryannum,CENTAURIUM,maryannum,GENTIANACEAE,CEMA19,14-Aug-17,2017,NM080-92,92,NM080,CFO201708141055,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,,"Turn SE onto unnamed vehicle trail between US Hwy 62/180 MMs 5 & 6. After ~0.37km E along trail, trail bends sharply to S. Site is ~0.2km down trail after this bend.","32°2' 32.54"" N","104°27' 55.31"" W",32.04237,-104.46536,GPS,WGS84,3852,FT,Bureau of Land Management,,,,,WEB,5-Sep-17,100 plants sampled,100-500,2,P,Calylophus hartwegii:Sporobolus airoides:Thelesperma megapotamicum:Bouteloua breviseta,"Flood Plain, Low rolling plain",5,NE,"Gypsum land-Cottonwood complex, 0 to 3 percent slopes",Castile Formation,Other : Loamy Sand,Pink flowers with yellow centers and black seeds,,Grazing,Grazed,,K. Sandbom:In Field:14 AUG 2017,"3:14 AUG 2017:Smithsonian, New Mexico State University, Carlsbad BLM Field Officeû",,,0.656,10 YR 6/3 (wet),0
W6 55608,W6 55608 2018o SD,W6,55608,NM080-94,THME-SOS-NM080-94-EDDY-17,0.0324,0.1155,12724,3,4.89,4.89,4.91,392387,THME,Hopi tea greenthread,Thelesperma,megapotamicum,,Thelesperma megapotamicum,,,,Thelesperma megapotamicum,THELESPERMA,megapotamicum,ASTERACEAE,THME,30-Aug-17,2017,NM080-94,94,NM080,CFO201708301026,,C. Black,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Ben Slaughter Draw,"Leave from CFO and turn right onto E Greene St. for ~0.8 miles then turn left onto S Canal St. and follow US-180 W for ~26 miles then turn left onto Dillahunty Rd. Drive ~7 miles down Dillahunty, site is on the right side (South) of the road past the fence.","32°2' 52.27"" N","104°19' 33.72"" W",32.04785,-104.32603,GPS,WGS84,1061,M,Bureau of Landmanagement,,,,,WEB,28-Sep-17,340 plants sampled,100-1000,2,P,Nerisyrenia linearifolia:Pleuraphis mutica:Bouteloua gracilis:Calylophus hartwegii:Tiquilia hispidissima,Terrace,10,SW,,Castile Formation,Other : Sandy Loam,Yellow disk flowers that turn brown and brittle when seeds ripen,,Grazing,Grazed,,K. Sandbom - BLM:From pressed specimen on another date:20 SEP 2017,3:18 SEP 2017:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,1,10 YR 7/2,0
W6 55609,W6 55609 2018o SD,W6,55609,NM080-95,CEMA19-SOS-NM080-95-EDDY-17,0.0002,0.001,9072,3,0.03,0.035,0.36,44038834,CEMA19,gypsum centaury,Centaurium,maryannum,,Centaurium maryannum,,,,Centaurium maryannum,CENTAURIUM,maryannum,GENTIANACEAE,CEMA19,30-Aug-17,2017,NM080-95,95,NM080,,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Seven Rivers Hills (NE),"From Carlsbad NM, take highway 285 N; turn left (W) 2.453km N/NW of Brantley Lake Rd. onto unnamed dirt road between MMs 5&6. Follow this road SW for ~0.43km, and park near junction with unnamed rancher trail splitting to W. Site is ~0.67km cross-country SE of trail.","32°33' 59.1912"" N","104°25' 1.7076"" W",32.56644,-104.41714,GPS,WGS84,3340,FT,Bureau of Land Management,,,,,WEB,27-Sep-17,320 plants sampled,100-1000,3,P,Rhus microphylla:Bouteloua breviseta:Senecio warnockii:Tiquilia hispidissima:Giliastrum rigidulum:Castilleja sessiliflora:Nerisyrenia linearifolia:Sartwellia flaveriae:Anulocaulis leiosolenus:Larrea tridentata:Eriogonum gypsophilum:Echinocactus horizonthalonius:Gaura coccinea:Echinocereus dasyacanthus:Chamaesyce sp.:Thelesperma megapotamicum:Mentzelia humilis:Fouquieria splendens:Aristida purpurea var. nealleyi:Thymophylla pentachaeta,Terrace,8,SE,"Gypsum land-Cottonwood complex, 0 to 3 percent slopes",Piedmont alluvial deposits,: Silt Loam,Pink flowers with yellow centers and black seeds,,"Grazing, ESA Critical Habitat",Grazed,,K. Sandbom - BLM:In Field:31 AUG 2017,3:31 AUG 2017:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,0.21,10 YR 6/3,0
W6 55610,W6 55610 2018o SD,W6,55610,NM080-96,PLMU3-SOS-NM080-96-EDDY-17,0.11,0.2163,6000,5,19.9,19.9,10.1,209611,PLMU3,tobosagrass,Pleuraphis,mutica,,Pleuraphis mutica,,,,Pleuraphis mutica,PLEURAPHIS,mutica,POACEAE,PLMU3,6-Sep-17,2017,NM080-96,96,NM080,CFO201709060000,,C. Black,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Cottonwood Draw,"From the Carlsbad Field Office, turn right onto E Greene St then left onto S Canal Street and continue onto US 180 W for about 24 miles. Turn left onto Dillahunty road and continue to the Gypsum Road intersection. Turn left onto Gypsum road and continue for about 2 miles and the site will be on the left of the road.","32°4' 29.33"" N","104°19' 4.73"" W",32.07481,-104.31798,GPS,WGS84,1046,M,Bureau of Landmanagement,,,7-Sep-17,,WEB,5-Dec-17,1409 plants sampled,>5000,1,P,Calylophus hartwegii ssp. filifolius:Bouteloua breviseta:Sartwellia flaveriae:Nerisyrenia linearifolia:Prosopis glandulosa,Flat/Low Rolling Plain,0,S,"Reeves-Gypsum land complex, 0 to 3 percent slopes",Casitle Formation,Other : Sandy Clay Loam,"Inflorescence is white to tan and papery, spikelets clustered in threes",,"Grazing, Oil and Gas Leasing",Grazed,,K. Sandbom - BLM:From pressed specimen on day of collection:07 SEP 2017,3:07 SEP 2017:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,3,7.5 YR 4/2,0
W6 55611,W6 55611 2018o SD,W6,55611,NM080-97,PLMU3-SOS-NM080-97-EDDY-17,0.139,0.2029,10000,3,20.9,20.9,20.8,223448,PLMU3,tobosagrass,Pleuraphis,mutica,,Pleuraphis mutica,,,,Pleuraphis mutica,PLEURAPHIS,mutica,POACEAE,PLMU3,7-Sep-17,2017,NM080-97,97,NM080,CFO201709070000,,C. Black,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Cottonwood Draw,"From the Carlsbad Field Office, turn right onto E Greene St then left onto S Canal Street and continue onto US 180 W for about 24 miles. Turn left onto Dillahunty road and continue to the Gypsum Road intersection. Turn left onto Gypsum road and continue until it turns into 724 Whites City Road and continue for about 1 mile from the riverbed crossing.","32°6' 3.2"" N","104°19' 32.93"" W",32.10088,-104.32581,GPS,WGS84,1036,M,Bureau of Landmanagement,,,,,WEB,5-Dec-17,1446 plants sampled,1000-5000,1,P,Setaria leucopila:Lepidium montanum:Bouteloua breviseta:Sartwellia flaveriae,Flat/Low Rolling Plain,5,SE,"Reeves-Gypsum land complex, 0 to 3 percent slopes",Castile Formation,Other : Sandy Clay Loam,"Inflorescence is white to tan and papery, spikelets clustered in threes",,Grazing/Oil and Gas leasing,Grazed,,K. Sandbom - BLM:From pressed specimen on day of collection:07 SEP 2017,3:07 SEP 2017:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,3,7.5 YR 7/2,0
W6 55612,W6 55612 2018o SD,W6,55612,NM080-98,PLMU3-SOS-NM080-98-EDDY-17,0.123,0.1999,27910,3,18.4,18.4,18.5,226800,PLMU3,tobosagrass,Pleuraphis,mutica,,Pleuraphis mutica,,,,Pleuraphis mutica,PLEURAPHIS,mutica,POACEAE,PLMU3,14-Aug-17,2017,NM080-98,98,NM080,CFO201709151451,,K. Sandbom,US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Yeso Hills North,Turn SE onto unnamed vehicle trail between US Hwy 62/180 MMs 5 & 6. Site is ~0.3km E along trail before trail bends sharply to S.,"32°2' 36.7578"" N","104°27' 57.2832"" W",32.04354,-104.46591,GPS,WGS84,3837,FT,Bureau of Land Management,,,,,WEB,28-Sep-17,540 plants sampled,5000,1.5,P,Calylophus hartwegii:Sporobolus airoides:Bouteloua sp.:Yucca elata:Sartwellia flaveriae:Lepidium sp.:Prosopis glandulosa:Sphaeralcea sp.:Sporobolus texanus:Sporobolus nealleyi:Solanum elaeagnifolium:Solanum elaeagnifolium:Solanum elaeagnifolium:Setaria leucopila:Panicum obtusum:Cuscuta gronovii,Flood plain/Baisn,0,NE,"Cottonwood-Reeves loams, overflow, 0 to 3 percent slopes",Castile Formation,Other : Silty Clay,"Inflorescence is white to tan and papery, spikelets clustered in threes",,Gazing; Mining,Grazed,,K. Sandbom - BLM:In Field:15 SEP 2017,3:15 SEP 2017:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,2,7.5 YR 3/2,
