Source Lot,Source Code,Lbs Shipped,Seeds/Lb,100-Seed Wt (G),Species Code,Common Name,Genus,Species,label ss,SubSpecies,label var,Variety,NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR
'SOS-NM080-157,CEMA19-SOS-NM080-157-EDDY-18,0.004,32400000,0.0013,CEMA19,gypsum centaury,Centaurium,maryannum,,,,,Centaurium maryannum,GENTIANACEAE,CEMA19,26-Jul-18,NM080-157,157,NM080,,"C. Wiechman, L. Schroeder",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Rattlesnake Canyon-Black River,"From CFO, head S on National Parks Highway (180/62). Turn W at first turn after mile marker 7. Park at end of unnamed county road, and walk 0.2mi N to location.","32°04' 11"" N","104°28' 38"" W",32.06972,-104.47722,GPS,WGS84,3655,FT,BLM,Yucca elata:Calylophus hartwegii:Aristida purpurea:Populus sp.:Sporobolus airoides:Gaillardia multiceps,Grazed:Recreation,Terrace,10,W,"Cottonwood-Reeves loams, ocerflow, 0 to 3 percent slopes; 25-30 Deg. F. / 6-12",Grazing and Recreation,Alluvium,Other : Sandy Clay Loam,802 plants sampled,1000,1.5,P,"Pink flower, tiny black seeds, found in areas with gypsum soils, dries a golden color.",,"K. Sandbom, BLM:From pressed specimen on another date:27 NOV 2018",3:26 JUL 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,,30-Jul-18,,2,CFO201807260815,WEB,0.33,10 YR 6/3,14-Dec-18,CENTAURIUM,maryannum,2018
'SOS-NM080-158,CEMA19-SOS-NM080-158-EDDY-18,0.0004,31943661,0.0014,CEMA19,gypsum centaury,Centaurium,maryannum,,,,,Centaurium maryannum,GENTIANACEAE,CEMA19,31-Jul-18,NM080-158,158,NM080,,"L. Schroeder, C. Wiechman",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Hart Canyon,"From CFO, take Seven Rivers Highway (285) to Artesia. Turn E on Lovington Highway (82). Turn N on Southern Union Road. Follow road 2.2mi until it turns E. Plants are on both sides of the road.","32°50' 42.53"" N","104°14' 6.81"" W",32.84514,-104.23522,GPS,WGS84,3454,FT,BLM,Yucca elata:Larrea tridentata:Nerisyrenia linearifolia:Opuntia sp.,"Grazed:Oil and Gas, Power Transmission",Flat/Low Rolling Plain,1,SW,"Gypsum land-Cottonwood complex, 0 to 3 percent slopes; 25 - 30 Deg. F. / 6 - 12","Grazing, Oil and Gas, Power Transmission",Artesia Group,Other : Sandy Clay Loam,627 plants sampled,1000,3,P,"Pink flower, tiny black seeds, found in areas with gypsum soils, dries a golden color.",,"K. Sandbom, BLM:From pressed specimen on another date:13 DEC 2018",3:31 JUL 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,,,2,CFO201807311045,WEB,0.25,10 YR 7/3,14-Dec-18,CENTAURIUM,maryannum,2018
'SOS-NM080-159,ARPU9-SOS-NM080-159-EDDY-18,0.065,261440,0.1734,ARPU9,purple threeawn,Aristida,purpurea,,,,,Aristida purpurea,POACEAE,ARPU9,2-Aug-18,NM080-159,159,NM080,,"L. Schroeder, C. Wiechman",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Dog Canyon Draw,"From CFO, take Seven Rivers Highway (285) to Artesia. Turn E on Lovington Highway (82). Turn N on Southern Union Road. Follow road 2.2mi, and follow it East at the fork. After 2.2 mi, turn NW onto an unnamed lease road. After 0.15mi, turn NW onto an unnamed lease road. After 1.66mi, turn W onto an unnamed lease road. After 0.07mi, turn N onto an unnamed lease road. Location is 0.9mi down road.","32°53' 46"" N","104°12' 53"" W",32.89611,-104.21472,GPS,WGS84,3535,FT,BLM,Bouteloua curtipendula:Prosopis glandulosa:Larrea tridentata:Yucca elata:Opuntia sp.:Asclepias sp.,Grazed:Oil and Gas,Flat/Low Rolling Plain,6,NW,"Reeves-Gypsum land complex, 0 to 3 percent slopes; 25 - 30 Deg. F. / 6 - 12","Grazing, Oil and Gas",Salado Formation,Other : Sandy Loam,1340 plants sampled,5000,4.5,P,"Perennial bunchgrass with rolled, thread-like and often curved blades, a ligule with conspicuous hairs, and three purple awns 2-5cm or even longer, which are equal to almost equal in length.",,"K. Sandbom, BLM:From pressed specimen on another date:27 NOV 2018",3:02 AUG 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,,,2,CFO201808020830,WEB,1.5,5 YR 5/4,14-Dec-18,ARISTIDA,purpurea,2018
'SOS-NM080-160,BOCU-SOS-NM080-160-EDDY-18,0.0874,129674,0.3497,BOCU,sideoats grama,Bouteloua,curtipendula,,,,,Bouteloua curtipendula,POACEAE,BOCU,6-Aug-18,NM080-160,160,NM080,,"L. Schroeder, C. Wiechman",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carslbad Resource Area,Dog Canyon Draw,"From CFO, take Seven Rivers Highway (285) to Artesia. Turn E on Lovington Highway (82). Turn N on Southern Union Road. Follow road 2.2mi, and follow it East at the fork. After 2.2 mi, turn NW onto an unnamed lease road. After 0.15mi, turn NW onto an unnamed lease road. After 1.66mi, turn W onto an unnamed lease road. After 0.07mi, turn N onto an unnamed lease road. Location is 0.05mi down road.","32°53' 04"" N","104°13' 04"" W",32.88444,-104.21777,GPS,WGS84,3488,FT,BLM,Aristida purpurea:Croton sp.:Setaria leucopila:Solanum sp.:Prosopis glandulosa:Panicum obtusum,Grazed:Oil and Gas,Flat/Low Rolling Plain,3,W,"Largo silt loam, overflow, 0 to 1 percent slopes; 25 - 30 Deg. F. / 6 -12","Grazing, Oil and Gas",Salado Formation,Other : Sandy Loam,1293 plants sampled,1500,4,P,Red/orange anthers; seeds hang off side and inflorescence has a zig-zag pattern where seeds are attached.,,"K. Sandbom, BLM:From pressed specimen on another date:28 NOV 2018",3:06 AUG 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,22-Aug-18,,2,CFO201808060830,WEB,2.5,5 YR 5/4,14-Dec-18,BOUTELOUA,curtipendula,2018
'SOS-NM080-161,ARPU9-SOS-NM080-161-EDDY-18,0.086,268561,0.1688,ARPU9,purple threeawn,Aristida,purpurea,,,,,Aristida purpurea,POACEAE,ARPU9,6-Aug-18,NM080-161,161,NM080,,"L. Schroeder, C. Wiechman",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Dog Canyon Draw,"From CFO, take Seven Rivers Highway (285) to Artesia. Turn E on Lovington Highway (82). Turn N on Southern Union Road. Follow road 2.2mi, and follow it East at the fork. After 2.2 mi, turn NW onto an unnamed lease road. Location is 1.4mi down road.","32°52' 34"" N","104°14' 07"" W",32.87611,-104.23527,GPS,WGS84,3524,FT,BLM,Larrea tridentata:Setaria sp.:Prosopis glandulosa:Yucca elata,Grazed:Oil and Gas,Flat/Low Rolling Plain,2,N,"Largo-Stony land complex, 0 to 25 percent slopes; 25 - 30 Deg. F. / 6 - 12","Grazing, Oil and Gas",Artesia Group,Other : Sandy Loam,850 plants sampled,1000,3,P,"Perennial bunchgrass with rolled, thread-like and often curved blades, a ligule with conspicuous hairs, and three purple awns 2-5cm or even longer, which are equal to almost equal in length.",,"K. Sandbom, BLM:From pressed specimen on another date:28 NOV 2018",3:06 AUG 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,,,2,CFO201808061200,WEB,2,5 YR 3/4,14-Dec-18,ARISTIDA,purpurea,2018
'SOS-NM080-162,SELE6-SOS-NM080-162-EDDY-18,0.04,260091,0.1743,SELE6,streambed bristlegrass,Setaria,leucopila,,,,,Setaria leucopila,POACEAE,SELE6,7-Aug-18,NM080-162,162,NM080,,"L. Schroeder, C. Wiechman",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Clayton Basin,"From CFO, head E on Hobbs Highway (180). Turn N on Potash Mines Road (200). When you come to a fork, Turn NE onto Shugart Road (222). The location is 0.33mi down the road.","32°36' 15.2"" N","103°57' 49.8"" W",32.60422,-103.96383,GPS,WGS84,983,M,BLM,Yucca elata:Bouteloua sp.:Prosopis glandulosa:Sporobolus airoides:Gaillardia pinnatifida:Machaeranthera pinnatifida:Melampodium leucanthum,Grazed:Oil and Gas,Flat/Low Rolling Plain,2,SE,"Reeves-Gypsum land complex, 0 to 3 percent slopes; 25 - 30 Deg. F. / 6 - 12","Grazing, Oil, and Gas",Quartermaster and Rustler Formations,Other : Sandy Clay Loam,1476 plants sampled,1000-3000,3,P,"Seeds round and flattened on one side, leaves less than 5mm wide.",,"K. Sandbom, BLM:From pressed specimen on another date:28 NOV 2018",3:07 AUG 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,,,2,CFO201808070730,WEB,2.5,7.5 YR 3/3,14-Dec-18,SETARIA,leucopila,2018
'SOS-NM080-163,SELE6-SOS-NM080-163-EDDY-18,0.0332,464754,0.0975,SELE6,streambed bristlegrass,Setaria,leucopila,,,,,Setaria leucopila,POACEAE,SELE6,8-Aug-18,NM080-163,163,NM080,,"L. Schroeder, C. Wiechman",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlbad Resource Area,Dog Canyon Draw,"From CFO, take Seven Rivers Highway (285) to Artesia. Turn E on Lovington Highway (82). Turn N on Southern Union Road. Follow road 2.2mi, and follow it East at the fork. After 2.2 mi, turn NW onto an unnamed lease road. After 0.15mi, turn NW onto an unnamed lease road. After 1.66mi, turn W onto an unnamed lease road. After 0.07mi, turn N onto an unnamed lease road. Location is 0.79mi down road.","32°53' 40"" N","104°12' 53"" W",32.89444,-104.21472,GPS,WGS84,1074,M,BLM,Aristida purpurea:Croton sp.:Larrea tridentata:Prosopis glandulosa:Yucca elata,Grazed:Oil and Gas,Flat/Low Rolling Plain,5,W,"Reeves-Gypsum land complex, 0 to 3 percent slopes; 25 - 30 Deg. F. / 6 - 12","Grazing, Oil, and Gas",Salado Formation,Other : Sandy Loam,1073 plants sampled,5000,6,P,Seeds round and flattened on one side.,,"K. Sandbom, BLM:From pressed specimen on another date:27 NOV 2018",3:08 AUG 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,9-Aug-18,,2,CFO201808081345,WEB,3,5 YR 5/4,15-Dec-18,SETARIA,leucopila,2018
'SOS-NM080-164,ARPU9-SOS-NM080-164-EDDY-18,0.034,346259,0.1309,ARPU9,purple threeawn,Aristida,purpurea,,,,,Aristida purpurea,POACEAE,ARPU9,9-Aug-18,NM080-164,164,NM080,,"C. Wiechman, L. Schroeder",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Hart Canyon,"From CFO, take Seven Rivers Highway (285) to Artesia. Turn E on Lovington Highway (82). Turn N on Southern Union Road. Follow road 0.6mi, and turn W onto unnamed lease road. Location is 0.35mi down road.","32°49' 29"" N","104°14' 47"" W",32.82472,-104.24638,GPS,WGS84,3504,FT,BLM,Larrea tridentata:Pleuraphis mutica:Oenothera gaura:Croton sp.:Yucca elata:Dasyochloa pulchella:Cevallia sinuata:Oenothera suffrutescens:Senna roemeriana,Grazed:Oil and Gas,Flat/Low Rolling Plain,2,N,"Reeves-Gypsum land complex, 0 to 3 percent slopes; 25 - 30 Deg. F. / 6 - 12","Grazing, Oil and Gas",Artesia Group,Other : Sandy Clay Loam,1129 plants sampled,5000,6,P,"Perennial bunchgrass with rolled, thread-like and often curved blades, a ligule with conspicuous hairs, and three purple awns 2-5cm or even longer, which are equal to almost equal in length.",,"K. Sandbom, BLM:From pressed specimen on another date:28 NOV 2018",3:09 AUG 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,,,2,CFO201808090800,WEB,1.5,5 YR 4/4,15-Dec-18,ARISTIDA,purpurea,2018
'SOS-NM080-165,VEEN-SOS-NM080-165-EDDY-18,0.0545,231428,0.1959,VEEN,golden crownbeard,Verbesina,encelioides,,,,,Verbesina encelioides,ASTERACEAE,VEEN,15-Aug-18,NM080-165,165,NM080,,"L. Schroeder, C. Wiechman",US,25E,Western High Plains (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Nimenim Ridge,"From CFO, head E on Hobbs Highway (180). Turn N on Potash Mines Road (200). When you come to a fork, Turn NE onto Shugart Road (222). Location is at intersection of Shugart Road and Grubbs Road (250) and at fresh water tank sign.","32°42' 46"" N","103°52' 56"" W",32.71277,-103.88222,GPS,WGS84,3600,FT,BLM,Prosopis glandulosa:Melampodium leucanthum:Quercus havardii:Solanum sp.:Yucca elata:Gaillardia pulchella:Berlandiera lyrata,Grazed:Oil and Gas,Flat/Low Rolling Plain,2,N,"Tonuco loamy fine sand, 0 to 3 percent slopes; 25-30 Deg. F. / 6-12","Grazing, Oil and Gas",Eolian Deposits/Piedmont Alluvial Deposits,Other : Silt Loam,1102 plants sampled,5000,2,P,"Alternate leaves that are triangular in shape, flowers showy and yellow, achenes circular in shape with a grey to black center and tan to white edges.",,"K. Sandbom, BLM:From pressed specimen on another date:28 NOV 2018",3:15 AUG 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,,,2,CFO201808150815,WEB,3,7.5 YR 4/3,15-Dec-18,VERBESINA,encelioides,2018
'SOS-NM080-167,CEMA19-SOS-NM080-167-EDDY-18,0.0004,31836626,0.0014,CEMA19,gypsum centaury,Centaurium,maryannum,,,,,Centaurium maryannum,GENTIANACEAE,CEMA19,21-Aug-18,NM080-167,167,NM080,,"L. Schroeder, C. Wiechman, K. Sandbom",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Ben Slaughter Draw-Hay Hollow,"From CFO, head S on National Parks Highway (180/62). Just before mile marker 5, turn E turn onto an unnamed lease road. After 7.05 miles, just past a cattle guard and frac pond, turn S on an unnamed vehicle trail. Park where unnamed vehicle trail crosses North Fork Hay Hollow. Location is 0.56mi cross-country W along ridge bisecting the north and south forks of Hay Hollow.","32°01' 19.71"" N","104°21' 48.56"" W",32.02214,-104.36348,GPS,WGS84,1089,M,BLM,Poliomintha incana:Castilleja sessiliflora:Tiquilia hispidissima:Mentzelia humilis:Juniperus pinchotii:Houstonia sp.:Bouteloua breviseta:Krameria erecta:Anulocaulis leiosolenus var. gypsogenus:Yucca elata:Nama carnosum:Polygala alba:Eriogonum gypsophilum,Grazed,Summit and Shoulder,1,NW,"Gypsum land-Cottonwood complex, 0 to 3 percent slopes; 25 - 30 Deg. F. / 6 - 12",,Grazing,Castile Formation,Other : Clay Loam,225 plants sampled,1000,2,P,"Small black seeds, pink flower, found in areas with gypsum soil, dries a golden color.",,"K. Sandbom, BLM:From pressed specimen on another date:28 NOV 2018",2:21 AUG 2018:SmithsonianûNew Mexico State University,,,,,2,CFO201808211410,WEB,0.25,10 YR 7/3,17-Dec-18,CENTAURIUM,maryannum
'SOS-NM080-168,CEMA19-SOS-NM080-168-EDDY-18,0.0004,31068493,0.0014,CEMA19,gypsum centaury,Centaurium,maryannum,,,,,Centaurium maryannum,GENTIANACEAE,CEMA19,22-Aug-18,NM080-168,168,NM080,,"L. Schroeder, C. Wiechman",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Logan Draw-Pecos River,"From CFO, head N on Seven Rivers Highway (285). In Artesia, turn E onto Lovington Highway (82). Just past mile marker 115, turn S onto an unnamed lease road. Location is 0.8mi S and then SW down road.","32°48' 34"" N","104°16' 06"" W",32.80944,-104.26833,GPS,WGS84,3497,FT,BLM,Larrea tridentata:Bouteloua sp.:Calylophus hartwegii:Nerisyrenia linearifolia:Echinocereus sp.:Cylindropuntia sp.:Eriogonum sp.:Pleuraphis mutica:Echinocactus,Grazed:Oil and Gas,Flat/Low Rolling Plain,2,SE,"Gypsum land-Cottonwood complex, 0 to 3 percent slopes; 25 - 30 Deg. F. / 6 - 12","Grazing, Oil and Gas",Artesia Group,Other : Sandy Loam,549 plants sampled,1000,3,P,"Pink flower, small black seeds, found in areas with gypsum soils, dries a golden color.",,"K. Sandbom, BLM:From pressed specimen on another date:28 NOV 2018",3:22 AUG 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,,,2,CFO201808221245,WEB,0.25,7.5 YR 6/3,15-Dec-18,CENTAURIUM,maryannum,2018
'SOS-NM080-169,SELE6-SOS-NM080-169-EDDY-18,0.0249,250211,0.1812,SELE6,streambed bristlegrass,Setaria,leucopila,,,,,Setaria leucopila,POACEAE,SELE6,28-Aug-18,NM080-169,169,NM080,,"L. Schroeder, C. Wiechman",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Los Medranos,"From CFO, take E Hobbs Highway (180) NE. Turn E onto U.S. Refinery Road (605). Turn NE onto Potash Mines Road (31). Turn E onto Jal Highway (128). Turn N onto Nash Draw Road (794). Location is 0.18mi down road, on W side of road.","32°20' 07"" N","103°53' 04"" W",32.33527,-103.88444,GPS,WGS84,3105,FT,BLM,Bouteloua curtipendula:Bouteloua barbata:Prosopis glandulosa:Larrea tridentata:Verbesina encelioides,Grazed:Oil and Gas,Flat/Low Rolling Plain,1,W,"Simona-Bippus complex, 0 to 5 percent slopes; 25 - 30 Deg. F. / 6 - 12","Grazing, Oil and Gas",Rustler Formation,Other : Clay Loam,1769 plants sampled,2000,3,P,"Columnar inflorescences 6-15 cm long, spikelets resembling an elongated hemisphere, anthers pink.",,"K. Sandbom, BLM:From pressed specimen on another date:28 NOV 2018",3:28 AUG 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,,,2,CFO201808280800,WEB,2,7.5 YR 3/4,15-Dec-18,SETARIA,leucopila,2018
'SOS-NM080-170,CHLI2-SOS-NM080-170-EDDY-18,0.1178,125720,0.3607,CHLI2,desert willow,Chilopsis,linearis,,,,,Chilopsis linearis ssp. linearis,BIGNONIACEAE,CHLIL2,29-Aug-18,NM080-170,170,NM080,,"L. Schroeder, C. Wiechman",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Rattlesnake Canyon-Black River,"From CFO, head S on National Parks Highway (180). Turn W on Washington Ranch Road. Location is 3.76mi down road, in a drainage, where the road crosses Slaughter Canyon.","32°04' 52"" N","104°29' 29"" W",32.08111,-104.49138,GPS,WGS84,3723,FT,BLM,Bouteloua curtipendula:Rhus sp.:Solanum sp.:Carya sp.:Larrea tridentata:Eragrostis sp.,Grazed,Flood Plain/Basin,1,W,"Dev-Pima complex, 0 to 3 percent slopes; 25 - 30 Deg. F. / 6 - 12",Grazing,Alluvium,Sand,151 plants sampled,200,1.5,P,"Pink/white bilabiate, tubular flowers; shrub/tree habit.",,"K. Sandbom, BLM:From pressed specimen on another date:28 NOV 2018",3:29 AUG 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,,,,2,CFO201808291230,WEB,11.5,7.5 YR 5/4,15-Dec-18,CHILOPSIS,linearis,2018
'SOS-NM080-171,SPAI-SOS-NM080-171-EDDY-18,0.0052,2518314,0.018,SPAI,alkali sacaton,Sporobolus,airoides,,,,,Sporobolus airoides,POACEAE,SPAI,30-Aug-18,NM080-171,171,NM080,,"L. Schroeder, C. Wiechman",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Rattlesnake Canyon-Black River,"From CFO, head S on National Parks Highway (180). After mile marker 7 and before the bridge, turn W onto an unnamed vehicle trail. Follow trail to end. Walk cross-country E to location at Black River.","32°04' 01"" N","104°28' 42"" W",32.06694,-104.47833,GPS,WGS84,3700,FT,BLM,Yucca elata:Gaillardia pinnatifida:Calylophus hartwegii:Centaurium maryannum:Solidago altissima:Eragrostis sp.:Thelesperma megapotamicum:Populus sp.:Psilostrophe tagetina:Juniperus sp.,Recreation,Terrace,1,NW,"Cottonwood-Reeves loams, overflow, 0-3 percent slopes; 25-30 Deg. F 6-12",Recreation,Alluvium,Other : Sandy Clay Loam,2031 plants sampled,>5000,6,P,"Perennial bunchgrass with stiff stems and a knotty base; distinguished by having rolled, drooping leaves and large cresting, fountain-like growth form with open, loose inflorescences, bearing spikelets 2-3mm long.",,"K. Sandbom, BLM:From pressed specimen on another date:28 NOV 2018",3:30 AUG 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,,,,2,CFO201808300830,WEB,2.5,10 YR 6/3,15-Dec-18,SPOROBOLUS,airoides,2018
'SOS-NM080-173,BOCU-SOS-NM080-173-EDDY-18,0.16,172602,0.2627,BOCU,sideoats grama,Bouteloua,curtipendula,,,,,Bouteloua curtipendula,POACEAE,BOCU,31-Aug-18,NM080-173,173,NM080,,"L. Schroeder, C. Wiechman",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,McKittrick Canyon-Black River,"From CFO, head S on National Parks Highway (180/62). Turn W onto Washington Ranch Rd (418). Follow road SW. At intersection with Mayes Ranch Road (422), continue straight to second split. At split, stay W on Washington Ranch Road. Location is 0.46mi after the split. Plants are along the side of the road.","32°02' 46"" N","104°31' 18"" W",32.04611,-104.52166,GPS,WGS84,3825,FT,BLM,Yucca elata:Senna roemeriana:Bothriochloa barbinodis:Chilopsis linearis:Aristida purpurea:Viguiera stenoloba:Acacia constricta,Grazed:Oil and Gas,Terrace,2,E,"Dev-Pima complex, 0 to 3 percent slopes; 25 - 30 Deg. F. / 6 - 12","Grazing, Oil and Gas",Piedmont Alluvial Deposits,Other : Loam,5466 plants sampled,>5000,15,P,Orange/red anthers; spikelets hang off side of panicle.,,"K. Sandbom, BLM:From pressed specimen on another date:28 NOV 2018",3:31 AUG 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,,24-Sep-18,10/1/2018,2,CFO201808310820,WEB,2.5,7.5 YR 4/3,15-Dec-18,BOUTELOUA,curtipendula,2018
'SOS-NM080-174,ARPU9-SOS-NM080-174-EDDY-18,0.037,452513,0.1002,ARPU9,purple threeawn,Aristida,purpurea,,,,,Aristida purpurea var. purpurea,POACEAE,ARPUP6,31-Aug-18,NM080-174,174,NM080,,"L. Schroeder, C. Wiechman",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carslbad Resource Area,McKittrick Canyon-Black River,"From CFO, head S on National Parks Highway (180/62). Turn W onto Washington Ranch Rd (418). Follow road SW. At intersection with Mayes Ranch Road (422), continue straight to second split. At split, stay W on Washington Ranch Road. Location is 0.46mi after the split. Plants are along the side of the road.","32°02' 46"" N","104°31' 18"" W",32.04611,-104.52166,GPS,WGS84,3825,FT,BLM,Yucca elata:Senna roemeriana:Bothriochloa barbinodis:Chilopsis linearis:Bouteloua curtipendula:Bouteloua eriopoda:Bouteloua gracilis:Viguiera stenoloba:Acacia constricta,Grazed:Oil and Gas,Terrace,2,E,"Dev-Pima complex, 0 to 3 percent slopes; 25-30 Deg. F. / 6-12","Grazing, Oil and Gas",Piedmont Alluvial Deposits,Other : Loam,4052 plants sampled,>5000,10,P,"Perennial bunchgrass with rolled, thread-like and often curved blades, a ligule with conspicuous hairs, and three purple awns 2-5cm or even longer, which are equal to almost equal in length; panicles flexuous.",,"K. Sandbom, BLM:From pressed specimen on another date:29 NOV 2018",3:31 AUG 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,,4-Sep-18,,2,CFO201808310915,WEB,1.5,7.5 YR 4/3,15-Dec-18,ARISTIDA,purpurea,2018
'SOS-NM080-175,BOCU-SOS-NM080-175-EDDY-18,0.309,265573,0.1707,BOCU,sideoats grama,Bouteloua,curtipendula,,,,,Bouteloua curtipendula,POACEAE,BOCU,11-Sep-18,NM080-175,175,NM080,,"C. Wiechman, L. Schroeder",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Rattlesnake Canyon-Black River,"From CFO, take National Parks Highway (180) S past Carlsbad Caverns National Park. Turn W onto road before bridge, after mile marker 7. Follow road to end to reach location by the Black River. Plants located along the river.","32°4' 7.563"" N","104°28' 41.745"" W",32.06876,-104.47826,GPS,WGS84,3550,FT,BLM,Sporobolus airoides:Centaurium maryannum:Gaillardia pinnatifida var. pinnatifida:Yucca elata:Setaria leucopila:Thelesperma megapotamicum:Populus sp.:Gaillardia multiceps,Grazed:Recreation,Terrace,10,NW,"Cottonwood-Reeves loams, overflow, 0-3 percent slopes; 25-30 Deg. F 6-12",Grazing and Recreation,Alluvium,Other : Sandy Clay Loam,330 plants sampled,500,3,P,Yellow to orange-red anthers.,,"K. Sandbom, BLM:From pressed specimen on another date:29 NOV 2018",3:11 SEP 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,,,,2,CFO201809110815,WEB,3,10 YR 6/3,15-Dec-18,BOUTELOUA,curtipendula,2018
'SOS-NM080-176,THME-SOS-NM080-176-EDDY-18,0.0133,356379,0.1272,THME,Hopi tea greenthread,Thelesperma,megapotamicum,,,,,Thelesperma megapotamicum,ASTERACEAE,THME,11-Sep-18,NM080-176,176,NM080,,"L. Schroeder, C. Wiechman",US,24E,Chihuahuan Deserts (Omernik),New Mexico,Eddy,Carlsbad Resource Area,Rattlesnake Canyon-Black River,"From CFO, head S on National Parks Highway (180). After mile marker 7 and before the bridge, turn W onto an unnamed vehicle trail. Follow trail to end. Walk cross-country E to location along Black River.","32°4' 7.563"" N","104°28' 41.745"" W",32.06876,-104.47826,GPS,WGS84,3350,FT,BLM,Aristida purpurea:Yucca elata:Calylophus hartwegii:Centaurium maryannum:Solidago altissima:Eragrostis sp.:Populus sp.:Juniperus sp.:Gaillardia multiceps:Psilostrophe tagetina,Grazed:Recreation,Terrace,10,NW,"Cottonwood-Reeves loams, overflow, 0-3 percent slopes; 25-30 Deg. F 6-12",Grazing and Recreation,Alluvium,Other : Sandy Clay Loam,304 plants sampled,1000,3,P,"Yellow inflorescence, lacking ray florets.",,"K. Sandbom, BLM:From pressed specimen on another date:28 NOV 2018",3:11 SEP 2018:SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,,,,2,CFO201809111053,WEB,1.5,10 YR 6/3,15-Dec-18,THELESPERMA,megapotamicum,2018
