Curator Unique Number,Accession Prefix (NPGS),Accession Number -Assigned,Inventory Prefix,Inventory Number,Inventory Suffix,Inventory Type - Lookup Picker,Taxon -Lookup Picker in GRIN,Received Date -received by site,Life Form -Lookup Picker,Level of Improvement -Lookup Picker,Reproductive Uniformity -Lookup Picker,Note (Accession Narrative),Date Collected or Developed,Geography (Collection) -Lookup Picker in GRIN,Geography (Donor)  -Lookup Picker in GRIN,Number Plants Sampled,Collecting or Acquisition Source - List,Environment Description,Associated Species,Collector Verbatim Locality,Elevation (meters),Latitude -decimal degrees,Longitude -decimal degrees,Georeference Datum,Georeference Protocol - Lookup Picker,Note (Accession Source - Collector),Cooperator (Donor) 1 -full record,Cooperator (Donor) 2 -full record,Cooperator (Collector) 1 -full record,Cooperator (Collector) 2 -full record,Cooperator (Collector) 3 -full record,SLOPE,SLOPE Original Value,ASPECT -lookup picker,ASPECT Original Value,SOIL TEXTURE - lookup picker,Soil TEXTURE Original Value,ECOREGION - Lookup picker,Ecoregion Original Value,Inventory Maintenance Policy,Inventory Maintenance Site -W6,Quantity On Hand,Quantity On Hand Units -'count' or 'packet',"Total Weight -gram (if unknown, leave blank)",Hundred Seed Weight -gram,Seed Count Verification (VALUE CLOSE TO ZERO) -Calcuated column,Parent Inventory,GERMS from DONOR (viability),GERMS from DONOR (test date),Note (Inventory),Accession Name (Identifier 1),Accession Name Category (Identifier 1) -Lookup Picker,"Accession Name Cooperator (Identifier 1) -name, organization",Accession Name (Identifier 2),Accession Name Category (Identifier 2) -Lookup Picker,"Accession Name Cooperator (Identifier 2) -name, organization",Accession Name (Identifier 3),Accession Name Category (Identifier 3) -Lookup Picker,"Accession Name Cooperator (Identifier 3) -name, organization",Collector Voucher Number,Voucher Date,Voucher Location (3),"Voucher Collector -name, organization",Note (Voucher)
NA,W6,NA,W6,NA,NA,SD,Ratibida columnifera,NA,NA,Wild material,NA,"Clumping aster with drooping, wide, bright yellow (occasionally red and yellow) ray flowers around a cylindrical cone. Leaves deeply divided.",8/5/2020,"United States, Wyoming, Campbell","United States, Idaho",1065,Wild Habitat,Grazed,Opuntia polyacantha:Artemisia tridentata:Chrysothamnus viscidiflorus:Bromus tectorum:Hesperostipa comata:Gutierrezia sarothrae:Heterotheca villosa:Pascopyrum smithii:Sphaeralcea coccinea:Achillea millefolium:Koeleria macrantha:Bouteloua gracilis:Bromus japonicus:Erigeron caespitosus,"Sub Unit Description :NA/ Geology Description : Burnt Hollow/ Locality Description: From Gillette, head north on US-14 W for 8 miles. When routes divide, turn right onto Highway 59 North. Continue along Highway 59 for 13.4 miles, and turn right into parking area for South BLM unit, signs for Burnt Hollow. Collection taken mostly along dry creekbed areas.",1247.8512,.,-105.44336,"NAD83",Lat/lon determined by GPS,"Miller, A; Arnold, A; Mirkes, M","Bureau of Land Management, SOS project",NA,WY070,NA,NA,NA,0-4,Undefined,"N, NE, E, SE, S, SW, W, NW",Unspecified,Clay,Northwestern Great Plains,Northwestern Great Plains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WY070-95,Collector identifier,NA,NA,Other or unclassified name,NA,NA,0::,NA,Buffalo SOS Field Crew:In Field:05 AUG 2020,NA
NA,W6,NA,W6,NA,NA,SD,Ratibida columnifera,NA,NA,Wild material,NA,"Clumping aster with drooping, wide, bright yellow (occasionally red and yellow) ray flowers around a cylindrical cone. Leaves deeply divided.",8/6/2020,"United States, Wyoming, Johnson","United States, Idaho",1197,Wild Habitat,Grazed,Grindelia squarrosa:Artemisia cana:Heterotheca villosa:Koeleria macrantha:Arenaria hookeri:Artemisia frigida:Linum lewisii:Gutierrezia sarothrae:Comandra umbellata:Liatris punctata:Agropyron cristatum,"Sub Unit Description :Middle Fork Powder River Management Area/ Geology Description : Outlaw Cave/ Locality Description: From the I25 exit in Kaycee, head west on Highway 191 for about 1 mile. Turn left onto Highway 190W for about 16 miles to Barnum. Turn left onto Bar C Road and continue for 23.15 miles (following signs for Middle Fork Powder River Management Area) . This road travels directly through the headquarters of the Hole-in-the-Wall ranch. The collection was to the north/northeast side of the road, mostly in a rocky reclaimed old road, and continued along the old road for about a half mile.",1906.2192,43.58693,.,NA,Lat/lon determined by GPS,"Miller, A; Arnold, A; Mirkes, M","Bureau of Land Management, SOS project",NA,WY070,NA,NA,NA,0-13,Undefined,NA,Unspecified,Other : Clay Loam,Northwestern Great Plains,Northwestern Great Plains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WY070-96,Collector identifier,NA,NA,Other or unclassified name,NA,NA,"3:06 AUG 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo BLM Field Office",NA,Buffalo SOS Field Crew:In Field:06 AUG 2020,NA
NA,W6,NA,W6,NA,NA,SD,Heterotheca villosa,NA,NA,Wild material,NA,"Taprooted perennial with ascending, hirsute stems, 4-12 inches tall. Ray flowers yellow, female, 10-20; disk flowers yellow, perfect, 20-50.",8/10/2020,"United States, Wyoming, Johnson","United States, Idaho",1763,Wild Habitat,Burned,Campanula sp.:Anemone cylindrica:Pinus ponderosa:Gentiana affinis:Potentilla arguta:Allium textile:Koeleria macrantha:Galium boreale:Solidago sp.:Lupinus sp.:Pulsatilla patens ssp. multifida,"Sub Unit Description :NA/ Geology Description : Poison Creek Trail/ Locality Description: From Buffalo, take Highway 16 West to Hazelton Road. Turn south onto Hazelton Road and travel approximately 0.7 mile, then turn left onto FS Road 466(sign for Johnson County Youth Camp). After about 3 miles, turn left onto Billy Creek Road. The trailhead and parking area will be about 3.5 miles on your right. Collected within 100 feet of trail for up to a half mile, and in large clearing, and along ridge.",2291.4864000000002,44.09162,-106.84506,"NAD83",Lat/lon determined by GPS,"Miller, A; Arnold, A; Mirkes, M","Bureau of Land Management, SOS project",NA,WY070,NA,NA,NA,0-27,Undefined,NA,Unspecified,Other : Silty Loam,Middle Rockies,Middle Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WY070-97,Collector identifier,NA,NA,Other or unclassified name,NA,NA,"3:30 JUL 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo BLM Field Office",NA,Buffalo SOS Field Crew:In Field:30 JUL 2020,NA
NA,W6,NA,W6,NA,NA,SD,Heterotheca villosa,NA,NA,Wild material,NA,"Taprooted perennial with ascending, hirsute stems, 4-12 inches tall. Ray flowers yellow, female, 10-20; disk flowers yellow, perfect, 20-50.û",8/13/2020,"United States, Wyoming, Johnson","United States, Idaho",1509,Wild Habitat,Grazed,Achillea millefolium:Koeleria macrantha:Juniperus communis:Pseudotsuga menziesii:Orbexilum lupinellum:Tragopogon dubius:Arenaria hookeri:Pseudoroegneria spicata:Solidago sp.:Artemisia tridentata:Ribes sp.,"Sub Unit Description :Gardner Mountain/ Geology Description : Near Gardner Mountain Trail Head/ Locality Description: From Buffalo, head west on US-16 W for about 27 miles, then turn south onto Hazelton Road for 20 miles. Go straight to continue on Slip Road for 8.1 miles. Turn south onto a rough two-track, and follow two-track to left (before parking sign) to get to the collection area. Collect for several hundred feet on both sides of road.",2438.0952,43.84118,-106.93975,"NAD83",Lat/lon determined by GPS,"Miller, A; Arnold, A; Mirkes, M","Bureau of Land Management, SOS project",NA,WY070,NA,NA,NA,15-Aug,North,N,Unspecified,Other : Silty Loam,Middle Rockies,Middle Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WY070-98,Collector identifier,NA,NA,Other or unclassified name,NA,NA,"3:13 AUG 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo BLM Field Office",NA,"SOS Field Crew-Buffalo, WY:In Field:13 AUG 2020",NA
NA,W6,NA,W6,NA,NA,SD,Heterotheca villosa,NA,NA,Wild material,NA,"Taprooted perennial with ascending, hirsute stems, 4-12 inches tall. Ray flowers yellow, female, 10-20; disk flowers yellow, perfect, 20-50.",8/17/2020,"United States, Wyoming, Johnson","United States, Idaho",312,Wild Habitat,NA,Gutierrezia sarothrae:Grindelia squarrosa:Pascopyrum smithii:Bromus inermis:Toxicodendron radicans:Opuntia polyacantha:Pinus ponderosa:Tragopogon dubius:Achillea millefolium,"Sub Unit Description :Mosier Gulch/ Geology Description : Clear Creek Trail/ Locality Description: From Buffalo, head west onto US-16W for about 5 miles. Turn left (South) into Mosier Gulch Recreation Area. Drive all the way to the end of the road and park near turnaround. Walk over wooden bridge crossing creekbed, and collect in area within 100 feet of both sides of the trail.",1659.0264000000002,44.32868,-106.81099,"NAD83",Lat/lon determined by GPS,"Miller, A; Arnold, A; Mirkes, M","Bureau of Land Management, SOS project",NA,WY070,NA,NA,NA,16-May,East,E,Unspecified,Other : Loamy Sand,Middle Rockies,Middle Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WY070-99,Collector identifier,NA,NA,Other or unclassified name,NA,NA,"3:17 AUG 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo BLM Field Office",NA,"SOS Field Crew-Buffalo, WY:In Field:17 AUG 2020",NA
NA,W6,NA,W6,NA,NA,SD,Heterotheca villosa,NA,NA,Wild material,NA,"Taprooted perennial with ascending, hirsute stems, 4-12 inches tall. Ray flowers yellow, female, 10-20; disk flowers yellow, perfect, 20-50.",8/17/2020,"United States, Wyoming, Johnson","United States, Idaho",985,Wild Habitat,Grazed,Artemisia tridentata:Eurybia conspicua:Achillea millefolium:Koeleria macrantha:Arenaria hookeri:Bouteloua gracilis:Ribes sp.:Orthocarpus luteus:Gutierrezia sarothrae,"Sub Unit Description :Gardner Mountain/ Geology Description : Slip Road/ Locality Description: From Kaycee, take WY-191 N for 12 miles. Continue straight on Mayworth Road for 3 miles, and slight left onto Slip Road for 8.5 miles. Collections occurred on both sides of the road for approximately 600 feet.",2268.0168000000003,43.86097,-106.96448,"NAD83",Lat/lon determined by GPS,"Miller, A; Arnold, A; Mirkes, M","Bureau of Land Management, SOS project",NA,WY070,NA,NA,NA,20-Mar,Northwest,NW,Unspecified,Other : Silty Clay Loam,Middle Rockies,Middle Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WY070-100,Collector identifier,NA,NA,Other or unclassified name,NA,NA,"3:27 JUL 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo BLM Field Office",NA,"SOS Field Crew-Buffalo, WY:In Field:27 JUL 2020",NA
NA,W6,NA,W6,NA,NA,SD,Ratibida columnifera,NA,NA,Wild material,NA,"Clumping aster with drooping, wide, bright yellow (occasionally red and yellow) ray flowers around a cylindrical cone. Leaves deeply divided.",8/18/2020,"United States, Wyoming, Campbell","United States, Idaho",813,Wild Habitat,Grazed,Bouteloua gracilis:Bouteloua gracilis:Solidago sp.:Opuntia polyacantha:Achillea millefolium:Hesperostipa comata:Sphaeralcea coccinea:Gutierrezia sarothrae:Tragopogon dubius:Artemisia cana:Fragaria sp.,"Sub Unit Description :Burnt Hollow/ Geology Description : NA/ Locality Description: From Gillette, head north on US-14 W for 8 miles, then turn Northeast onto WY-59 N for 16 miles. Turn right onto Oil Field Road, into parking lot. Park near gate, and collect in the grassy area Southwest of the parking area, in moist depressions and channels.",1201.2168000000001,44.53913,-105.40682,"NAD83",Lat/lon determined by GPS,"Miller, A; Arnold, A; Mirkes, M","Bureau of Land Management, SOS project",NA,WY070,NA,NA,NA,0-4,Undefined,"N, NE, E, SE, S, SW, W, NW",Unspecified,Other : Loamy Sand,Northwestern Great Plains,Northwestern Great Plains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WY070-101,Collector identifier,NA,NA,Other or unclassified name,NA,NA,"3:18 AUG 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo BLM Field Office",NA,"SOS Field Crew-Buffalo, WY:In Field:18 AUG 2020",NA
NA,W6,NA,W6,NA,NA,SD,Achillea millefolium,NA,NA,Wild material,NA,"Flower head is a compound corymb that consists of many small, white ray and disk flowers, at the top of a single stem, or sometimes branched at top. Leaves grow along stem and have a delicate, lacey, fern-like appearance.",8/19/2020,"United States, Wyoming, Johnson","United States, Idaho",1727,Wild Habitat,Burned,Campanula sp.:Anemone cylindrica:Pinus ponderosa:Gentiana affinis:Potentilla arguta ssp. arguta:Potentilla arguta:Allium textile:Koeleria macrantha:Galium boreale:Solidago sp.:Lupinus sp.:Pulsatilla patens ssp. multifida:Arenaria congesta var. congesta,"Sub Unit Description :Poison Creek Trail/ Geology Description : NA/ Locality Description: From Buffalo, take Highway 16 West to Hazelton Road. Turn south onto Hazelton Road and travel approximately 0.7 mile, then turn left onto FS Road 466(sign for Johnson County Youth Camp). After about 3 miles, turn left onto Billy Creek Road. The trailhead and parking area will be about 3.5 miles on your right. Collected within 100 feet of trail for up to a half mile, and in large clearing, and along ridge.",2291.4864000000002,44.09162,-106.84506,"NAD83",Lat/lon determined by GPS,"Miller, A; Arnold, A; Mirkes, M","Bureau of Land Management, SOS project",NA,WY070,NA,NA,NA,0-27,Undefined,"N, NE, E, SE, S, SW, W, NW",Unspecified,Other : Silty Loam,Middle Rockies,Middle Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WY070-102,Collector identifier,NA,NA,Other or unclassified name,NA,NA,"3:11 AUG 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo BLM Field Office",NA,"SOS Field Crew-Buffalo, WY:In Field:11 AUG 2020",NA
NA,W6,NA,W6,NA,NA,SD,Heterotheca villosa,NA,NA,Wild material,NA,"Taprooted perennial with ascending, hirsute stems, 4-12 inches tall. Ray flowers yellow, female, 10-20; disk flowers yellow, perfect, 20-50.",8/24/2020,"United States, Wyoming, Sheridan","United States, Idaho",731,Wild Habitat,None,Phleum pratense:Achillea millefolium:Bromus inermis:Balsamorhiza sagittata:Balsamorhiza macrophylla:Solidago sp.:Lupinus sp.:Bromus tectorum:Linum lewisii:Arenaria hookeri:Tragopogon dubius,"Sub Unit Description :Bighorn National Forest/ Geology Description : Steamboat Point Trail/ Locality Description: From Sheridan, take I-90 W for 14.5 mi. Take exit for US-14 W towards Dayton, and follow for 19.3 miles. Parking area for Steamboat Point Trail located on right (north) side of road. Collection took place on slope following the trail, approximately 800 feet from the parking lot.",2208.2760000000003,44.80366,-107.36359,"NAD83",Lat/lon determined by GPS,"Miller, A; Arnold, A; Mirkes, M","Bureau of Land Management, SOS project",NA,WY070,NA,NA,19,19,South,S,Unspecified,Other : Clay Loam,Middle Rockies,Middle Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WY070-103,Collector identifier,NA,NA,Other or unclassified name,NA,NA,"3:25 AUG 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo BLM Field Office",NA,Buffalo SOS Field Crew:In Field:25 AUG 2020,NA
NA,W6,NA,W6,NA,NA,SD,Achillea millefolium,NA,NA,Wild material,NA,"Flower head is a compound corymb that consists of many small, white ray and disk flowers, at the top of a single stem, or sometimes branched at top. Leaves grow along stem and have a delicate, lacey, fern-like appearance.",8/27/2020,"United States, Wyoming, Johnson","United States, Idaho",2556,Wild Habitat,None,Heterotheca villosa:Koeleria macrantha:Artemisia frigida:Juniperus horizontalis:Tragopogon dubius,"Sub Unit Description :Tie Hack Recreation Area/ Geology Description : NA/ Locality Description: From Buffalo, head west on US-16 W for about 15 miles. Turn left (South) onto Tie Hack Road for 0.6 miles, then veer left to stay on Tie Hack Road for another mile until you reach the parking area nearest the reservoir. Follow the trail along the north side of the lake for 1500 feet, collecting near trail between the water and treeline.",2232.9648,44.28491,-106.92558,"NAD83",Lat/lon determined by GPS,"Miller, A; Arnold, A; Mirkes, M","Bureau of Land Management, SOS project",NA,WY070,NA,NA,21,21,Southeast,SE,Unspecified,Other : Loamy Sand,Middle Rockies,Middle Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WY070-104,Collector identifier,NA,NA,Other or unclassified name,NA,NA,"3:27 AUG 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo BLM Field Office",NA,Buffalo SOS Field Crew:In Field:27 AUG 2020,NA
NA,W6,NA,W6,NA,NA,SD,Achillea millefolium,NA,NA,Wild material,NA,"Flower head is a compound corymb that consists of many small, white ray and disk flowers, at the top of a single stem, or sometimes branched at top. Leaves grow along stem and have a delicate, lacey, fern-like appearance.",9/1/2020,"United States, Wyoming, Sheridan","United States, Idaho",1753,Wild Habitat,None,Phleum pratense:Heterotheca villosa:Bromus inermis:Balsamorhiza sagittata:Balsamorhiza macrophylla:Balsamorhiza macrophylla:Solidago sp.:Lupinus sp.:Bromus tectorum:Linum lewisii:Arenaria hookeri:Tragopogon dubius,"Sub Unit Description :Bighorn National Forest/ Geology Description : Steamboat Point Trail - #630/ Locality Description: From Sheridan, take I-90 W for 14.5 mi. Take exit for US-14 W towards Dayton, and follow for 19.3 miles. Parking area for Steamboat Point Trail located on right (north) side of road. Collection took place on slope following the trail, approximately 800 feet from the parking lot.",2208.2760000000003,.,.,"NAD83",Lat/lon determined by GPS,"Miller, A; Arnold, A; Mirkes, M","Bureau of Land Management, SOS project",NA,WY070,NA,NA,19,19,South,S,Unspecified,Other : Clay Loam,Middle Rockies,Middle Rockies (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WY070-105,Collector identifier,NA,NA,Other or unclassified name,NA,NA,"3:25 AUG 2020:Smithsonian, Rocky Mountain Herbarium, Buffalo BLM Field Office",NA,Buffalo SOS Field Crew:In Field:25 AUG 2020,NA
NA,W6,NA,W6,NA,NA,SD,Linum lewisii,NA,NA,Wild material,NA,Plants typically 18 inches tall. Most in fruit with some still flowering. Petals are periwinkle in color; 5 per infloresence.,8/3/2020,"United States, Wyoming, Lincoln","United States, Idaho",185,Wild Habitat,Grazed,Poa secunda:Ipomopsis congesta:Pseudoroegneria spicata:Artemisia tridentata ssp. vaseyana,"Sub Unit Description :BLM/ Geology Description : NA/ Locality Description: From Alt30/189 Junction in Kemmerer, take 189 N 5 miles, turning NW on County Road 306 (CR 306). In .1 miles bear W at fork onto Farm Field Road. At next immediate junction, bear W again for 1.18 miles. Take two-track bearing E/NE for .09 miles.",2233.8792000000003,41.86307,-110.54873,WGS84,Lat/lon determined by GPS,"Boies, A., Grelecki, A.","Bureau of Land Management, SOS project",NA,WY090,NA,NA,0,0,Undefined,NA,Unspecified,Sand,Wyoming Basin,Wyoming Basin (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WY090-173,Collector identifier,NA,NA,Other or unclassified name,NA,NA,"3:04 AUG 2020:Denver Botanic Garden, Smithsonian Institute, Kemmerer Field Office",NA,"Boies, A., Grelecki, A.:In Field:03 AUG 2020",NA
NA,W6,NA,W6,NA,NA,SD,Lomatium dissectum,NA,NA,Wild material,NA,Average plant height is 40cm among those sampled for voucher collections. Stem is purpleish toward base. Infloresence is an umbel.,8/5/2020,"United States, Wyoming, Lincoln","United States, Idaho",191,Wild Habitat,Grazed,Crepis acuminata:Pseudoroegneria spicata:Penstemon humilis:Poa secunda,"Sub Unit Description :NA/ Geology Description : NA/ Locality Description: From Cokeville, WY, take HWY 232 N/NE 5.3 miles; turn NE onto a gravel road that crosses a cattle guard. Follow this road for 1.5 miles, where meets another gravel road going E, follow for 1.7 miles. After the fence line in about .2 miles is a fork, bear SE following this two-track .7 miles. At this junction head north until the road ends. From there it is roughly .5 miles down the mountain on foot.",2136.0384,42.16697,-110.83566,WGS84,Lat/lon determined by GPS,"Boies, A., Grelecki, A.","Bureau of Land Management, SOS project",NA,WY090,NA,NA,30,30,West,W,Unspecified,Sand,Wyoming Basin,Wyoming Basin (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WY090-175,Collector identifier,NA,NA,Other or unclassified name,NA,NA,"3:23 JUN 2020:Denver Botanic Garden, Smithsonian Institute, Kemmerer Field Office",NA,"Boies, A., Grelecki, A.:In Field:23 JUN 2020",NA
NA,W6,NA,W6,NA,NA,SD,Linum lewisii,NA,NA,Wild material,NA,Most plants with fruit. Some still in flower. Those in flower have 5 periwinkle petals.,8/12/2020,"United States, Wyoming, Lincoln","United States, Idaho",77,Wild Habitat,Grazed,Artemisia arbuscula:Phlox hoodii:Poa secunda:Pseudoroegneria spicata,"Sub Unit Description :BLM/ Geology Description : NA/ Locality Description: From 30/189 split in Kemmerer, travel .75 miles, turning onto WY-233N. Turn NW on Dempsey road in 3.8 miles. Follow Dempsey road for 4.94 miles. Turn N onto a two-track, follow for .26 miles. At this point you will turn W/NW onto another two-track for .17 miles.",2340.864,41.89219,-110.63723,WGS84,Lat/lon determined by GPS,"Boies, A., Grelecki, A.","Bureau of Land Management, SOS project",NA,WY090,NA,NA,2,2,Northeast,NE,Unspecified,Sand,Wyoming Basin,Wyoming Basin (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WY090-176,Collector identifier,NA,NA,Other or unclassified name,NA,NA,"3:12 AUG 2020:Denver Botanic Garden, Smithsonian Institute, Kemmerer Field Office",NA,"Boies, A., Grelecki, A.:In Field:12 AUG 2020",NA
NA,W6,NA,W6,NA,NA,SD,Penstemon procerus,NA,NA,Wild material,NA,"Corolla tube is violet/blue, inner throat is white and stem can be reddish in color. Is growing in wet area within the sagebrush steppe. Tends to grow under the sagebrush.",8/17/2020,"United States, Wyoming, Lincoln","United States, Idaho",113,Wild Habitat,Grazed,Artemisia cana:Poa secunda:Gentiana calycosa:Ipomopsis aggregata,"Sub Unit Description :NA/ Geology Description : NA/ Locality Description: From Junction of WY089 and US30 follow US30 East toward Kemmerer for 4.9 miles, at turn off there is a large fence, turn South at underpass across the train tracks, continue through hunt area 6 , at 41.76838, -110.89066 bear NE at fork for about 2 miles, turn South on 2 track for 0.5 miles.",2249.1192,41.76547,-110.8428,WGS84,Lat/lon determined by GPS,"Boies, A., Grelecki, A.","Bureau of Land Management, SOS project",NA,WY090,NA,NA,0,0,Undefined,NA,Unspecified,"Clay, Sand",Wyoming Basin,Wyoming Basin (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WY090-178,Collector identifier,NA,NA,Other or unclassified name,NA,NA,"3:18 JUN 2020:Denver Botanic Garden, Smithsonian Institute, Kemmerer Field Office",NA,"Boies, A., Grelecki, A.:In Field:18 JUN 2020",NA
NA,W6,NA,W6,NA,NA,SD,Linum lewisii,NA,NA,Wild material,NA,Growing in a wetland complex. Of the voucher samples taken the average height was 36cm. Leaves are glaucous. Infloresence is perwinkle in color with 5 petals.û,8/19/2020,"United States, Wyoming, Lincoln","United States, Idaho",279,Wild Habitat,Mowed:Grazed,Hymenoxys hoopesii:Artemisia cana:Symphyotrichum lanceolatum:Lupinus argenteus,"Sub Unit Description :NA/ Geology Description : NA/ Locality Description: From Alt30/189 Junction in Kemmerer, take 189 N 5 miles, turning NW on County Road 306 (CR 306). Follow CR306 for 9.3 miles. Bear left at fork for .25 miles, turn W onto two-track for .15 miles or until it ends. Collection site is .15 miles to the N.",2251.8624,41.98871,-110.52948,WGS84,Lat/lon determined by GPS,"Boies, A., Grelecki, A.","Bureau of Land Management, SOS project",NA,WY090,NA,NA,0,0,Undefined,NA,Unspecified,Silt,Wyoming Basin,Wyoming Basin (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WY090-179,Collector identifier,NA,NA,Other or unclassified name,NA,NA,"3:03 AUG 2020:Denver Botanic Garden, Smithsonian Institute, Kemmerer Field Office",NA,"Boies, A., Grelecki, A.:In Field:03 AUG 2020",NA
NA,W6,NA,W6,NA,NA,SD,Penstemon procerus,NA,NA,Wild material,NA,Growing in wet meadow adjacent to Wheat Creek. Height of plants ranged from 7in to 2ft. Corolla tube is violet/blue and inner throat is white. The stem is reddish in color.,8/19/2020,"United States, Wyoming, Lincoln","United States, Idaho",417,Wild Habitat,Grazed,Artemisia cana:Eriogonum umbellatum:Pseudotsuga menziesii:Achillea millefolium,"Sub Unit Description :NA/ Geology Description : NA/ Locality Description: From Alt30/189 Junction in Kemmerer, take 189 5 miles, turning NW on County Road 306 (CR 306). Follow CR306 for 9.3 miles. Bear left at fork and follow for 2.9 miles. At fork, bear West (left) for .4 miles.",2333.8536,42.00664,-110.56185,WGS84,Lat/lon determined by GPS,"Boies, A., Grelecki, A.","Bureau of Land Management, SOS project",NA,WY090,NA,NA,0,0,Undefined,NA,Unspecified,Silt,Wyoming Basin,Wyoming Basin (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WY090-180,Collector identifier,NA,NA,Other or unclassified name,NA,NA,"3:24 JUN 2020:Denver Botanic Garden, Smithsonian Institute, Kemmerer Field Office",NA,"Boies, A., Grelecki, A.:In Field:24 JUN 2020",NA
NA,W6,NA,W6,NA,NA,SD,Achillea millefolium,NA,NA,Wild material,NA,Average height of voucher specimens collected was 26cm. Infloresence in an umbel with individual flowers having 5 wheat/cream colored petals. Stem is hirsute. Leaves mostly basal with some on upper part of stem. It is ubiquitous.,8/26/2020,"United States, Wyoming, Lincoln","United States, Idaho",278,Wild Habitat,Grazed,Penstemon procerus:Eriogonum umbellatum:Artemisia cana:Ipomopsis aggregata,"Sub Unit Description :NA/ Geology Description : NA/ Locality Description: From Alt30/189 Junction in Kemmerer, take 189 N 5 miles, turning NW on County Road 306 (CR 306). Follow CR306 for 9.3 miles. Bear left at fork and follow for 2.9 miles. At fork, bear West (left) for .4 miles.",2334.768,42.00786,-110.56079,WGS84,Lat/lon determined by GPS,"Boies, A., Grelecki, A.","Bureau of Land Management, SOS project",NA,WY090,NA,NA,0,0,Undefined,NA,Unspecified,Silt,Wyoming Basin,Wyoming Basin (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WY090-183,Collector identifier,NA,NA,Other or unclassified name,NA,NA,"3:03 AUG 2020:Denver Botanic Garden, Smithsonian Institute, Kemmerer Field Office",NA,"Boies, A., Grelecki, A.:In Field:17 JUN 2020",NA
NA,W6,NA,W6,NA,NA,SD,Penstemon procerus,NA,NA,Wild material,NA,Found growing among aspen forests. Average height of collected specimens was 29.5cm. Infloresence is blue/purple with the innter throat being white.,8/26/2020,"United States, Wyoming, Lincoln","United States, Idaho",268,Wild Habitat,Grazed,Helianthella uniflora:Ceanothus velutinus:Populus tremuloides:Eriogonum umbellatum,"Sub Unit Description :NA/ Geology Description : NA/ Locality Description: From Alt30/189 Junction in Kemmerer, take 189 N/NE 5 miles, turning NW on County Road 306 (CR 306). Follow CR306 for 9.3 miles. Bear left at fork and follow for 2.9 miles. Almost immediately after, in .07 miles take the two-track on the left (heading SW), follow for 3 miles.",2553.9192000000003,41.99669,-110.57847,WGS84,Lat/lon determined by GPS,"Boies, A., Grelecki, A.","Bureau of Land Management, SOS project",NA,WY090,NA,NA,8,8,Southeast,SE,Unspecified,Sand,Wyoming Basin,Wyoming Basin (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WY090-184,Collector identifier,NA,NA,Other or unclassified name,NA,NA,"3:21 JUL 2020:Denver Botanic Garden, Smithsonian Institute, Kemmerer Field Office",NA,"Boies, A., Grelecki, A.:In Field:21 JUL 2020",NA
