Curator Unique Number,Accession Prefix (NPGS),Accession Number -Assigned,Inventory Prefix,Inventory Number,Inventory Suffix,Inventory Type - Lookup Picker,Taxon -Lookup Picker in GRIN,Received Date -received by site,Life Form -Lookup Picker,Level of Improvement -Lookup Picker,Reproductive Uniformity -Lookup Picker,Note (Accession Narrative),Date Collected or Developed,Geography (Collection) -Lookup Picker in GRIN,Geography (Donor)  -Lookup Picker in GRIN,Number Plants Sampled,Collecting or Acquisition Source - List,Environment Description,Associated Species,Collector Verbatim Locality,Elevation (meters),Latitude -decimal degrees,Longitude -decimal degrees,Georeference Datum,Georeference Protocol - Lookup Picker,Note (Accession Source - Collector),Cooperator (Donor) 1 -full record,Cooperator (Donor) 2 -full record,Cooperator (Collector) 1 -full record,Cooperator (Collector) 2 -full record,Cooperator (Collector) 3 -full record,SLOPE,SLOPE Original Value,ASPECT -lookup picker,ASPECT Original Value,SOIL TEXTURE - lookup picker,Soil TEXTURE Original Value,ECOREGION - Lookup picker,Ecoregion Original Value,Inventory Maintenance Policy,Inventory Maintenance Site -W6,Quantity On Hand,Quantity On Hand Units -'count' or 'packet',"Total Weight -gram (if unknown, leave blank)",Hundred Seed Weight -gram,Seed Count Verification (VALUE CLOSE TO ZERO) -Calcuated column,Parent Inventory,GERMS from DONOR (viability),GERMS from DONOR (test date),Note (Inventory),Accession Name (Identifier 1),Accession Name Category (Identifier 1) -Lookup Picker,"Accession Name Cooperator (Identifier 1) -name, organization",Accession Name (Identifier 2),Accession Name Category (Identifier 2) -Lookup Picker,"Accession Name Cooperator (Identifier 2) -name, organization",Accession Name (Identifier 3),Accession Name Category (Identifier 3) -Lookup Picker,"Accession Name Cooperator (Identifier 3) -name, organization",Collector Voucher Number,Voucher Date,Voucher Location (3),"Voucher Collector -name, organization",Note (Voucher)
NA,W6,NA,W6,NA,NA,SD,Euthamia graminifolia,NA,NA,Wild material,NA,NA,7-Nov-17,"United States, New Hampshire, Rockingham","United States, Idaho",plants sampled,Wild Habitat,Flooded,Spiraea tomentosa:Scirpus cyperinus:Scirpus cyperinus:Scirpus cyperinus:Solidago altissima:Solidago rugosa,"Sub Unit Description :Great Bay NWR/ Geology Description : Ferry Way Trail/ Locality Description: Take 95 N to exit 4 on the left to merge onto 16 N/US-4 W. Take exit 1 for Gosling Road. Turn left onto Gosling Road. Turn right onto Arboretum Drive. At the traffic circle, take the third exit and stay on Arboretum Drive. Drive to the parking lot. Take the trail around the fenced-in weapons storage field and make a left. Population is beside Beaver bond and along the margins of the forest trail.",3.9624,43.09003,-70.85038,WGS84,Lat/lon determined by GPS,"Cecil, A.; Tokarz E.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Unspecified,"Clay, Sand",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-875,Collector identifier,NA,244,Other or unclassified name,NA,NA,1:07 NOV 2017:Smithsonian,NA,M. Piantedosi - NEWFS:In Field:07 NOV 2017,NA
NA,W6,NA,W6,NA,NA,SD,Spartina patens,NA,NA,Wild material,NA,"˚3-5 spikelets per inflorescence, branch off perpendicular to main stem with flowers along single axis; spikelet coloring purple/brown when seeds are mature ˚",26-Sep-17,"United States, Massachusetts, Barnstable","United States, Idaho",175 plants sampled,Wild Habitat,Flooded,Spartina alterniflora:Symphyotrichum tenuifolium:Iva frutescens:Iva frutescens:Pluchea odorata:Baccharis halimifolia,"Sub Unit Description :Sandy Neck Beach Park/ Geology Description : Marsh Trail/ Locality Description: Take Route 6 to exit 5. Head north on Route 149 towards West Barnstable. Travel one mile to the intersection of Route 149 and 6A. Go left to 6A for 2.5 miles, then take a right to Sandy Neck Road. Gatehouse is located at the end of this road; park in the staff lot just before. Marsh Trail is to the immediate right of the gatehouse - all collections were made prior to the intersection of beach access trail 2.",1.8288000000000002,41.73527,-70.3855,"NAD83",Lat/lon determined by GPS,"Piantedosi, M.; Cecil, A.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Unspecified,"Silt, Sand",Atlantic Coastal Pine Barrens,Atlantic Coastal Pine Barrens (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-737,Collector identifier,NA,106,Other or unclassified name,NA,NA,2:26 SEP 2017:Smithsonian˚New England Wild Flower Society,NA,M. Piantedosi - NEWFS:In Field:26 SEP 2017,NA
NA,W6,NA,W6,NA,NA,SD,Typha angustifolia,NA,NA,Wild material,NA,NA,20-Sep-16,"United States, Maryland, Dorchester","United States, Idaho",60 plants sampled,Wild Habitat,NA,Kosteletzkya virginica:Hibiscus moscheutos:Phragmites australis:Bolboschoenus robustus:Typha latifolia:Spartina cynosuroides,"Sub Unit Description :Blackwater NWR/ Geology Description : Maple Dam Rd/ Locality Description: From Key Wallace Dr, turn right onto Maple Dam Rd. Population on both sides of road.",0.3048,38.4165,-76.05488,WGS84,Lat/lon determined by GPS,"Walker, S., Healy, C., Flood, M.","Bureau of Land Management, SOS project",NA,NCBG,NA,NA,NA,0-2,Undefined,NA,Unspecified,Other : Peat,Custom Category,Middle Atlantic Coastal Plains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NCBG-518,Collector identifier,NA,CH-7,Other or unclassified name,NA,NA,"2:20 SEP 2016:NCU, US",NA,C. Healy - NCBG:In Field:20 SEP 2016,NA
NA,W6,NA,W6,NA,NA,SD,Eragrostis spectabilis,NA,NA,Wild material,NA,Purple/burgundy tuft growing grass with an open inflorescence; small densely packed two ranked spikelets at end of long spindly peduncles.˚,28-Sep-17,"United States, New Hampshire, Rockingham","United States, Idaho",745 plants sampled,Wild Habitat,Flooded,Digitaria cognata:Asclepias syriaca:Phleum sp.:Rhus radicans:Toxicodendron radicans,"Sub Unit Description :Great Bay NWR/ Geology Description : Meadow adjacent to road (Arboretum Dr.)/ Locality Description: Take 95 N to exit 4 on the left to merge onto 16 N/US-4 W. Take exit 1 for Gosling Road. Turn left onto Gosling Road. Turn right onto Arboretum Drive. At the traffic circle, take the third exit and stay on Arboretum Drive. Collections were made along roadside fields and airfield fence following the NWR gates.",17.3736,43.09494,-70.83841,"NAD83",Lat/lon determined by GPS,"Estevez, C.; Kang, K.; Tokarz, E.; Cecil, A.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Unspecified,Silt,Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-745,Collector identifier,NA,114,Other or unclassified name,NA,NA,2:28 SEP 2017:Smithsonian ˚New England Wild Flower Society,NA,M. Piantedosi - NEWFS:In Field:28 SEP 2017,NA
NA,W6,NA,W6,NA,NA,SD,Solidago sempervirens,NA,NA,Wild material,NA,"Simple, glabrous, entire/almost entire leaf, almost succulent like in consistency; flowers gold/yellow",15-Nov-17,"United States, Connecticut, New London","United States, Idaho",135,Wild Habitat,Mowed,Salicornia depressa:Juncus gerardii:Spartina patens:Spartina alterniflora:Symphyotrichum tenuifolium,"Sub Unit Description :Bluff Point State Park/ Geology Description : saltmarsh/ Locality Description: Take 95S to exit 88. Turn left onto CT-1175. Turn right onto Fort Hill Rd. Turn left onto Depot Rd. Park at parking area and walk down gravel path. Population along the waterfront, along the length of the trail.",1.524,41.33025,-72.03341,"NAD83",Lat/lon determined by GPS,"Cecil, A.; Tokarz, E.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Unspecified,Clay,Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-910,Collector identifier,NA,279,Other or unclassified name,NA,NA,1:15 NOV 2017:Smithsonian,NA,M. Piantedosi - NEWFS:In Field:15 NOV 2017,NA
NA,W6,NA,W6,NA,NA,SD,Symphyotrichum subulatum,NA,NA,Wild material,NA,˚Tall branching inflorescence with purple flowers; mature seed a dark achene with white pappus˚,10-Nov-17,"United States, Rhode Island, Newport","United States, Idaho",250 plants sampled,Wild Habitat,Flooded,Pluchea odorata:Hibiscus moscheutos:Euthamia graminifolia:Solidago sempervirens:Phragmites australis,"Sub Unit Description :Goosewing Beach Preserve/ Geology Description : Quicksand Pond/ Locality Description: From Boston, head south on 93. Take exit 4 for MA-24-S. Drive for 35+ miles and briefly merge onto I-95-E. Take exit 10 for MA-88 and follow MA-88 for about 7 miles. Turn right onto Hixbridge Rd, turn right onto Main Rd, turn left onto Adamsville Rd and enter Rhode Island. Follow for about 4 miles then turn left onto Long Hwy. After about 3 miles, turn left onto South Shore Rd and follow to the end to find the beach parking, actually located on South Shore Beach. Drive to the end of the beach and park. Follow through the meadow toward the sand trail. The population is located near the front of the salt marsh area toward the left.",0.6096,41.49522,-71.1348,"NAD83",Lat/lon determined by GPS,"Kang, K.; Tokarz, E.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Unspecified,"Clay, Sand",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-899,Collector identifier,NA,268,Other or unclassified name,NA,NA,2:10 NOV 2017:Smithsonian˚New England Wild Flower Society,NA,M. Piantedosi - NEWFS:In Field:10 NOV 2017,NA
NA,W6,NA,W6,NA,NA,SD,Dulichium arundinaceum,NA,NA,Wild material,NA,˚3 ranked leaves with the inflorescences/fruits branching from the axil˚,22-Sep-17,"United States, New Hampshire, Rockingham","United States, Idaho",150 plants sampled,Wild Habitat,Flooded:excavated,Sparganium sp.:Polygonum sagittatum:Glyceria canadensis:Juncus effusus:Carex lurida:Triadenum virginicum,Sub Unit Description :Mast Rd. Natural Area/ Geology Description : Old Piggery Trail/ Locality Description: Get off of 101 W at exit 8 to Exeter Rd. Turn left. Take a right on Mast Rd and continue to parking lot. Population is in wetland halfway down trail.,NA,43.03305,-71.03261,NA,Lat/lon determined by GPS,"Estevez, C., Kang, K.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Unspecified,"Clay, Silt, Sand",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-727,Collector identifier,NA,96,Other or unclassified name,NA,NA,2:22 SEP 2017:Smithsonian˚New England Wild Flower Society,NA,M. Piantedosi - NEWFS:In Field:22 SEP 2017,NA
NA,W6,NA,W6,NA,NA,SD,Rhus hirta,NA,NA,Wild material,NA,"˚leaves in a single horizontal plane, inflorescence reddish and touching may cause numbness, stems and branches densely pubescent and ‚Äúvelvety‚Äù ˚",11-Oct-17,"United States, Massachusetts, Suffolk","United States, Idaho",172 plants sampled,Wild Habitat,Trampled,Solidago rugosa:Oenothera biennis:Rosa sp.:Schizachyrium scoparium:Quercus sp.:Quercus sp.,"Sub Unit Description :Thompson Island, Boston Harbor Islands/ Geology Description : Meadow/ Locality Description: From Boston, take a ferry from EDIC Pier off of Summer St, southeast of South Station. Population is along path toward southern end of island.",2.7432000000000003,42.31533,-71.00927,"NAD83",Lat/lon determined by GPS,"Cecil, A.; Piantedosi, M.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Unspecified,"Clay, Silt, Sand",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-779,Collector identifier,NA,148,Other or unclassified name,NA,NA,1:11 OCT 2017:Smithsonian,NA,M. Piantedosi - NEWFS:In Field:11 OCT 2017,NA
NA,W6,NA,W6,NA,NA,SD,Tsuga canadensis,NA,NA,Wild material,NA,"˚Flat needled evergreen pale needle underside and visible midvein, cones found dangling at the apical end of branches ˚",2-Nov-17,"United States, New Hampshire, Rockingham","United States, Idaho",39 plants sampled,Wild Habitat,excavation,Vaccinium corymbosum:Kalmia angustifolia:Pinus strobus:Vaccinium angustifolium:Vaccinium angustifolium:Vaccinium angustifolium:Gaultheria procumbens,"Sub Unit Description :Mast Road Natural Area/ Geology Description : Black Gum Trail, Old Piggery Trail/ Locality Description: Get off of 101 W at exit 8 to Exeter Rd. Turn left. Take a right on Mast Rd and continue to parking lot. Population scattered in stands along main trails.",41.148,43.03688,-71.043,"NAD83",Lat/lon determined by GPS,"Cecil, A.; Estevez, C.; Kang, K.; Tokarz, E.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Unspecified,"Clay, Silt",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-867,Collector identifier,NA,236,Other or unclassified name,NA,NA,2:02 NOV 2017:Smithsonian ˚New England Wild Flower Society,NA,M. Piantedosi - NEWFS:In Field:02 NOV 2017,NA
NA,W6,NA,W6,NA,NA,SD,Spiraea alba,NA,NA,Wild material,NA,"Upright stems; leaves alternate, narrow, toothed; five-locular dehiscent fruit˚",27-Nov-17,"United States, Rhode Island, Washington","United States, Idaho",82 plants sampled,Wild Habitat,Mowed:Flooded,Kalmia angustifolia:Ilex glabra:Ilex verticillata:Chamaedaphne calyculata:Clethra alnifolia,Sub Unit Description :Great Swamp WMA/ Geology Description : Along Great Neck Rd./ Locality Description: From Boston: Take 93S to 95S to RI-4S. Take exit 5B to RI-103N. Turn left onto RI-2S. Turn left onto RI-130E. Turn left onto Watson Rd. Turn left onto Liberty Ln. Park and walk down trail at end of Great Neck Rd. Population along main trail and under power lines.,29.260800000000003,41.46677,-71.5833,"NAD83",Lat/lon determined by GPS,"Cecil, A.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,n/a,Undefined,NA,Unspecified,"Clay, Silt",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-937,Collector identifier,NA,306,Other or unclassified name,NA,NA,2:27 NOV 2017:Smithsonian˚New England Wild Flower Society,NA,M. Piantedosi - NEWFS:In Field:27 NOV 2017,NA
NA,W6,NA,W6,NA,NA,SD,Juncus gerardii,NA,NA,Wild material,NA,Dark purple/brown capsules with numerous tiny achenes in each capsule that are dark brown when mature˚,28-Jul-17,"United States, New Hampshire, Rockingham","United States, Idaho",5000+,Wild Habitat,Flooded,Spartina patens:Distichlis spicata:Bolboschoenus maritimus:Spartina alterniflora,"Sub Unit Description :Great Bay National Wildlife Refuge/ Geology Description : Salt marsh next to meadow and forest trail; adjacent to Little Bay/ Locality Description: On 95N take exit 3 and turn left onto NH 33; turn right onto Portsmouth Ave; turn right onto Emery Ln; turn left onto Merrimack Drive. Park and walk across the road to the trail circling the fence, turn right at the pond, across the field should be the saltmarsh.",0.9144000000000001,43.09138,-70.85272,"NAD83",Lat/lon determined by GPS,"Estevez, C.; Kang, K.; Tokarz, E.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,0,0,Undefined,NA,Unspecified,"Clay, Silt",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-649,Collector identifier,NA,18,Other or unclassified name,NA,NA,1 :28 JUL 2017:Smithsonian,NA,M. Piantedosi - NEWFS:In Field:28 JUL 2017,NA
NA,W6,NA,W6,NA,NA,SD,Glyceria canadensis,NA,NA,Wild material,NA,long drooping inflorescences with fat green dangling spikelets˚,28-Jul-17,"United States, New Hampshire, Rockingham","United States, Idaho",600+,Wild Habitat,Flooded,Carex stricta:Verbena hastata:Spiraea tomentosa:Juncus effusus:Scirpus cyperinus,"Sub Unit Description :Great Bay National Wildlife Refuge/ Geology Description : wetland off entrance road/ Locality Description: On 95N take exit 3 and turn left onto NH 33; turn right onto Porthsmouth Ave; turn right onto Emery Ln; turn left onto Merrimack Drive. Park and walk across the road to the trail circling the fence, turn right at the pond, across the field should be the saltmarsh.",17.3736,43.09494,-70.83841,"NAD83",Lat/lon determined by GPS,"Cecil, A.; Piantedosi, M.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,0,0,Undefined,NA,Unspecified,"Clay, Silt",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-650,Collector identifier,NA,19,Other or unclassified name,NA,NA,1:28 JUL 2017:Smithsonian˚,NA,M. Piantedosi - NEWFS:In Field:28 JUL 2017,NA
NA,W6,NA,W6,NA,NA,SD,Prunus serotina,NA,NA,Wild material,NA,Terminal raceme of black drupes,12-Aug-16,"United States, Massachusetts, Essex","United States, Idaho",180 plants sampled,Wild Habitat,NA,Toxicodendron radicans:Morella caroliniensis:Prunus maritima:Frangula alnus:Lonicera japonica:Parthenocissus quinquefolia,"Sub Unit Description :Parker River NWR, Newburyport/ Geology Description : Refuge road/ Locality Description: From Boston take 93N to 95N to exit 56. turn right on Scotland Road. turn right on Parker St. At rotary, Take 3rd exit onto State St. Turn Right onto 1A-S. Turn left onto Rolfe's Lane. Turn right onto Water St. Turn Right onto Sunset Dr. Continue onto Refuge Road.",15.8496,42.72483,-70.78494,"NAD83",Lat/lon determined by GPS,"Urban, A., Karlsson, C.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,0,0,Undefined,NA,Unspecified,Clay,Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-352,Collector identifier,NA,NEWEFS-26,Other or unclassified name,NA,NA,1:12 AUG 2016:Smithsonian,NA,M. Piantedosi-NEWFS:In Field:12 AUG 2016,NA
NA,W6,NA,W6,NA,NA,SD,Symphyotrichum tenuifolium,NA,NA,Wild material,NA,"Daisy like composite flower with white ray flowers and yellow disc flowers; usually one flower per plant, single stalk with small lanceolate leaves rising from saltmarsh mud˚",15-Nov-17,"United States, Connecticut, NA","United States, Idaho",143 plants sampled,Wild Habitat,Flooded,Juncus gerardii:Spartina patens:Distichlis spicata:Salicornia depressa:Solidago sempervirens:Baccharis halimifolia,Sub Unit Description :Bluff Point State Park/ Geology Description : saltmarsh/ Locality Description: Take 95S to exit 88. Turn left onto CT-1175. Turn right onto Fort Hill Rd. Turn left onto Depot Rd. Park at parking area and walk down gravel path. Population in salt pans and along margins of saltmarsh,1.524,41.33025,-72.03341,"NAD83",Lat/lon determined by GPS,"Cecil, A.; Kang, K.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Unspecified,"Clay, Sand",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-916,Collector identifier,NA,285,Other or unclassified name,NA,NA,2:15 NOV 2017:Smithsonian˚New England Wild Flower Society,NA,M. Piantedosi - NEWFS:In Field:15 NOV 2017,NA
NA,W6,NA,W6,NA,NA,SD,Panicum virgatum,NA,NA,Wild material,NA,"˚Stiff, vertical shape, highly clumping; inflorescence a finely textured panicle˚",1-Nov-17,"United States, Rhode Island, NA","United States, Idaho",131 plants sampled,Wild Habitat,Mowed,Solidago altissima:Solidago rugosa:Schizachyrium scoparium:Euthamia graminifolia:Betula populifolia,Sub Unit Description :Ninigret NWR/ Geology Description : NA/ Locality Description: Take 93s to 95s. Keep left at the fork for RI-4S. Continue straight onto US-1S. Slight right onto Bend Road. Use that road to get to the Traffic Light to make a U-turn to get to Ninigret Entrance Road. Population surrounds parking lot.,3.9624,41.36608,-71.66194,"NAD83",Lat/lon determined by GPS,"Cecil, A.; Estevez, E.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Unspecified,"Sand, Other : Granite",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-857,Collector identifier,NA,226,Other or unclassified name,NA,NA,1:01 NOV 2017:Smithsonian,NA,M. Piantedosi - NEWFS:In Field:01 NOV 2017,NA
NA,W6,NA,W6,NA,NA,SD,Sorghastrum nutans,NA,NA,Wild material,NA,NA,18-Oct-15,"United States, Virginia, Fairfax","United States, Idaho",350 plants sampled,Wild Habitat,NA,Juniperus virginiana:Solidago sp.:Setaria sp.:Schizachyrium scoparium:Liquidambar styraciflua:Andropogon gerardii,"Sub Unit Description :Mason Neck State Park/ Geology Description : High Point Road/ Locality Description: From visitor center, head SE toward High Point Rd. Turn right onto High Point Rd. Continue for 1.2 miles. Population in field on left.",7.62,38.63419,-77.20955,WGS84,Lat/lon determined by GPS,"Maynard, L., Driskill, E.","Bureau of Land Management, SOS project",NA,NCBG,NA,NA,NA,0 - 2,Undefined,NA,Unspecified,"Silt, Other : loam",Southeastern Plains,Southeastern Plains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NCBG-399,Collector identifier,NA,ED-53,Other or unclassified name,NA,NA,2:18 OCT 2015:Smithsonian˚North Carolina University,NA,E. Driskill - NCBG:In Field:18 OCT 2015,NA
NA,W6,NA,W6,NA,NA,SD,Atriplex prostrata,NA,NA,Wild material,NA,"seeds in triangular capsules at terminal end of stems with sporadic leaves in shape of bishops√¢¬Ä¬ô hats; creeping, sprawled˚",18-Oct-17,"United States, Massachusetts, Essex","United States, Idaho",144 plants sampled,Wild Habitat,Flooded,Spartina patens:Salicornia depressa:Solidago sempervirens:Iva frutescens:Panicum virgatum:Panicum virgatum:Panicum virgatum:Panicum virgatum,"Sub Unit Description :Parker River NWR/ Geology Description : Salt marsh/ Locality Description: Take 95N to exit 56. Follow Scotland Rd to Parker St. At the traffic circle, take State St. and make right on Parker St. Right on MA 1AS, left on Rolfe√¢¬Ä¬ôs Ln. Right on Water St., right on Sunset Dr. to enter refuge. Population is scattered throughout marsh margins and in roadside depressions.",1.524,42.72483,-70.78494,"NAD83",Lat/lon determined by GPS,"Kang, K.; Tokarz, E.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Unspecified,"Silt, Sand",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-797,Collector identifier,NA,166,Other or unclassified name,NA,NA,1:18 OCT 2017:Smithsonian,NA,M. Piantedosi - NEWFS:In Field:18 OCT 2017,NA
NA,W6,NA,W6,NA,NA,SD,Smilax rotundifolia,NA,NA,Wild material,NA,NA,10-Nov-16,"United States, Massachusetts, Barnstable","United States, Idaho",50 plants sampled,Wild Habitat,Flooded,Acer rubrum:Toxicodendron radicans:Clethra alnifolia:Rosa multiflora:Pinus strobus:Ilex verticillata,"Sub Unit Description :156 gorham road, harwich port MA/ Geology Description : edge of wet woodland/ Locality Description: ref. newfs-599",1.8288000000000002,41.67408,-70.05625,"NAD83",Lat/lon determined by GPS,"Rogers, Julia and Heilmann, Krista","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,0,0,Undefined,NA,Unspecified,Clay,Atlantic Coastal Pine Barrens,Atlantic Coastal Pine Barrens (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-607,Collector identifier,NA,284,Other or unclassified name,NA,NA,"2:10 NOV 2016:smithsonian, newfs",NA,Michael Piantedosi::,NA
NA,W6,NA,W6,NA,NA,SD,Solidago rugosa,NA,NA,Wild material,NA,"˚leaves distinctly wrinkly, serrate, and rough in texture; leaves have prominent mid-vein and pubescent on both abaxial and adaxial leaf surfaces; inflorescence typically has spreading and branching shape; inflorescence has tube shaped disk flowers with more star shaped ray flowers around the periphery˚",13-Oct-17,"United States, Massachusetts, Norfolk","United States, Idaho",500 plants sampled,Wild Habitat,Grazed:Flooded,Scirpus cyperinus:Typha latifolia:Phragmites sp.:Rosa sp.:Eutrochium dubium:Toxicodendron radicans,"Sub Unit Description :Grape Island, Boston Harbor Islands/ Geology Description : Wet meadow/ Locality Description: Take ferry to the island from Boston Harbor. Turn right from the dock and the population is to the left through the Phragmites and past the Typha population into a wet meadow area.",2.1336,42.26875,-70.92058,"NAD83",Lat/lon determined by GPS,"Estevez, C.; Kang, K.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Unspecified,"Clay, Silt, Sand",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-787,Collector identifier,NA,156,Other or unclassified name,NA,NA,1:13 OCT 2017:Smithsonian,NA,M. Piantedosi - NEWFS:In Field:13 OCT 2017,NA
NA,W6,NA,W6,NA,NA,SD,Solidago sempervirens,NA,NA,Wild material,NA,"˚thick basal leaves, reddish stem˚",7-Nov-17,"United States, New Hampshire, Rockingham","United States, Idaho",103 plants sampled,Wild Habitat,Grazed:Flooded:Trampled,Rosa multiflora:Juncus gerardii:Limonium carolinianum:Limonium carolinianum,"Sub Unit Description :Odiorne SP/ Geology Description : Abandoned Bunker/ Locality Description: Take 95 N to exit 3 in NH. Turn right on NH-33 E. Turn right on Peverley Hill Rd and continue on Elwyn Rd. Follow to traffic circle and continue straight to NH-1A S. After 2 miles, turn left into park, by education center. Population near beach entrance in tiny saltmarsh.",3.3528000000000002,43.04296,-70.71366,WGS84,Lat/lon determined by GPS,"Cecil, A.; Estevez, C.; Kang, K.; Tokarz, E.","Bureau of Land Management, SOS project",NA,NEWFS,NA,NA,NA,NA,Undefined,NA,Unspecified,"Clay, Silt",Northeastern Coastal Zone,Northeastern Coastal Zone (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEWFS-878,Collector identifier,NA,247,Other or unclassified name,NA,NA,1:07 NOV 2017:Smithsonian,NA,M. Piantedosi - NEWFS:In Field:07 NOV 2017,NA
NA,W6,NA,W6,NA,NA,SD,Panicum virgatum,NA,NA,Wild material,NA,NA,6-Oct-16,"United States, Virginia, Lancaster","United States, Idaho",50 plants sampled,Wild Habitat,NA,Andropogon gerardii:Schizachyrium scoparium:Pinus taeda:Baccharis halimifolia:Toxicodendron radicans:Solidago sp.:Monarda sp.,"Sub Unit Description :Belle Isle State Park/ Geology Description : Brewer's Trail/ Locality Description: From River Rd, turn onto Belle Isle Rd. After 1.6 miles turn right on Creek Landing Rd then left on Watch House Trail. go 0.6 miles turn right on Neck Fields Trail. Population is 0.8 miles on left.",1.2192,37.7775,-76.60425,"NAD83",Lat/lon determined by GPS,"Dakar, J., Faucette, A.","Bureau of Land Management, SOS project",NA,NCBG,NA,NA,NA,0-2,Undefined,NA,Unspecified,Other : Loam,Southeastern Plains,Southeastern Plains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NCBG-596,Collector identifier,NA,ALF-557,Other or unclassified name,NA,NA,"2:06 OCT 2016:NCU, US",NA,A. Faucette-NCBG:In Field:06 OCT 2016,NA
