Curator Unique Number,Accession Prefix (NPGS),Accession Number -Assigned,Inventory Prefix,Inventory Number,Inventory Suffix,Inventory Type - Lookup Picker,Taxon -Lookup Picker in GRIN,Received Date -received by site,Life Form -Lookup Picker,Level of Improvement -Lookup Picker,Reproductive Uniformity -Lookup Picker,Note (Accession Narrative),Date Collected or Developed,Geography (Collection) -Lookup Picker in GRIN,Geography (Donor)  -Lookup Picker in GRIN,Number Plants Sampled,Collecting or Acquisition Source - List,Environment Description,Associated Species,Collector Verbatim Locality,Elevation (meters),Latitude -decimal degrees,Longitude -decimal degrees,Georeference Datum,Georeference Protocol - Lookup Picker,Note (Accession Source - Collector),Cooperator (Donor) 1 -full record,Cooperator (Donor) 2 -full record,Cooperator (Collector) 1 -full record,Cooperator (Collector) 2 -full record,Cooperator (Collector) 3 -full record,SLOPE,SLOPE Original Value,ASPECT -lookup picker,ASPECT Original Value,SOIL TEXTURE - lookup picker,Soil TEXTURE Original Value,ECOREGION - Lookup picker,Ecoregion Original Value,Inventory Maintenance Policy,Inventory Maintenance Site -W6,Quantity On Hand,Quantity On Hand Units -'count' or 'packet',"Total Weight -gram (if unknown, leave blank)",Hundred Seed Weight -gram,Seed Count Verification (VALUE CLOSE TO ZERO) -Calcuated column,Parent Inventory,GERMS from DONOR (viability),GERMS from DONOR (test date),Note (Inventory),Accession Name (Identifier 1),Accession Name Category (Identifier 1) -Lookup Picker,"Accession Name Cooperator (Identifier 1) -name, organization",Accession Name (Identifier 2),Accession Name Category (Identifier 2) -Lookup Picker,"Accession Name Cooperator (Identifier 2) -name, organization",Accession Name (Identifier 3),Accession Name Category (Identifier 3) -Lookup Picker,"Accession Name Cooperator (Identifier 3) -name, organization",Collector Voucher Number,Voucher Date,Voucher Location (1),Voucher Location (2),Voucher Location (3),"Voucher Collector -name, organization",Note (Voucher)
NA,W6,NA,W6,NA,NA,SD,Sanvitalia abertii,NA,NA,Wild material,NA,NA,09-22-2017,"United States, New Mexico, Dona Ana","United States, Idaho, Ada",1000,Wild Habitat,NA,Amaranthus palmeri:Acourtia nana:Bahia absinthifolia:Flourensia cernua:Parthenium incanum:Verbesina encelioides:Cylindropuntia imbricata:Acalypha neomexicana:Bouteloua barbata var. barbata:Eragrostis cilianensis:Eragrostis lehmanniana:Eragrostis pectinacea:Muhlenbergia porteri:Panicum hirticaule:Setaria leucopila:Portulaca halimoides:Kallstroemia parviflora:Larrea tridentata,Sub Unit Description  Allotment 15001  Chaparral  Geology Description   NA  Locality Description  East of the North Franklin Mountains  1 1 miles east northeast of Webb Gap and 3 8 miles north of Anthony Gap  0 8 miles west southwest of the paired powerline rights of way ,1286.256,32.06353,-106.52928,"NAD83",Lat/lon determined by GPS,P.J. Alexander,"Bureau of Land Management, SOS project",NA,NM030,NA,NA,1,1,Northeast,NE,Clay loam,: clay loam,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1583,Collector identifier,NA,1583,Other or unclassified name,NA,NA,09-22-2017,Smithsonian Institution (US)ûNew Mexico State University (NMC)ûBLM Las Cruces District Office (BLM-LCDO),,NA,P.J. Alexander,In Field
NA,W6,NA,W6,NA,NA,SD,Setaria leucopila,NA,NA,Wild material,NA,NA,09-25-2017,"United States, New Mexico, Dona Ana","United States, Idaho, Ada",1000,Wild Habitat,NA,Rhus microphylla:Yucca elata:Bahia absinthifolia:Flourensia cernua:Gutierrezia microcephala:Melampodium leucanthum:Parthenium incanum:Zinnia grandiflora:Echinocereus viridiflorus:Opuntia phaeacantha:Mimosa aculeaticarpa var. biuncifera:Prosopis glandulosa:Vachellia vernicosa:Boerhavia:Bouteloua curtipendula:Bouteloua eriopoda:Dasyochloa pulchella:Digitaria californica:Muhlenbergia porteri:Eriogonum abertianum:Chamaesaracha sordida:Solanum elaeagnifolium:Larrea tridentata,Sub Unit Description  Dripping Springs recreational area  Geology Description   NA  Locality Description  West side of the Organ Mountains at La Cueva Picnic Area  2 3 miles west southwest of Organ Needle and 1 5 miles north northwest of Squaw Mountain ,1658.112,32.33406,-106.59898,"NAD83",Lat/lon determined by GPS,"P.J. Alexander, D. Mysliwiec, A. Sengsirirak, K. Yamazaki","Bureau of Land Management, SOS project",NA,NM030,NA,NA,15,15,Northeast,NE,Sandy loam,: sandy loam,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1584,Collector identifier,NA,1584,Other or unclassified name,NA,NA,09-25-2017,Smithsonian Institution (US)ûNew Mexico State University (NMC)ûBLM Las Cruces District Office (BLM-LCDO),,NA,P.J. Alexander,In Field
NA,W6,NA,W6,NA,NA,SD,Leptochloa dubia,NA,NA,Wild material,NA,NA,09-25-2017,"United States, New Mexico, Dona Ana","United States, Idaho, Ada",200,Wild Habitat,NA,Yucca treculeana:Parthenium incanum:Lepidium sp.:Ferocactus wislizeni:Opuntia phaeacantha:Acalypha neomexicana:Mimosa aculeaticarpa var. biuncifera:Prosopis glandulosa:Sida abutifolia:Sphaeralcea incana:Bouteloua curtipendula:Bouteloua eriopoda:Muhlenbergia porteri:Glandularia bipinnatifida:Glandularia sp.:Setaria leucopila,Sub Unit Description  Dripping Springs recreational area  Geology Description   NA  Locality Description  West side of the Organ Mountains at La Cueva Picnic Area  1 9 miles west southwest of Organ Needle and 1 5 miles north of Squaw Mountain ,1688.592,32.33688,-106.59323,"NAD83",Lat/lon determined by GPS,"P.J. Alexander, D. Mysliwiec, A. Sengsirirak, K. Yamazaki","Bureau of Land Management, SOS project",NA,NM030,NA,NA,20,20,North,N,Unspecified,NA,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1585,Collector identifier,NA,1585,Other or unclassified name,NA,NA,09-25-2017,Smithsonian Institution (US)ûNew Mexico State University (NMC)ûBLM Las Cruces District Office (BLM-LCDO),,NA,P.J. Alexander,In Field
NA,W6,NA,W6,NA,NA,SD,Sporobolus cryptandrus,NA,NA,Wild material,NA,NA,09-25-2017,"United States, New Mexico, Dona Ana","United States, Idaho, Ada",200,Wild Habitat,NA,Dasylirion wheeleri:Bahia absinthifolia:Cirsium neomexicanum:Flourensia cernua:Hedosyne ambrosiifolia:Parthenium incanum:Sanvitalia abertii:Ferocactus wislizeni:Ipomoea cristulata:Acalypha neomexicana:Astragalus mollissimus:Mimosa aculeaticarpa var. biuncifera:Prosopis glandulosa:Vachellia constricta:Sida abutifolia:Boerhavia coccinea:Bouteloua eriopoda:Dasyochloa pulchella:Leptochloa dubia:Muhlenbergia porteri:Panicum hallii:Setaria leucopila:Aloysia wrightii:Larrea tridentata,Sub Unit Description  Dripping Springs recreational area  Geology Description   NA  Locality Description  West side of the Organ Mountains at La Cueva Picnic Area  1 9 miles west southwest of Organ Needle and 1 5 miles north of Squaw Mountain ,1670.304,32.33671,-106.59461,"NAD83",Lat/lon determined by GPS,"P.J. Alexander, D. Mysliweic, A. Sengsirirak, K. Yamazaki","Bureau of Land Management, SOS project",NA,NM030,NA,NA,5,5,West,W,Sandy loam,: sandy loam,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1586,Collector identifier,NA,1586,Other or unclassified name,NA,NA,09-25-2017,Smithsonian Institution (US)ûNew Mexico State University (NMC)ûBLM Las Cruces District Office (BLM-LCDO),,NA,P.J. Alexander,In Field
NA,W6,NA,W6,NA,NA,SD,Sporobolus contractus,NA,NA,Wild material,NA,NA,NA,"United States, New Mexico, Dona Ana","United States, Idaho, Ada",200,Wild Habitat,NA,Chenopodium neomexicanum:Rhus microphylla:Artemisia ludoviciana:Artemisia ludoviciana:Bidens leptocephala:Brickellia laciniata:Ericameria laricifolia:Gutierrezia sarothrae:Stephanomeria pauciflora:Lepidium montanum:Opuntia phaeacantha:Celtis laevigata var. reticulata:Mimosa aculeaticarpa var. biuncifera:Prosopis glandulosa:Boerhavia coccinea:Dasyochloa pulchella:Leptochloa dubia:Muhlenbergia porteri:Setaria leucopila:Setaria viridis:Sporobolus flexuosus:Eriogonum abertianum:Fallugia paradoxa:Solanum elaeagnifolium:Larrea tridentata,Sub Unit Description  Dripping Spring recreational area  Geology Description   NA  Locality Description  West side of the Organ Mountains at La Cueva Picnic Area  2 3 miles west southwest of Organ Needle and 1 5 miles north northwest of Squaw Mountain ,1642.872,32.33515,-106.59866,"NAD83",Lat/lon determined by GPS,P.J. Alexander,"Bureau of Land Management, SOS project",NA,NM030,NA,NA,10,10,Northeast,NE,Sandy loam,: sandy loam,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1587,Collector identifier,NA,1587,Other or unclassified name,NA,NA,09-27-2017,Smithsonian Institution (US)ûNew Mexico State University (NMC)ûBLM Las Cruces District Office (BLM-LCDO),,NA,P.J. Alexander,In Field
NA,W6,NA,W6,NA,NA,SD,Sporobolus airoides,NA,NA,Wild material,NA,NA,08-14-2017,"United States, New Mexico, Eddy","United States, Idaho, Ada",660,Wild Habitat,Grazed,Calylophus hartwegii:Bouteloua sp.:Yucca elata:Yucca elata:Pleuraphis mutica:Sartwellia flaveriae:Lepidium sp.:Prosopis glandulosa:Sphaeralcea sp.:Sporobolus texanus:Sporobolus texanus:Sporobolus nealleyi:Solanum elaeagnifolium:Setaria leucopila:Cuscuta gronovii,Sub Unit Description  Carlsbad Resource Area  Geology Description   Yeso Hills Noth  Locality Description  Turn SE onto unnamed vehicle trail between US Hwy 62 180 MMs 5   6  Site is  0 3km E along trail before trail bends sharply to S ,1169.5176000000001,32.04354,-104.46591,WGS84,Lat/lon determined by GPS,K. Sandbom,"Bureau of Land Management, SOS project",NA,NM080,NA,NA,0,0,Northeast,NE,Silty clay,Other : Silty clay,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,CFO201709151303,Collector identifier,NA,CFO201709151303,Other or unclassified name,NA,NA,09-15-2017,SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,NA,K. Sandbom BLM,In Field
NA,W6,NA,W6,NA,NA,SD,Mentzelia humilis,NA,NA,Wild material,NA,Retrorsely barbed hairs give the leaves a rough texture  Flowers white or cream colored with symmetrical petals and capsules urn shaped and brittle when ripe,11-06-2017,"United States, New Mexico, Eddy","United States, Idaho, Ada",200,Wild Habitat,Grazed,Rhus microphylla:Bouteloua breviseta:Senecio warnockii:Tiquilia hispidissima:Giliastrum rigidulum:Castilleja sessiliflora:Nerisyrenia linearifolia:Sartwellia flaveriae:Anulocaulis leiosolenus:Larrea tridentata:Eriogonum gypsophilum:Gaura coccinea:Echinocereus dasyacanthus:Thelesperma megapotamicum:Fouquieria splendens:Thymophylla pentachaeta:Polygala alba:Bouteloua curtipendula:Sporobolus nealleyi:Calylophus hartwegii,Sub Unit Description  Carlsbad Resource Area  Geology Description   Seven River Hills  Locality Description  Take 7 Rivers Hwy north toward Brantley Lake  left turn just before Rt 31  left at the fork in the road  drive until reaching turn around area  make left onto two track and drive until it ends  population in foothills beyond the end of the two track ,1042.416,32.5606,-104.41996,WGS84,Lat/lon determined by GPS,"C. Black, J. Adams","Bureau of Land Management, SOS project",NA,NM080,NA,NA,10,10,Southeast,SE,Loamy sand,Other : Loamy Sand,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,CFO201711060000,Collector identifier,NA,CFO201711060000,Other or unclassified name,NA,NA,NA,,,NA,K. Sandbom,In Field
NA,W6,NA,W6,NA,NA,SD,Thymophylla pentachaeta,NA,NA,Wild material,NA,Yellow Flowers,08-09-2017,"United States, New Mexico, Eddy","United States, Idaho, Ada",667,Wild Habitat,Burned:Grazed,Bahia pedata:Tiquilia canescens:Krameria erecta:Larrea tridentata:Mentzelia humilis:Thymophylla acerosa:Aristida purpurea:Rhus microphylla:Dasyochloa pulchella,Sub Unit Description  Carlsbad Resource Area  Geology Description   Seven Rivers Hills East  Locality Description  From just north of Nm Hwy 285â  s MM50  turn W onto unnamed vehicle trail  Follow trail  046km to wye in trail  Site is 0 3km S SE cross country from this trail junction  OHV use restricted  dispersed foot travel only ,1013.46,32.56614,-104.41684,WGS84,Lat/lon determined by GPS,K. Sandbom,"Bureau of Land Management, SOS project",NA,NM080,NA,NA,7,7,Southeast,SE,Clay loam,Other : clay loam,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,CFO201709011407,Collector identifier,NA,CFO201709011407,Other or unclassified name,NA,NA,09-01-2017,SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,NA,K. Sandbom,In Field
NA,W6,NA,W6,NA,NA,SD,Setaria leucopila,NA,NA,Wild material,NA,Inflorescence of seeds is densely clusterd  ovular seeds turn light brown when ripe,08-09-2017,"United States, New Mexico, Eddy","United States, Idaho, Ada",310,Wild Habitat,Grazed,Andropogon hallii:Scleropogon brevifolius:Larrea tridentata:Gutierrezia microcephala:Muhlenbergia porteri:Sartwellia flaveriae:Bouteloua hirsuta:Pleuraphis mutica:Prosopis glandulosa:Sporobolus nealleyi,Sub Unit Description  Carlsbad Resource Area  Geology Description   Seven Rivers Hills  Locality Description  From just north of Nm Hwy 285â  s MM50  turn W onto unnamed vehicle trail  Follow trail to S side of W portion of hills  Site is along this trail to the N   S from Hwy 285 to W end of hills ,1084.4784,32.56681,-104.41475,WGS84,Lat/lon determined by GPS,K. Sandbom,"Bureau of Land Management, SOS project",NA,NM080,NA,NA,3,3,Southeast,SE,Sandy loam,Other : Sandy Loam,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,CFO201709211735,Collector identifier,NA,CFO201709211735,Other or unclassified name,NA,NA,09-21-2017,SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,NA,K. Sandbom,In Field
NA,W6,NA,W6,NA,NA,SD,Thelesperma megapotamicum,NA,NA,Wild material,NA,Yellow disc flowers that turn dark brown and brittle when seed ripe,09-22-2017,"United States, New Mexico, Eddy","United States, Idaho, Ada",379,Wild Habitat,Grazed,Nerisyrenia linearifolia:Bouteloua gracilis:Pleuraphis mutica:Calylophus hartwegii:Tiquilia hispidissima:Yucca elata:Sartwellia flaveriae:Mentzelia humilis:Lepidium montanum,Sub Unit Description  Carlsbad Resource Area  Geology Description   Hay Hollow  Locality Description  From CFO head south on E Greene St then turn left onto Canal St  Continue onto US 180 W US 62 W for 27 3 miles and turn left onto an unnamed road for  3 5 miles ,1071,32.02246,-104.36029,WGS84,Lat/lon determined by GPS,"C. Black, J. Adams, M. Ramirez","Bureau of Land Management, SOS project",NA,NM080,NA,NA,5,5,Southeast,SE,Loamy sand,Other : Loamy Sand,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,CFO201709221430,Collector identifier,NA,CFO201709221430,Other or unclassified name,NA,NA,10-11-2017,SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,NA,K. Sandbom,From photograph
NA,W6,NA,W6,NA,NA,SD,Calylophus hartwegii,NA,NA,Wild material,NA,Yellow flowers,08-14-2017,"United States, New Mexico, Eddy","United States, Idaho, Ada",192,Wild Habitat,Grazed,Thelesperma megapotamicum:Tiquilia hispidissima:Bouteloua breviseta:Yucca elata:Psilostrophe tagetina:Mentzelia humilis:Sartwellia flaveriae:Giliastrum rigidulum:Cuscuta gronovii:Krameria erecta,Sub Unit Description  Carlsbad Resource Area  Geology Description   Yeso Hills North  Locality Description  Turn SE onto unnamed vehicle trail between US Hwy 62 180 MMs 5   6  After  0 37km E along trail  trail bends sharply to S  Site is  0 2km down trail after this bend ,1170.1272000000001,32.04122,-104.46465,WGS84,Lat/lon determined by GPS,K. Sandbom,"Bureau of Land Management, SOS project",NA,NM080,NA,NA,2,2,Northeast,NE,Loam,Other : Silt Loam,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,CFO201709241016,Collector identifier,NA,CFO201709241016,Other or unclassified name,NA,NA,NA,,,NA,K. Sandbom,In Field
NA,W6,NA,W6,NA,NA,SD,Sporobolus cryptandrus,NA,NA,Wild material,NA,NA,08-10-2017,"United States, New Mexico, Eddy","United States, Idaho, Ada",210,Wild Habitat,Grazed,Yucca elata:Rhus microphylla:Calylophus hartwegii:Bouteloua breviseta:Tiquilia hispidissima:Thelesperma megapotamicum:Giliastrum rigidulum:Psilostrophe tagetina:Psilostrophe tagetina:Sphaeralcea sp.:Cuscuta gronovii:Abronia carletonii:Aristida purpurea:Linum sp.:Sartwellia flaveriae:Sporobolus texanus:Prosopis glandulosa:Dicranocarpus parviflorus,Sub Unit Description  Carlsbad Resource Area  Geology Description   Yeso Hills South  Locality Description  Turn SE onto unnamed vehicle trail between US Hwy 62 180 MMs 5   6  Turn S SE 5 5km down trail onto another unnamed trail  Site is 1 06km down trail ,1137.8184,32.00756,-104.42189,WGS84,Lat/lon determined by GPS,K. Sandbom,"Bureau of Land Management, SOS project",NA,NM080,NA,NA,0,0,North,N,Clay loam,Other : Clay Loam,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,CFO201709241310,Collector identifier,NA,CFO201709241310,Other or unclassified name,NA,NA,09-24-2017,SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,NA,K. Sandbom,In Field
NA,W6,NA,W6,NA,NA,SD,Sporobolus airoides,NA,NA,Wild material,NA,Grows in clumps with narrow grayish green leaves that turn light tan  seedheads have small reddish spikelets,09-24-2017,"United States, New Mexico, Eddy","United States, Idaho, Ada",110,Wild Habitat,NA,Psilostrophe tagetina:Sartwellia flaveriae:Dicranocarpus parviflorus:Senecio warnockii:Nerisyrenia linearifolia,Sub Unit Description  Carlsbad Resource Area  Geology Description   Yeso Hills South  Locality Description  Turn SE onto unnamed vehicle trail between US Hwy 62 180 MMs 5   6  Turn S SW 6 7km down trail onto another unnamed trail  Site is 1 73km down trail ,1102.4616,32.01785,-104.40284,WGS84,Lat/lon determined by GPS,K. Sandbom,"Bureau of Land Management, SOS project",NA,NM080,NA,NA,0,0,East,E,Sand,Sand,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,CFO201709241434,Collector identifier,NA,CFO201709241434,Other or unclassified name,NA,NA,09-24-2017,SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,NA,K. Sandbom,In Field
NA,W6,NA,W6,NA,NA,SD,Thelesperma megapotamicum,NA,NA,Wild material,NA,Yellow disc flowers that turn dark brown and brittle when seed ripe,10-02-2017,"United States, New Mexico, Eddy","United States, Idaho, Ada",320,Wild Habitat,Grazed,Yucca elata:Mentzelia humilis:Tiquilia hispidissima:Sartwellia flaveriae,Sub Unit Description  Carlsbad Resource Area  Geology Description   Yeso Hills North  Locality Description  From CFO head south on E Greene St then turn left onto Canal St  Continue onto US 180 W US 62 W for 27 3 miles and turn left onto an unnamed road for  3 5 miles ,1134,32.01666,-104.42688,WGS84,Lat/lon determined by GPS,C. Black,"Bureau of Land Management, SOS project",NA,NM080,NA,NA,5,5,Southwest,SW,Loamy sand,Other : Loamy Sand,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,CFO201710021030,Collector identifier,NA,CFO201710021030,Other or unclassified name,NA,NA,10-02-2017,SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,NA,K. Sandbom,From pressed specimen on day of collection
NA,W6,NA,W6,NA,NA,SD,Sphaeralcea angustifolia,NA,NA,Wild material,NA,Flower colors vary from lavender to orange red,10-04-2017,"United States, New Mexico, Eddy","United States, Idaho, Ada",50,Wild Habitat,Trampled,Setaria leucopila:Glandularia wrightii:Larrea tridentata:Larrea tridentata:Lepidium sp.,Sub Unit Description  Carlsbad Resource Area  Geology Description   Hackberry Lake Dunes Complex  Locality Description  From Carlsbad Field Office  turn left onto E Greene St  and continue for  15 miles then turn left onto NM 360 N and drive for 5 7 miles  Turn right onto Shugart road  continue for  2 miles and population on right side ,998.8296,32.61991,-103.93729,WGS84,Lat/lon determined by GPS,"C. Black, M. Rameriez","Bureau of Land Management, SOS project",NA,NM080,NA,NA,5,5,Southwest,SW,Loamy sand,Other : Loamy Sand,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,CFO201710040000,Collector identifier,NA,CFO201710040000,Other or unclassified name,NA,NA,NA,,,NA,K. Sandbom,From photograph
NA,W6,NA,W6,NA,NA,SD,Thelesperma megapotamicum,NA,NA,Wild material,NA,Yellow disk flowers that turn brown and brittle when seeds ripen,10-10-2017,"United States, New Mexico, Eddy","United States, Idaho, Ada",320,Wild Habitat,Grazed,Sporobolus nealleyi:Juniperus pinchotii:Anulocaulis leiosolenus:Tiquilia hispidissima:Rhus microphylla:Condalia ericoides:Senecio warnockii:Dasylirion wheeleri:Larrea tridentata:Echinocactus horizonthalonius:Thymophylla acerosa,Sub Unit Description  Carlsbad Resource Area  Geology Description   Yeso Hills  Locality Description  Turn SE onto unnamed vehicle trail between US Hwy 62 180 MMs 5   6  Continue on unnamed road for 3 miles then turn right and continue for 0 5 miles  Turn left then continue for  4 miles ,1084.7832,32.02246,-104.36029,WGS84,Lat/lon determined by GPS,"C. Black, M. Rameriez","Bureau of Land Management, SOS project",NA,NM080,NA,NA,0,0,Southeast,SE,Silty clay,Other : Silty Clay,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,CFO201710100000,Collector identifier,NA,CFO201710100000,Other or unclassified name,NA,NA,10-10-2017,SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,NA,K. Sandbom,In Field
NA,W6,NA,W6,NA,NA,SD,Thelesperma megapotamicum,NA,NA,Wild material,NA,Yellow disk flowers that turn brown and brittle when seeds ripen,09-21-2017,"United States, New Mexico, Eddy","United States, Idaho, Ada",360,Wild Habitat,Grazed,Rhus microphylla:Bouteloua breviseta:Senecio warnockii:Tiquilia hispidissima:Giliastrum rigidulum:Castilleja sessiliflora:Nerisyrenia linearifolia:Sartwellia flaveriae:Anulocaulis leiosolenus:Larrea tridentata:Eriogonum gypsophilum:Gaura coccinea:Echinocereus dasyacanthus:Thelesperma megapotamicum:Mentzelia humilis:Fouquieria splendens:Aristida purpurea var. nealleyi:Thymophylla pentachaeta:Polygala alba:Bouteloua curtipendula:Sporobolus nealleyi:Calylophus hartwegii,Sub Unit Description  Carlsbad Resource Area  Geology Description   Seven Rivers Hills  Locality Description  From Carlsbad NM  take highway 285 N  turn left  W  2 453km N NW of Brantley Lake Rd  onto unnamed dirt road between MMs 5 6  Follow this road SW for  0 43km  and park near junction with unnamed rancher trail splitting to W ,1010.412,32.56143,-104.42069,WGS84,Lat/lon determined by GPS,"C. Black, K. Sandbom, S. Larkin, D. Hardy","Bureau of Land Management, SOS project",NA,NM080,NA,NA,10,10,Southeast,SE,Loamy sand,Other : Loamy Sand,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,CFO201709210000,Collector identifier,NA,CFO201709210000,Other or unclassified name,NA,NA,NA,,,NA,K. Sandbom,In Field
NA,W6,NA,W6,NA,NA,SD,Setaria leucopila,NA,NA,Wild material,NA,Inflorescence of seeds is densely clusterd  ovular seeds turn light brown when ripe,10-18-2017,"United States, New Mexico, Eddy","United States, Idaho, Ada",320,Wild Habitat,Trampled,Glandularia wrightii:Sphaeralcea angustifolia:Larrea tridentata:Lepidium sp.,Sub Unit Description  Carlsbad Resource Area  Geology Description   Hackberry Lake Use Area  Locality Description  From Carlsbad Field Office  turn left onto E Greene St  and continue for  15 miles then turn left onto NM 360 N and drive for 5 7 miles  Turn right onto Shugart road  continue for  2 5 miles and population on right side ,994.2576,32.62116,-103.93709,WGS84,Lat/lon determined by GPS,"C. Black, M. Ramirez","Bureau of Land Management, SOS project",NA,NM080,NA,NA,0,0,Southeast,SE,Loamy sand,Other : Loamy Sand,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,CFO201710181000,Collector identifier,NA,CFO201710181000,Other or unclassified name,NA,NA,NA,,,NA,"K. Sandbom, BLM",From photograph
NA,W6,NA,W6,NA,NA,SD,Bouteloua breviseta,NA,NA,Wild material,NA,Panicle 2 4 cm with 1 3 branches and 30 45 spikelets with the branch terminating in a reduced spikelet  Panicles curl when dry,11-02-2017,"United States, New Mexico, Eddy","United States, Idaho, Ada",317,Wild Habitat,Grazed,Tiquilia hispidissima:Larrea tridentata:Mentzelia humilis:Yucca sp.:Opuntia sp.,Sub Unit Description  Carlsbad Resource Area  Geology Description   Ben Slaughter  Locality Description  Leave from CFO and turn right onto E Greene St  for  0 8 miles then turn left onto S Canal St  and follow US 180 W for  26 miles then turn left onto Dillahunty Rd  Drive  7 miles down Dillahunty  site is on the right side  South  of the road past the fence ,1039,32.04193,-104.31093,WGS84,Lat/lon determined by GPS,"K. Sandbom, J. Adams","Bureau of Land Management, SOS project",NA,NM080,NA,NA,0,0,Southwest,SW,Silty clay loam,Other : Silty Clay Loam,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,CFO201711021430,Collector identifier,NA,CFO201711021430,Other or unclassified name,NA,NA,11-02-2017,SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,NA,"K. Sandbom, BLM",In Field
NA,W6,NA,W6,NA,NA,SD,Mentzelia humilis,NA,NA,Wild material,NA,Retrorsely barbed hairs give the leaves a rough texture  Flowers white or cream colored with symmetrical petals and capsules urn shaped and brittle when ripe,11-03-2017,"United States, New Mexico, Eddy","United States, Idaho, Ada",384,Wild Habitat,Grazed,Tiquilia hispidissima:Larrea tridentata:Sartwellia flaveriae:Psilostrophe tagetina:Bouteloua breviseta,Sub Unit Description  Carlsbad Resource Area  Geology Description   Ben Slaughter  Locality Description  Leave from CFO and turn right onto E Greene St  for  0 8 miles then turn left onto S Canal St  and follow US 180 W for  26 miles then turn left onto Dillahunty Rd  Drive  7 miles down Dillahunty  site is on the right side  South  of the road past the fence ,1058.5704,32.04196,-104.31068,WGS84,Lat/lon determined by GPS,"C. Black, K. Sandbom, J. Adams","Bureau of Land Management, SOS project",NA,NM080,NA,NA,0,0,Southwest,SW,Loamy sand,Other : Loamy Sand,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,CFO201711031500,Collector identifier,NA,CFO201711031500,Other or unclassified name,NA,NA,11-03-2017,Smithsonian,,NA,"K. Sandbom, BLM",In Field
