Curator Unique Number,Accession Prefix (NPGS),Accession Number -Assigned,Inventory Prefix,Inventory Number,Inventory Suffix,Inventory Type - Lookup Picker,Taxon -Lookup Picker in GRIN,Received Date -received by site,Life Form -Lookup Picker,Level of Improvement -Lookup Picker,Reproductive Uniformity -Lookup Picker,Note (Accession Narrative),Date Collected or Developed,Geography (Collection) -Lookup Picker in GRIN,Geography (Donor)  -Lookup Picker in GRIN,Number Plants Sampled,Collecting or Acquisition Source - List,Environment Description,Associated Species,Collector Verbatim Locality,Elevation (meters),Latitude -decimal degrees,Longitude -decimal degrees,Georeference Datum,Georeference Protocol - Lookup Picker,Note (Accession Source - Collector),Cooperator (Donor) 1 -full record,Cooperator (Donor) 2 -full record,Cooperator (Collector) 1 -full record,Cooperator (Collector) 2 -full record,Cooperator (Collector) 3 -full record,SLOPE,SLOPE Original Value,ASPECT -lookup picker,ASPECT Original Value,SOIL TEXTURE - lookup picker,Soil TEXTURE Original Value,ECOREGION - Lookup picker,Ecoregion Original Value,Inventory Maintenance Policy,Inventory Maintenance Site -W6,Quantity On Hand,Quantity On Hand Units -'count' or 'packet',"Total Weight -gram (if unknown, leave blank)",Hundred Seed Weight -gram,Seed Count Verification (VALUE CLOSE TO ZERO) -Calcuated column,Parent Inventory,GERMS from DONOR (viability),GERMS from DONOR (test date),Note (Inventory),Accession Name (Identifier 1),Accession Name Category (Identifier 1) -Lookup Picker,"Accession Name Cooperator (Identifier 1) -name, organization",Accession Name (Identifier 2),Accession Name Category (Identifier 2) -Lookup Picker,"Accession Name Cooperator (Identifier 2) -name, organization",Accession Name (Identifier 3),Accession Name Category (Identifier 3) -Lookup Picker,"Accession Name Cooperator (Identifier 3) -name, organization",Collector Voucher Number,Voucher Date,Voucher Location (1),Voucher Location (2),Voucher Location (3),"Voucher Collector -name, organization",Note (Voucher)
NA,W6,NA,W6,NA,NA,SD,Linum aristatum,NA,NA,Wild material,NA,Orange yellow  5 petaled flowers  stems which branch near the base of the plant as well as the top  styles  which are 5 7 mm long and united  appearing to be one style with several small lobes at the top ,07-25-2018,"United States, New Mexico , Eddy","United States, Idaho",273,Wild Habitat,Grazed:Oil and Gas,Quercus havardii:Yucca elata:Prosopis glandulosa:Verbesina encelioides:Croton sp.:Lesquerella fendleri:Melampodium leucanthum,"Sub Unit Description :Carlsbad Resource Area/ Geology Description : Nimenim Ridge/ Locality Description: From CFO, head E on Hobbs Highway (180). Turn N on Potash Mines Road (200). When you come to a fork, Turn NE onto Shugart Road (222). The location is 0.4mi down the road. Plants are along buried pipeline disturbance. Plants along both sides of road.",1057.9608,32.62286,-103.89836,WGS84,Lat/lon determined by GPS,"C. Wiechman, L. Schroeder","Bureau of Land Management, SOS project",NA,NM080,NA,NA,2,2,West,W,Sandy clay,Other : Sandy Clay Loam,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NM080-156,Collector identifier,NA,CFO201807251250,Other or unclassified name,NA,NA,07-25-2018,SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,NA,"K. Sandbom, BLM",From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Centaurium maryannum,NA,NA,Wild material,NA,Pink flower  tiny black seeds  found in areas with gypsum soils  dries a golden color ,07-26-2018,"United States, New Mexico , Eddy","United States, Idaho",802,Wild Habitat,Grazed:Recreation,Yucca elata:Calylophus hartwegii:Aristida purpurea:Populus sp.:Sporobolus airoides:Gaillardia multiceps,"Sub Unit Description :Carlsbad Resource Area/ Geology Description : Rattlesnake Canyon-Black River/ Locality Description: From CFO, head S on National Parks Highway (180/62). Turn W at first turn after mile marker 7. Park at end of unnamed county road, and walk 0.2mi N to location.",1114.044,32.06972,-104.47722,WGS84,Lat/lon determined by GPS,"C. Wiechman, L. Schroeder","Bureau of Land Management, SOS project",NA,NM080,NA,NA,10,10,West,W,Sandy clay,Other : Sandy Clay Loam,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NM080-157,Collector identifier,NA,CFO201807260815,Other or unclassified name,NA,NA,07-26-2018,SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,NA,"K. Sandbom, BLM",From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Centaurium maryannum,NA,NA,Wild material,NA,Pink flower  tiny black seeds  found in areas with gypsum soils  dries a golden color ,07-31-2018,"United States, New Mexico , Eddy","United States, Idaho",627,Wild Habitat,"Grazed:Oil and Gas, Power Transmission",Yucca elata:Larrea tridentata:Nerisyrenia linearifolia:Opuntia sp.,"Sub Unit Description :Carlsbad Resource Area/ Geology Description : Hart Canyon/ Locality Description: From CFO, take Seven Rivers Highway (285) to Artesia. Turn E on Lovington Highway (82). Turn N on Southern Union Road. Follow road 2.2mi until it turns E. Plants are on both sides of the road.",1052.7792,32.84514,-104.23522,WGS84,Lat/lon determined by GPS,"L. Schroeder, C. Wiechman","Bureau of Land Management, SOS project",NA,NM080,NA,NA,1,1,Southwest,SW,Sandy loam,Other : Sandy Clay Loam,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NM080-158,Collector identifier,NA,CFO201807311045,Other or unclassified name,NA,NA,07-31-2018,SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,NA,"K. Sandbom, BLM",From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Aristida purpurea,NA,NA,Wild material,NA,Perennial bunchgrass with rolled  thread like and often curved blades  a ligule with conspicuous hairs  and three purple awns 2 5cm or even longer  which are equal to almost equal in length ,08-02-2018,"United States, New Mexico , Eddy","United States, Idaho",1340,Wild Habitat,Grazed:Oil and Gas,Bouteloua curtipendula:Prosopis glandulosa:Larrea tridentata:Yucca elata:Opuntia sp.:Asclepias sp.,"Sub Unit Description :Carlsbad Resource Area/ Geology Description : Dog Canyon Draw/ Locality Description: From CFO, take Seven Rivers Highway (285) to Artesia. Turn E on Lovington Highway (82). Turn N on Southern Union Road. Follow road 2.2mi, and follow it East at the fork. After 2.2 mi, turn NW onto an unnamed lease road. After 0.15mi, turn NW onto an unnamed lease road. After 1.66mi, turn W onto an unnamed lease road. After 0.07mi, turn N onto an unnamed lease road. Location is 0.9mi down road.",1077.468,32.89611,-104.21472,WGS84,Lat/lon determined by GPS,"L. Schroeder, C. Wiechman","Bureau of Land Management, SOS project",NA,NM080,NA,NA,6,6,Northwest,NW,Clay loam,Other : Sandy Loam,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NM080-159,Collector identifier,NA,CFO201808020830,Other or unclassified name,NA,NA,08-02-2018,SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,NA,"K. Sandbom, BLM",From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Bouteloua curtipendula,NA,NA,Wild material,NA,Red orange anthers  seeds hang off side and inflorescence has a zig zag pattern where seeds are attached ,08-06-2018,"United States, New Mexico , Eddy","United States, Idaho",1293,Wild Habitat,Grazed:Oil and Gas,Aristida purpurea:Croton sp.:Setaria leucopila:Solanum sp.:Prosopis glandulosa:Panicum obtusum,"Sub Unit Description :Carslbad Resource Area/ Geology Description : Dog Canyon Draw/ Locality Description: From CFO, take Seven Rivers Highway (285) to Artesia. Turn E on Lovington Highway (82). Turn N on Southern Union Road. Follow road 2.2mi, and follow it East at the fork. After 2.2 mi, turn NW onto an unnamed lease road. After 0.15mi, turn NW onto an unnamed lease road. After 1.66mi, turn W onto an unnamed lease road. After 0.07mi, turn N onto an unnamed lease road. Location is 0.05mi down road.",1063.1424,32.88444,-104.21777,WGS84,Lat/lon determined by GPS,"L. Schroeder, C. Wiechman","Bureau of Land Management, SOS project",NA,NM080,NA,NA,3,3,West,W,Unspecified,Other : Sandy Loam,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NM080-160,Collector identifier,NA,CFO201808060830,Other or unclassified name,NA,NA,08-06-2018,SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,NA,"K. Sandbom, BLM",From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Aristida purpurea,NA,NA,Wild material,NA,Perennial bunchgrass with rolled  thread like and often curved blades  a ligule with conspicuous hairs  and three purple awns 2 5cm or even longer  which are equal to almost equal in length ,08-06-2018,"United States, New Mexico , Eddy","United States, Idaho",850,Wild Habitat,Grazed:Oil and Gas,Larrea tridentata:Setaria sp.:Prosopis glandulosa:Yucca elata,"Sub Unit Description :Carlsbad Resource Area/ Geology Description : Dog Canyon Draw/ Locality Description: From CFO, take Seven Rivers Highway (285) to Artesia. Turn E on Lovington Highway (82). Turn N on Southern Union Road. Follow road 2.2mi, and follow it East at the fork. After 2.2 mi, turn NW onto an unnamed lease road. Location is 1.4mi down road.",1074.1152,32.87611,-104.23527,WGS84,Lat/lon determined by GPS,"L. Schroeder, C. Wiechman","Bureau of Land Management, SOS project",NA,NM080,NA,NA,2,2,North,N,Unspecified,Other : Sandy Loam,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NM080-161,Collector identifier,NA,CFO201808061200,Other or unclassified name,NA,NA,08-06-2018,SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,NA,"K. Sandbom, BLM",From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Setaria leucopila,NA,NA,Wild material,NA,Seeds round and flattened on one side  leaves less than 5mm wide ,08-07-2018,"United States, New Mexico , Eddy","United States, Idaho",1476,Wild Habitat,Grazed:Oil and Gas,Yucca elata:Bouteloua sp.:Prosopis glandulosa:Sporobolus airoides:Gaillardia pinnatifida:Machaeranthera pinnatifida:Melampodium leucanthum,"Sub Unit Description :Carlsbad Resource Area/ Geology Description : Clayton Basin/ Locality Description: From CFO, head E on Hobbs Highway (180). Turn N on Potash Mines Road (200). When you come to a fork, Turn NE onto Shugart Road (222). The location is 0.33mi down the road.",983,32.60422,-103.96383,WGS84,Lat/lon determined by GPS,"L. Schroeder, C. Wiechman","Bureau of Land Management, SOS project",NA,NM080,NA,NA,2,2,Southeast,SE,Unspecified,Other : Sandy Clay Loam,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NM080-162,Collector identifier,NA,CFO201808070730,Other or unclassified name,NA,NA,08-07-2018,SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,NA,"K. Sandbom, BLM",From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Setaria leucopila,NA,NA,Wild material,NA,Seeds round and flattened on one side ,08-08-2018,"United States, New Mexico , Eddy","United States, Idaho",1073,Wild Habitat,Grazed:Oil and Gas,Aristida purpurea:Croton sp.:Larrea tridentata:Prosopis glandulosa:Yucca elata,"Sub Unit Description :Carlbad Resource Area/ Geology Description : Dog Canyon Draw/ Locality Description: From CFO, take Seven Rivers Highway (285) to Artesia. Turn E on Lovington Highway (82). Turn N on Southern Union Road. Follow road 2.2mi, and follow it East at the fork. After 2.2 mi, turn NW onto an unnamed lease road. After 0.15mi, turn NW onto an unnamed lease road. After 1.66mi, turn W onto an unnamed lease road. After 0.07mi, turn N onto an unnamed lease road. Location is 0.79mi down road.",1074,32.89444,-104.21472,WGS84,Lat/lon determined by GPS,"L. Schroeder, C. Wiechman","Bureau of Land Management, SOS project",NA,NM080,NA,NA,5,5,West,W,Unspecified,Other : Sandy Loam,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NM080-163,Collector identifier,NA,CFO201808081345,Other or unclassified name,NA,NA,08-08-2018,SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,NA,"K. Sandbom, BLM",From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Aristida purpurea,NA,NA,Wild material,NA,Perennial bunchgrass with rolled  thread like and often curved blades  a ligule with conspicuous hairs  and three purple awns 2 5cm or even longer  which are equal to almost equal in length ,08-09-2018,"United States, New Mexico , Eddy","United States, Idaho",1129,Wild Habitat,Grazed:Oil and Gas,Larrea tridentata:Pleuraphis mutica:Oenothera gaura:Croton sp.:Yucca elata:Dasyochloa pulchella:Cevallia sinuata:Oenothera suffrutescens:Senna roemeriana,"Sub Unit Description :Carlsbad Resource Area/ Geology Description : Hart Canyon/ Locality Description: From CFO, take Seven Rivers Highway (285) to Artesia. Turn E on Lovington Highway (82). Turn N on Southern Union Road. Follow road 0.6mi, and turn W onto unnamed lease road. Location is 0.35mi down road.",1068.0192,32.82472,-104.24638,WGS84,Lat/lon determined by GPS,"C. Wiechman, L. Schroeder","Bureau of Land Management, SOS project",NA,NM080,NA,NA,2,2,North,N,Unspecified,Other : Sandy Clay Loam,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NM080-164,Collector identifier,NA,CFO201808090800,Other or unclassified name,NA,NA,08-09-2018,SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,NA,"K. Sandbom, BLM",From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Verbesina encelioides,NA,NA,Wild material,NA,Alternate leaves that are triangular in shape  flowers showy and yellow  achenes circular in shape with a grey to black center and tan to white edges ,08-15-2018,"United States, New Mexico , Eddy","United States, Idaho",1102,Wild Habitat,Grazed:Oil and Gas,Prosopis glandulosa:Melampodium leucanthum:Quercus havardii:Solanum sp.:Yucca elata:Gaillardia pulchella:Berlandiera lyrata,"Sub Unit Description :Carlsbad Resource Area/ Geology Description : Nimenim Ridge/ Locality Description: From CFO, head E on Hobbs Highway (180). Turn N on Potash Mines Road (200). When you come to a fork, Turn NE onto Shugart Road (222). Location is at intersection of Shugart Road and Grubbs Road (250) and at fresh water tank sign.",1097.28,32.71277,-103.88222,WGS84,Lat/lon determined by GPS,"L. Schroeder, C. Wiechman","Bureau of Land Management, SOS project",NA,NM080,NA,NA,2,2,North,N,Unspecified,Other : Silt Loam,Custom Category,Western High Plains (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NM080-165,Collector identifier,NA,CFO201808150815,Other or unclassified name,NA,NA,08-15-2018,SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,NA,"K. Sandbom, BLM",From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Centaurium maryannum,NA,NA,Wild material,NA,P,08-21-2018,"United States, New Mexico , Eddy","United States, Idaho",NA,Wild Habitat,Grazed,Poliomintha incana:Castilleja sessiliflora:Tiquilia hispidissima:Mentzelia humilis:Juniperus pinchotii:Houstonia sp.:Bouteloua breviseta:Krameria erecta:Anulocaulis leiosolenus var. gypsogenus:Yucca elata:Nama carnosum:Polygala alba:Eriogonum gypsophilum,"Sub Unit Description :Carlsbad Resource Area/ Geology Description : Ben Slaughter Draw-Hay Hollow/ Locality Description: From CFO, head S on National Parks Highway (180/62). Just before mile marker 5, turn E turn onto an unnamed lease road. After 7.05 miles, just past a cattle guard and frac pond, turn S on an unnamed vehicle trail. Park where unnamed vehicle trail crosses North Fork Hay Hollow. Location is 0.56mi cross-country W along ridge bisecting the north and south forks of Hay Hollow.",1089,32.02214,-104.36348,WGS84,Lat/lon determined by GPS,"L. Schroeder, C. Wiechman, K. Sandbom","Bureau of Land Management, SOS project",NA,NM080,NA,NA,1,1,Northwest,NW,Unspecified,Castile Formation,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NM080-167,Collector identifier,NA,2,Other or unclassified name,NA,NA,NA,28 NOV 2018,,NA,NA,NA
NA,W6,NA,W6,NA,NA,SD,Centaurium maryannum,NA,NA,Wild material,NA,Pink flower  small black seeds  found in areas with gypsum soils  dries a golden color ,08-22-2018,"United States, New Mexico , Eddy","United States, Idaho",549,Wild Habitat,Grazed:Oil and Gas,Larrea tridentata:Bouteloua sp.:Calylophus hartwegii:Nerisyrenia linearifolia:Echinocereus sp.:Cylindropuntia sp.:Eriogonum sp.:Pleuraphis mutica:Echinocactus,"Sub Unit Description :Carlsbad Resource Area/ Geology Description : Logan Draw-Pecos River/ Locality Description: From CFO, head N on Seven Rivers Highway (285). In Artesia, turn E onto Lovington Highway (82). Just past mile marker 115, turn S onto an unnamed lease road. Location is 0.8mi S and then SW down road.",1065.8856,32.80944,-104.26833,WGS84,Lat/lon determined by GPS,"L. Schroeder, C. Wiechman","Bureau of Land Management, SOS project",NA,NM080,NA,NA,2,2,Southeast,SE,Unspecified,Other : Sandy Loam,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NM080-168,Collector identifier,NA,CFO201808221245,Other or unclassified name,NA,NA,08-22-2018,SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,NA,"K. Sandbom, BLM",From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Setaria leucopila,NA,NA,Wild material,NA,Columnar inflorescences 6 15 cm long  spikelets resembling an elongated hemisphere  anthers pink ,08-28-2018,"United States, New Mexico , Eddy","United States, Idaho",1769,Wild Habitat,Grazed:Oil and Gas,Bouteloua curtipendula:Bouteloua barbata:Prosopis glandulosa:Larrea tridentata:Verbesina encelioides,"Sub Unit Description :Carlsbad Resource Area/ Geology Description : Los Medranos/ Locality Description: From CFO, take E Hobbs Highway (180) NE. Turn E onto U.S. Refinery Road (605). Turn NE onto Potash Mines Road (31). Turn E onto Jal Highway (128). Turn N onto Nash Draw Road (794). Location is 0.18mi down road, on W side of road.",946.404,32.33527,-103.88444,WGS84,Lat/lon determined by GPS,"L. Schroeder, C. Wiechman","Bureau of Land Management, SOS project",NA,NM080,NA,NA,1,1,West,W,Unspecified,Other : Clay Loam,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NM080-169,Collector identifier,NA,CFO201808280800,Other or unclassified name,NA,NA,08-28-2018,SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,NA,"K. Sandbom, BLM",From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Chilopsis linearis subsp. linearis,NA,NA,Wild material,NA,Pink white bilabiate  tubular flowers  shrub tree habit ,08-29-2018,"United States, New Mexico , Eddy","United States, Idaho",151,Wild Habitat,Grazed,Bouteloua curtipendula:Rhus sp.:Solanum sp.:Carya sp.:Larrea tridentata:Eragrostis sp.,"Sub Unit Description :Carlsbad Resource Area/ Geology Description : Rattlesnake Canyon-Black River/ Locality Description: From CFO, head S on National Parks Highway (180). Turn W on Washington Ranch Road. Location is 3.76mi down road, in a drainage, where the road crosses Slaughter Canyon.",1134.7704,32.08111,-104.49138,WGS84,Lat/lon determined by GPS,"L. Schroeder, C. Wiechman","Bureau of Land Management, SOS project",NA,NM080,NA,NA,1,1,West,W,Unspecified,Sand,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NM080-170,Collector identifier,NA,CFO201808291230,Other or unclassified name,NA,NA,08-29-2018,SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Officeû,,NA,"K. Sandbom, BLM",From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Sporobolus airoides,NA,NA,Wild material,NA,Perennial bunchgrass with stiff stems and a knotty base  distinguished by having rolled  drooping leaves and large cresting  fountain like growth form with open  loose inflorescences  bearing spikelets 2 3mm long ,08-30-2018,"United States, New Mexico , Eddy","United States, Idaho",2031,Wild Habitat,Recreation,Yucca elata:Gaillardia pinnatifida:Calylophus hartwegii:Centaurium maryannum:Solidago altissima:Eragrostis sp.:Thelesperma megapotamicum:Populus sp.:Psilostrophe tagetina:Juniperus sp.,"Sub Unit Description :Carlsbad Resource Area/ Geology Description : Rattlesnake Canyon-Black River/ Locality Description: From CFO, head S on National Parks Highway (180). After mile marker 7 and before the bridge, turn W onto an unnamed vehicle trail. Follow trail to end. Walk cross-country E to location at Black River.",1127.76,32.06694,-104.47833,WGS84,Lat/lon determined by GPS,"L. Schroeder, C. Wiechman","Bureau of Land Management, SOS project",NA,NM080,NA,NA,1,1,Northwest,NW,Unspecified,Other : Sandy Clay Loam,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NM080-171,Collector identifier,NA,CFO201808300830,Other or unclassified name,NA,NA,08-30-2018,SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,NA,"K. Sandbom, BLM",From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Bouteloua curtipendula,NA,NA,Wild material,NA,Orange red anthers  spikelets hang off side of panicle ,08-31-2018,"United States, New Mexico , Eddy","United States, Idaho",5466,Wild Habitat,Grazed:Oil and Gas,Yucca elata:Senna roemeriana:Bothriochloa barbinodis:Chilopsis linearis:Aristida purpurea:Viguiera stenoloba:Acacia constricta,"Sub Unit Description :Carlsbad Resource Area/ Geology Description : McKittrick Canyon-Black River/ Locality Description: From CFO, head S on National Parks Highway (180/62). Turn W onto Washington Ranch Rd (418). Follow road SW. At intersection with Mayes Ranch Road (422), continue straight to second split. At split, stay W on Washington Ranch Road. Location is 0.46mi after the split. Plants are along the side of the road.",1165.8600000000001,32.04611,-104.52166,WGS84,Lat/lon determined by GPS,"L. Schroeder, C. Wiechman","Bureau of Land Management, SOS project",NA,NM080,NA,NA,2,2,East,E,Unspecified,Other : Loam,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NM080-173,Collector identifier,NA,CFO201808310820,Other or unclassified name,NA,NA,08-31-2018,SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,NA,"K. Sandbom, BLM",From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Aristida purpurea var. purpurea,NA,NA,Wild material,NA,Perennial bunchgrass with rolled  thread like and often curved blades  a ligule with conspicuous hairs  and three purple awns 2 5cm or even longer  which are equal to almost equal in length  panicles flexuous ,08-31-2018,"United States, New Mexico , Eddy","United States, Idaho",4052,Wild Habitat,Grazed:Oil and Gas,Yucca elata:Senna roemeriana:Bothriochloa barbinodis:Chilopsis linearis:Bouteloua curtipendula:Bouteloua eriopoda:Bouteloua gracilis:Viguiera stenoloba:Acacia constricta,"Sub Unit Description :Carslbad Resource Area/ Geology Description : McKittrick Canyon-Black River/ Locality Description: From CFO, head S on National Parks Highway (180/62). Turn W onto Washington Ranch Rd (418). Follow road SW. At intersection with Mayes Ranch Road (422), continue straight to second split. At split, stay W on Washington Ranch Road. Location is 0.46mi after the split. Plants are along the side of the road.",1165.8600000000001,32.04611,-104.52166,WGS84,Lat/lon determined by GPS,"L. Schroeder, C. Wiechman","Bureau of Land Management, SOS project",NA,NM080,NA,NA,2,2,East,E,Unspecified,Other : Loam,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NM080-174,Collector identifier,NA,CFO201808310915,Other or unclassified name,NA,NA,08-31-2018,SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,NA,"K. Sandbom, BLM",From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Bouteloua curtipendula,NA,NA,Wild material,NA,Yellow to orange red anthers ,09-11-2018,"United States, New Mexico , Eddy","United States, Idaho",330,Wild Habitat,Grazed:Recreation,Sporobolus airoides:Centaurium maryannum:Gaillardia pinnatifida var. pinnatifida:Yucca elata:Setaria leucopila:Thelesperma megapotamicum:Populus sp.:Gaillardia multiceps,"Sub Unit Description :Carlsbad Resource Area/ Geology Description : Rattlesnake Canyon-Black River/ Locality Description: From CFO, take National Parks Highway (180) S past Carlsbad Caverns National Park. Turn W onto road before bridge, after mile marker 7. Follow road to end to reach location by the Black River. Plants located along the river.",1082.04,32.06876,-104.47826,WGS84,Lat/lon determined by GPS,"C. Wiechman, L. Schroeder","Bureau of Land Management, SOS project",NA,NM080,NA,NA,10,10,Northwest,NW,Unspecified,Other : Sandy Clay Loam,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NM080-175,Collector identifier,NA,CFO201809110815,Other or unclassified name,NA,NA,09-11-2018,SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,NA,"K. Sandbom, BLM",From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Thelesperma megapotamicum,NA,NA,Wild material,NA,Yellow inflorescence  lacking ray florets ,09-11-2018,"United States, New Mexico , Eddy","United States, Idaho",304,Wild Habitat,Grazed:Recreation,Aristida purpurea:Yucca elata:Calylophus hartwegii:Centaurium maryannum:Solidago altissima:Eragrostis sp.:Populus sp.:Juniperus sp.:Gaillardia multiceps:Psilostrophe tagetina,"Sub Unit Description :Carlsbad Resource Area/ Geology Description : Rattlesnake Canyon-Black River/ Locality Description: From CFO, head S on National Parks Highway (180). After mile marker 7 and before the bridge, turn W onto an unnamed vehicle trail. Follow trail to end. Walk cross-country E to location along Black River.",1021.08,32.06876,-104.47826,WGS84,Lat/lon determined by GPS,"L. Schroeder, C. Wiechman","Bureau of Land Management, SOS project",NA,NM080,NA,NA,10,10,Northwest,NW,Unspecified,Other : Sandy Clay Loam,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NM080-176,Collector identifier,NA,CFO201809111053,Other or unclassified name,NA,NA,09-11-2018,SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,NA,"K. Sandbom, BLM",From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Aristida purpurea,NA,NA,Wild material,NA,Perennial bunchgrass with rolled  thread like and often curved blades  a ligule with conspicuous hairs  and three purple awns 2 5cm or even longer  which are equal to almost equal in length ,09-11-2018,"United States, New Mexico , Eddy","United States, Idaho",1557,Wild Habitat,Grazed:Recreation,Thelesperma megapotamicum:Yucca elata:Calylophus hartwegii:Centaurium maryannum:Solidago altissima:Eragrostis sp.:Populus sp.:Juniperus sp.:Psilostrophe tagetina:Gaillardia multiceps,"Sub Unit Description :Carlsbad Resource Area/ Geology Description : Rattlesnake Canyon-Black River/ Locality Description: From CFO, head S on National Parks Highway (180). After mile marker 7 and before the bridge, turn W onto an unnamed vehicle trail. Follow trail to end. Walk cross-country E to location on bank above Black River.",1082.04,32.06876,-104.47826,WGS84,Lat/lon determined by GPS,"L. Schroeder, C. Wiechman","Bureau of Land Management, SOS project",NA,NM080,NA,NA,10,10,Northwest,NW,Unspecified,Other : Sandy Clay Loam,Custom Category,Chihuahuan Deserts (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NM080-177,Collector identifier,NA,CFO201809111101,Other or unclassified name,NA,NA,09-11-2018,SmithsonianûNew Mexico State UniversityûCarlsbad BLM Field Office,,NA,"K. Sandbom, BLM",From pressed specimen on another date
