Curator Unique Number,Accession Prefix (NPGS),Accession Number -Assigned,Inventory Prefix,Inventory Number,Inventory Suffix,Inventory Type - Lookup Picker,Taxon -Lookup Picker in GRIN,Received Date -received by site,Life Form -Lookup Picker,Level of Improvement -Lookup Picker,Reproductive Uniformity -Lookup Picker,Note (Accession Narrative),Date Collected or Developed,Geography (Collection) -Lookup Picker in GRIN,Geography (Donor)  -Lookup Picker in GRIN,Number Plants Sampled,Collecting or Acquisition Source - List,Environment Description,Associated Species,Collector Verbatim Locality,Elevation (meters),Latitude -decimal degrees,Longitude -decimal degrees,Georeference Datum,Georeference Protocol - Lookup Picker,Note (Accession Source - Collector),Cooperator (Donor) 1 -full record,Cooperator (Donor) 2 -full record,Cooperator (Collector) 1 -full record,Cooperator (Collector) 2 -full record,Cooperator (Collector) 3 -full record,Land Owner,Land Owner Original Value,Land Owner Evaluation Required,SLOPE,SLOPE Original Value,ASPECT -lookup picker,ASPECT Original Value,SOIL TEXTURE - lookup picker,Soil TEXTURE Original Value,ECOREGION - Lookup picker,Ecoregion Original Value,Inventory Maintenance Policy,Inventory Maintenance Site -W6,Quantity On Hand,Quantity On Hand Units -'count' or 'packet',"Total Weight -gram (if unknown, leave blank)",Hundred Seed Weight -gram,Seed Count Verification (VALUE CLOSE TO ZERO) -Calcuated column,Parent Inventory,GERMS from DONOR (viability),GERMS from DONOR (test date),Note (Inventory),Accession Name (Identifier 1),Accession Name Category (Identifier 1) -Lookup Picker,"Accession Name Cooperator (Identifier 1) -name, organization",Accession Name (Identifier 2),Accession Name Category (Identifier 2) -Lookup Picker,"Accession Name Cooperator (Identifier 2) -name, organization",Accession Name (Identifier 3),Accession Name Category (Identifier 3) -Lookup Picker,"Accession Name Cooperator (Identifier 3) -name, organization",Collector Voucher Number,Voucher Date,Voucher Location (1),Voucher Location (2),Voucher Location (3),"Voucher Collector -name, organization",Note (Voucher)
NA,W6,NA,W6,NA,NA,SD,Eriogonum trichopes var. trichopes,NA,NA,Wild material,NA,NA,08-07-2020,"United States, Nevada, Nye","United States, Idaho, Ada",763,Wild Habitat,NA,Larrea tridentata:Ambrosia dumosa:Plantago ovata:Yucca schidigera:Amsinckia tessellata:Menodora spinescens:Ephedra nevadensis:Viguiera parishii:Opuntia basilaris:Xylorhiza tortifolia,Sub Unit Description  Last Chance Range  Geology Description   Last Chance Road  Locality Description  From the E  Basin Ave  and NV 160 intersection in Pahrump  NV head N on NV 160 for 11 85 miles  Then turn E onto Last Chance Rd and continue for miles 1 84 miles until center of population ,990.9048,36.36162,-116.09252,WGS84,Lat/lon determined by GPS,"Calvillo, S., Champiny, R., Duval, A.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,3,3,South,S,Clay,Clay,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0318-34,Collector identifier,NA,140L0619F0318-34,Other or unclassified name,NA,NA,07-08-2020,Smithsonian,Utah Valley University,NA,,
NA,W6,NA,W6,NA,NA,SD,Eriogonum inflatum,NA,NA,Wild material,NA,Yellow flowers with green or red midribs  Cyme like inflorescence  Green basal leaves  Leafless stem that becomes inflated higher up  Flower stalks red or green in color ,09-07-2020,"United States, Nevada, Clark","United States, Idaho, Ada",400,Wild Habitat,None,Trichoptilium incisum:Thymophylla pentachaeta:Rafinesquia neomexicana:Phacelia crenulata:Larrea tridentata,Sub Unit Description  Muddy Mountains Wilderness  Geology Description   Anniversary Mine Road  Locality Description  From Hwy 147  E Lake Mead Blvd   turn E  left  onto Northshore Rd and continue for 12 8 miles  Turn N onto Anniversary Mine Road and continue NW for 0 75 miles  Population found in hills on N side of road ,545.8968,36.20537,-114.69025,"NAD83",Lat/lon determined by GPS,"Battista, C., Fitz, E., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,7,7,South,S,Clay,Clay,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0309-63,Collector identifier,NA,140L0619F0309-63,Other or unclassified name,NA,NA,05-12-2020,SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Office,,NA,,
NA,W6,NA,W6,NA,NA,SD,Monardella linoides subsp. linoides,NA,NA,Wild material,NA,Plant aromatic  stems puberulent  leaves linear  flowers in cluster  one per stem  puberulent  purple to blue ,NA,"United States, Nevada, Clark","United States, Idaho, Ada",75,Wild Habitat,None,Salvia dorrii:Senegalia greggii:Eriogonum fasciculatum:Achnatherum speciosum:Salvia mohavensis:Amsinckia tessellata:Juniperus sp.:Cylindropuntia sp.,Sub Unit Description  Newberry Mountains  Geology Description   Christmas Tree Pass  Locality Description  From I 95 S  turn E onto Christmas Tree Pass Road and continue straight for 8 1 miles  Population is found throughout washes on SW side of road ,1145.1336000000001,35.2575,-114.73555,"NAD83",Lat/lon determined by GPS,"Battista, C., Fitz, E., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,3,3,Southeast,SE,Loamy sand,Other : Loamy sand,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,R-140L0619F0309-14,Collector identifier,NA,R-140L0619F0309-14,Other or unclassified name,NA,NA,06-10-2020,Las Vegas Bureau of Land Management Field OfficeûUtah Valley University HerbariumûSmithsonian,,NA,,
NA,W6,NA,W6,NA,NA,SD,Salvia mohavensis,NA,NA,Wild material,NA,Plant aromatic  hairy  leaves ovate  tapered  with rounded teeth  flowers in one cluster per stem  papery  green to blue  upper lip entire  stamens and style exserted ,NA,"United States, Nevada, Clark","United States, Idaho, Ada",200,Wild Habitat,None,Salvia dorrii:Senegalia greggii:Eriogonum fasciculatum:Juniperus sp.:Cylindropuntia sp.:Achnatherum speciosum:Monardella linoides ssp. linoides:Amsinckia tessellata,Sub Unit Description  Newberry Mountains  Geology Description   Christmas Tree Pass  Locality Description  From I 95 S  turn E onto Christmas Tree Pass Road and continue straight for 8 1 miles  Population is found throughout washes on SW side of road ,1145.1336000000001,35.2575,-114.73555,"NAD83",Lat/lon determined by GPS,"Battista, C., Fitz, E., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,3,3,Southeast,SE,Loamy sand,Other : Loamy sand,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0309-64,Collector identifier,NA,140L0619F0309-64,Other or unclassified name,NA,NA,06-10-2020,SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Office,,NA,,
NA,W6,NA,W6,NA,NA,SD,Menodora spinescens,NA,NA,Wild material,NA,NA,NA,"United States, Nevada, Clark","United States, Idaho, Ada",645,Wild Habitat,NA,Baileya multiradiata:Yucca baccata:Coleogyne ramosissima:Echinocereus engelmannii:Yucca brevifolia:Purshia stansburiana:Ephedra viridis:Echinocactus polycephalus:Stipa speciosa:Bromus tectorum:Thamnosma montana:Amsinckia tessellata,Sub Unit Description  Carpenter Canyon  Geology Description   Loop Boundary Rd  Locality Description  From the intersection of NV 159 and NV 160 turn W onto NV 160  Drive for 36 miles on NV 160 toward Pahrump  NV  Turn west onto Carpenter Canyon Rd for 3 15 miles and keep E at the fork to stay on Carpenter Canyon Rd  Continue for 2 04 miles  at the fork take the left most road to go N onto Loop Boundary Rd  After 2 5 miles you will arrive the population ,1598.9808,36.20617,-115.78971,WGS84,Lat/lon determined by GPS,"Champiny, R., Duval, A., Battista, C., Ubalde, R., Fitz, E.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,2,2,Southeast,SE,Clay,Clay,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0318-35,Collector identifier,NA,140L0619F0318-35,Other or unclassified name,NA,NA,07-08-2020,Smithsonian,Utah Valley University,NA,,
NA,W6,NA,W6,NA,NA,SD,Amphipappus fremontii,NA,NA,Wild material,NA,Yellow Flowers,NA,"United States, Nevada, Clark","United States, Idaho, Ada",457,Wild Habitat,none,Psilostrophe cooperi:Xylorhiza tortifolia:Schismus sp.:Larrea tridentata:Ambrosia dumosa:Yucca x schottii:Yucca schidigera:Yucca brevifolia:Bromus rubens:Acamptopappus sphaerocephalus:Ephedra sp.:Eriogonum inflatum:Eriogonum fasciculatum:Eriogonum fasciculatum var. polifolium:Acamptopappus sp.,Sub Unit Description  Wheeler Pass  Geology Description   Gravel Pit Rd  Wheeler Pass Rd   Locality Description  From NV 160 in Pahrump  head North onto Wheeler Pass Rd  Follow for 4 miles  population follows desert pavement on both sides of the road up to the large wash to the NW,1084.7832,36.22063,-115.89927,"NAD83",Lat/lon determined by GPS,"Depies, M.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,8,8,Uncertain,"S, SW",Unspecified,Other : Silty loam,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,National Herbarium at the Smithsonian ûûRegional Herbarium,"ûUtah Valley University Herbariumû800 West University ParkwayûOrem, UT 84058ûûLocal herbarium",NA,Erin Riggs,From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Yucca brevifolia,NA,NA,Wild material,NA,Cream flowers  tree like  large pods with black seeds,NA,"United States, Nevada, Clark","United States, Idaho, Ada",109,Wild Habitat,none,Coleogyne ramosissima:Yucca brevifolia:Ephedra viridis:Gutierrezia sp.:Melica spectabilis:Menodora spinescens:Brickellia rusbyi:Bromus rubens:Schismus sp.:Atriplex canescens,Sub Unit Description  Wheeler Pass  Geology Description   Wheeler Pass Rd  Locality Description  From NV state Rd  160 in Pahrump  head N on on Panorama Rd for  4mi  and turn right on Wheeler Pass rd  Population is 9 miles up road  and collected from the NE part of the population on BLM land ,1627.3272000000002,36.28188,-115.83355,"NAD83",Lat/lon determined by GPS,"Depies, M.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,5,5,Southwest,SW,Clay loam,Other : clay loam,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Collector identifier,NA,,Other or unclassified name,NA,NA,07-15-2020,National Herbarium at the Smithsonian ûûRegional Herbarium,"ûUtah Valley University Herbariumû800 West University ParkwayûOrem, UT 84058ûûLocal herbarium",NA,Erin Riggs,From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Yucca brevifolia var. jaegeriana,NA,NA,Wild material,NA,NA,NA,"United States, Nevada, Clark","United States, Idaho, Ada",100,Wild Habitat,NA,Coleogyne ramosissima:Bouteloua eriopoda:Bouteloua barbata:Opuntia basilaris:Psilostrophe cooperi:Lycium cooperi:Baileya multiradiata:Echinocereus engelmannii:Dasyochloa pulchella:Sphaeralcea ambigua:Eriogonum fasciculatum:Bouteloua sp.,Sub Unit Description  Piute Eldorado Area of Critical Environmental Concern  Geology Description   Wee Thump  Locality Description  From the intersection of US 95 and NV 164 turn W onto NV 164  Continue for 8 23 miles before turning N onto an unpaved BLM road  Drive for 1 55 miles and keep left at the fork to continue N along the BLM road  The population will be 2 02 miles further up the road on all sides ,1339.9008000000001,35.55721,-115.07688,WGS84,Lat/lon determined by GPS,"Champiny, R., Duval, A.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,3,3,Southeast,SE,Sandy clay,Other : Sandy Clay,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0318-36,Collector identifier,NA,140L0619F0318-36,Other or unclassified name,NA,NA,07-20-2020,Smithsonian,Utah Valley University,NA,,From pressed specimen on day of collection
NA,W6,NA,W6,NA,NA,SD,Penstemon thurberi,NA,NA,Wild material,NA,Whitish pink to pink tubular flowers  Woody base with thread like leaves  Leaves green  opposite and narrow ,NA,"United States, Nevada, Clark","United States, Idaho, Ada",50,Wild Habitat,None,Lomatium parryi:Ephedra sp.:Phacelia fremontii:Eriodictyon angustifolium:Arctostaphylos sp.:Garrya flavescens:Cercis occidentalis,Sub Unit Description  Red Rock Canyon National Conservation Area  Geology Description   Sandstone Quarry  Locality Description  From Hwy 215 W  turn W onto Hwy 259  W Charleston Blvd  Blue Diamond Hwy  and continue for 5 4 miles  Turn N  right  onto the Scenic Loop and continue for 2 66 miles  Park at the Sandstone Quarry trailhead and hike NE into the canyon for 0 4 miles  Population is found throughout the sandstone canyon in oak scrub ,1326.7944,36.16222,-115.44833,"NAD83",Lat/lon determined by GPS,"Battista, C., Fitz, E., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,3,3,West,W,Loamy sand,Other : Loamy Sand,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0309-65,Collector identifier,NA,140L0619F0309-65,Other or unclassified name,NA,NA,06-11-2020,SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Officeû,,NA,,
NA,W6,NA,W6,NA,NA,SD,Larrea tridentata,NA,NA,Wild material,NA,Yellow Flowers,NA,"United States, Nevada, Clark","United States, Idaho, Ada",357,Wild Habitat,Grazed,Ambrosia dumosa:Prosopis glandulosa:Schismus sp.:Bromus rubens:Atriplex polycarpa:Atriplex canescens,Sub Unit Description  Sandy Valley  Geology Description   NA  Locality Description  From Sandy Valley  NV  Head South on Cherokee St  for 3 1 mi  Turn Left east  onto Turquoise Ave and follow for 3 5 mi  Population follows road and goes from toeslope to edge of playa  Collected from NV BLM Land ,769.9248,35.7328,-115.5458,"NAD83",Lat/lon determined by GPS,"Depies, M., Carpenter, A.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,3,3,Southwest,SW,Clay loam,Other : Silty clay loam,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Collector identifier,NA,,Other or unclassified name,NA,NA,07-22-2020,National Herbarium at the Smithsonian ûûRegional Herbarium,"ûUtah Valley University Herbariumû800 West University ParkwayûOrem, UT 84058ûûLocal herbarium",NA,Erin Riggs,From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Larrea tridentata,NA,NA,Wild material,NA,Yellow Flowers,NA,"United States, Nevada, Clark","United States, Idaho, Ada",408,Wild Habitat,none,Yucca brevifolia:Krascheninnikovia lanata:Ephedra nevadensis:Hilaria rigida:Gutierrezia sp.:Acamptopappus sphaerocephalus:Menodora spinescens:Bromus rubens:Acamptopappus sp.,Sub Unit Description  E Pahrump Valley  Geology Description   E of Lovell Wash  Locality Description  From Mountain Springs  NV  head west on NV 160 for 5 2 miles  Turn right  north  onto a dirt road opposite the turn for sandy vally rd  The population is in the valley  toeslope until the western population reaches Lovell Wash ,1303.3248,36.01755,-115.59411,"NAD83",Lat/lon determined by GPS,"Depies, M., Carpenter, A.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,5,5,Uncertain,"S, SW",Silt loam,Other : Silt Loam,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Collector identifier,NA,,Other or unclassified name,NA,NA,07-27-2020,National Herbarium at the Smithsonian ûûRegional Herbarium,"ûUtah Valley University Herbariumû800 West University ParkwayûOrem, UT 84058ûûLocal herbarium",NA,Erin Riggs,From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Senegalia greggii,NA,NA,Wild material,NA,NA,NA,"United States, Nevada, Clark","United States, Idaho, Ada",211,Wild Habitat,NA,Hymenoclea salsola:Larrea tridentata:Senna armata:Brickellia incana:Bromus rubens:Ambrosia dumosa:Malacothrix glabrata:Peucephyllum schottii:Chaenactis fremontii,Sub Unit Description  Piute Eldorado Area of Critical Environmental Concern  Geology Description   Eldorado Valley  Locality Description  From US 95 S in Las Vegas  NV take Exit 14 toward Searchlight to continue S on US 95 S  Continue for 20 miles then turn W onto a dirt BLM road  Drive west for  56 miles  The population follows the wash NW and SE of the road ,796.1376,.,-114.96974,WGS84,Lat/lon determined by GPS,"R, Champiny., Duval, A.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,1,1,Southeast,SE,Coarse sand,Other : Coarse Sand,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0318-37,Collector identifier,NA,140L0619F0318-37,Other or unclassified name,NA,NA,06-25-2020,Smithsonian,Utah Valley University,NA,,
NA,W6,NA,W6,NA,NA,SD,Larrea tridentata,NA,NA,Wild material,NA,NA,NA,"United States, Nevada, Clark","United States, Idaho, Ada",672,Wild Habitat,NA,Ephedra nevadensis:Sphaeralcea ambigua:Pleuraphis rigida:Ferocactus cylindraceus:Cylindropuntia acanthocarpa var. acanthocarpa:Cylindropuntia echinocarpa:Yucca brevifolia:Baileya multiradiata:Bromus rubens:Amsinckia tessellata,Sub Unit Description  Gold Butte National Monument  Geology Description   Whitney Pocket  Locality Description  From the W  Mesquite Blvd and Riverside Rd  intersection in Mesquite  NV head S on Riverside Rd for 9 05 miles  The turn SW onto New Gold Butte Rd  Continue for 21 1 miles  The turn E onto Nays Ranch Rd  headed towards Whitney Pass  Continue for  7 miles where you will find the population on both sides of the road ,973.836,36.5236,-114.12891,WGS84,Lat/lon determined by GPS,"Calvillo, S., Champiny, R., Duval, A., Battista, C., Fitz, E., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,5,5,Southwest,SW,Sandy clay,Other : Sandy Clay,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0318-38,Collector identifier,NA,140L0619F0318-38,Other or unclassified name,NA,NA,05-26-2020,Smithsonian,Utah Valley University,NA,,
NA,W6,NA,W6,NA,NA,SD,Eriodictyon angustifolium,NA,NA,Wild material,NA,Plant spreading  older branches peeling  younger glabrous  leaves linear  toothed  glabrous above  tomentose below  flowers in cymes at branch tips  white  5 petaled ,NA,"United States, Nevada, Clark","United States, Idaho, Ada",100,Wild Habitat,None,Achnatherum speciosum:Collinsia rattanii:Coleogyne ramosissima:Baileya multiradiata:Purshia stansburiana:Ericameria linearifolia:Glandularia gooddingii:Opuntia sp.:Juniperus sp.,Sub Unit Description  Gold Butte National Monument  Geology Description   Whitney Pass  Locality Description  From I 15 N  take exit 112 toward Bunkerville  Riverside  Continue straight onto NV 170 N  Riverside Road for 3 miles  Turn W  right  onto Gold Butte Road  Continue on Gold Butte Road for 21 miles  Turn slightly E  left  onto Whitney Pass Road  Continue for 4 3 miles  Population present throughout hillsides on either side of road ,1391.1072000000001,36.52766,-114.07819,"NAD83",Lat/lon determined by GPS,"Battista, C., Fitz, E., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,7,7,South,S,Sand,Sand,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0309-66,Collector identifier,NA,140L0619F0309-66,Other or unclassified name,NA,NA,05-13-2020,SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Office,,NA,,
NA,W6,NA,W6,NA,NA,SD,Oxytheca perfoliata,NA,NA,Wild material,NA,NA,06-08-2020,"United States, Nevada, Nye","United States, Idaho, Ada",738,Wild Habitat,NA,Chaenactis fremontii:Ambrosia dumosa:Larrea tridentata:Plantago ovata:Eriogonum inerme:Eriogonum inflatum:Amsinckia tessellata:Bromus rubens:Eriogonum trichopes,Sub Unit Description  Amargosa Desert  Geology Description   SE of Crater Flat  S of Yucca Mountain  Locality Description  From the intersection of U S  95 N and NV 373 drive west for 6 miles along US 95 N  Turn N onto a dirt BLM road and continue N for 5 miles  at the intersection continue N  You will arrive at the population after 1 5 miles ,975.9696,36.75747,-116.48935,WGS84,Lat/lon determined by GPS,"Calvillo, S., Champiny, R., Duval, A.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,6,6,West,W,Clay loam,Other : Silty Clay Loam,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0318-39,Collector identifier,NA,140L0619F0318-39,Other or unclassified name,NA,NA,08-06-2020,Smithsonian,Utah Valley University,NA,,
NA,W6,NA,W6,NA,NA,SD,Eriogonum inflatum,NA,NA,Wild material,NA,Yellow flowers with green or red midribs  Cyme like inflorescence  Green basal leaves  Leafless stem that becomes inflated higher up  Flower stalks red or green in color ,10-08-2020,"United States, Nevada, Clark","United States, Idaho, Ada",300,Wild Habitat,None,Achnatherum hymenoides:Ambrosia dumosa:Larrea tridentata:Pleuraphis rigida:Psilostrophe cooperi,Sub Unit Description  Mormon Mesa  Geology Description   E of Halfway Wash  Locality Description  From I 15 N  turn S on Hwy 170  W Riverside Road  and continue for 0 9 miles  Turn W onto an unnamed dirt road immediately following Old US 91 and continue SW for 7 15 miles on the powerline road  Population is found on the mesa on either side of road ,480.3648,36.68888,-114.30555,"NAD83",Lat/lon determined by GPS,"Battista, C., Fitz, E., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,8,8,South,S,Clay loam,Other : Silty clay loam,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0309-67,Collector identifier,NA,140L0619F0309-67,Other or unclassified name,NA,NA,08-10-2020,SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Office,,NA,,
NA,W6,NA,W6,NA,NA,SD,Plantago ovata,NA,NA,Wild material,NA,NA,11-08-2020,"United States, Nevada, Clark","United States, Idaho, Ada",3005,Wild Habitat,NA,Larrea tridentata:Ambrosia dumosa:Amsinckia tessellata:Bromus rubens:Chaenactis carphoclinia:Sphaeralcea ambigua:Opuntia basilaris:Cylindropuntia echinocarpa:Chorizanthe rigida,Sub Unit Description  Mormon Mesa Area of Critical Environmental Concern  Geology Description   West of Mormon Mountains Wilderness Area  Locality Description  From Interstate 15 take Exit 93 for Logandale  Turn west onto BLM road and continue for  28 miles  Keep right at the fork to continue west  Follow road north for 5 8 miles and keep right to go NE at the fork  Continue for another 1 7 miles to arrive at the population ,672.9984000000001,36.75818,-114.53776,WGS84,Lat/lon determined by GPS,"Battista, C., Calvillo, S., Champiny, R., Duval, A., Fitz, E., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,1,1,South,S,Unspecified,Other : Silty Clay,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0318-41,Collector identifier,NA,140L0619F0318-41,Other or unclassified name,NA,NA,08-11-2020,Smithsonian,Utah Valley University,NA,,From pressed specimen on day of collection
NA,W6,NA,W6,NA,NA,SD,Larrea tridentata,NA,NA,Wild material,NA,NA,NA,"United States, Nevada, Clark","United States, Idaho, Ada",322,Wild Habitat,NA,Yucca brevifolia:Ambrosia dumosa:Yucca schidigera:Dasyochloa pulchella:Amsinckia tessellata:Hilaria rigida:Hymenoclea salsola:Chamaesyce albomarginata:Xylorhiza tortifolia:Eriogonum fasciculatum,Sub Unit Description  Piute Eldorodo Area of Critical Environmental Concern  Geology Description   Walking Box Ranch Rd   Locality Description  From U S  Rte 95 and Nipton Rd  intersection in Searchlight  NV head W on Nipton Rd  Continue for 7 7 miles on Nipton Rd  Then turn S on Walking Box Ranch Rd  Continue for 1 5 miles where you will find the center of population ,1192.9872,35.47929,-115.04196,WGS84,Lat/lon determined by GPS,"Battista, C., Calvillo, S., Champiny, R., Duval, A., Fitz, E., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,1,1,East,E,Sandy loam,Other : Sandy Loam,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0318-42,Collector identifier,NA,140L0619F0318-42,Other or unclassified name,NA,NA,08-20-2020,Smithsonian,Utah Valley University,NA,,
NA,W6,NA,W6,NA,NA,SD,Salvia columbariae,NA,NA,Wild material,NA,NA,NA,"United States, Nevada, Clark","United States, Idaho, Ada",1649,Wild Habitat,NA,Hymenoclea salsola:Eriogonum deflexum:Senegalia greggii:Bebbia juncea:Encelia farinosa:Phacelia sp.:Pluchea sericea:Amsinckia sp.:Ambrosia eriocentra:Cuscuta denticulata,Sub Unit Description  Newberry Mountains  Geology Description   Hiko Spring  Locality Description  From Allen Ave  and U S  Rte 95 intersection in Cal Nev Ari head S on U S  Rte 95 for 8 2 miles  Then turn E on NV 163 and continue for 9 8 miles  Then turn S onto unmarked dirt road  Continue for  08 miles  Then turn W and continue for  13 miles  Collection point is  05 miles S ,640.9944,35.16772,-114.68876,WGS84,Lat/lon determined by GPS,"Calvillo, S., Champiny, R., Duval, A.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,3,3,Uncertain,"E, SE",Sand,Sand,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0318-43,Collector identifier,NA,140L0619F0318-43,Other or unclassified name,NA,NA,08-27-2020,Smithsonian,Utah Valley University,NA,,
NA,W6,NA,W6,NA,NA,SD,Salvia columbariae,NA,NA,Wild material,NA,NA,NA,"United States, Nevada, Clark","United States, Idaho, Ada",1046,Wild Habitat,NA,Encelia farinosa:Bebbia juncea:Senegalia greggii:Eriogonum fasciculatum:Yucca sp.:Viguiera parishii:Ferocactus cylindraceus:Cylindropuntia bigelovii,Sub Unit Description  Piute Eldorado Area of Critical Environmental Concern  Geology Description   Bridge Canyon  Locality Description  From the Allen Ave  and U S  Rte 95 intersection in Cal Nev Ari head S on U S  Rte 95 for 8 2 miles  Then turn E on NV 163 and continue for 10 8 miles  Then turn W onto a dirt BLM road  Continue for 1 68 miles where you will find center of population ,765.9624,35.18044,-114.70536,WGS84,Lat/lon determined by GPS,"Calvillo, S., Champiny, R., Duval, A.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,NA,NA,Uncertain,"S, SW",Sand,Sand,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0318-44,Collector identifier,NA,140L0619F0318-44,Other or unclassified name,NA,NA,09-03-2020,Smithsonian,Utah Valley University,NA,,
