Curator Unique Number,Accession Prefix (NPGS),Accession Number -Assigned,Inventory Prefix,Inventory Number,Inventory Suffix,Inventory Type - Lookup Picker,Taxon -Lookup Picker in GRIN,Received Date -received by site,Life Form -Lookup Picker,Level of Improvement -Lookup Picker,Reproductive Uniformity -Lookup Picker,Note (Accession Narrative),Date Collected or Developed,Geography (Collection) -Lookup Picker in GRIN,Geography (Donor)  -Lookup Picker in GRIN,Number Plants Sampled,Collecting or Acquisition Source - List,Environment Description,Associated Species,Collector Verbatim Locality,Elevation (meters),Latitude -decimal degrees,Longitude -decimal degrees,Georeference Datum,Georeference Protocol - Lookup Picker,Note (Accession Source - Collector),Cooperator (Donor) 1 -full record,Cooperator (Donor) 2 -full record,Cooperator (Collector) 1 -full record,Cooperator (Collector) 2 -full record,Cooperator (Collector) 3 -full record,Land Owner,Land Owner Original Value,Land Owner Evaluation Required,SLOPE,SLOPE Original Value,ASPECT -lookup picker,ASPECT Original Value,SOIL TEXTURE - lookup picker,Soil TEXTURE Original Value,ECOREGION - Lookup picker,Ecoregion Original Value,Inventory Maintenance Policy,Inventory Maintenance Site -W6,Quantity On Hand,Quantity On Hand Units -'count' or 'packet',"Total Weight -gram (if unknown, leave blank)",Hundred Seed Weight -gram,Seed Count Verification (VALUE CLOSE TO ZERO) -Calcuated column,Parent Inventory,GERMS from DONOR (viability),GERMS from DONOR (test date),Note (Inventory),Accession Name (Identifier 1),Accession Name Category (Identifier 1) -Lookup Picker,"Accession Name Cooperator (Identifier 1) -name, organization",Accession Name (Identifier 2),Accession Name Category (Identifier 2) -Lookup Picker,"Accession Name Cooperator (Identifier 2) -name, organization",Accession Name (Identifier 3),Accession Name Category (Identifier 3) -Lookup Picker,"Accession Name Cooperator (Identifier 3) -name, organization",Collector Voucher Number,Voucher Date,Voucher Location (1),Voucher Location (2),Voucher Location (3),"Voucher Collector -name, organization",Note (Voucher)
NA,W6,NA,W6,NA,NA,SD,Deschampsia caespitosa,NA,NA,Wild material,NA,Growing in a perennial stream in an open meadow  open panicle,08-28-2020,"United States, Oregon, Jackson","United States, Idaho, Ada",2000,Wild Habitat,Ohv use,Pinus ponderosa:Pseudotsuga menziesii:Calocedrus decurrens:Elymus glaucus:Sambucus mexicana:Epilobium densiflorum:Abies concolor:Abies concolor,"Sub Unit Description :39S 3E 32/ Geology Description : Little Hyatt Prairie Road/ Locality Description: Take HWY 66 towards Green Springs, turn left on Little Hyatt Prairie Road and follow to where the PCT crosses the road",1402.0800000000002,42.14313,-122.49683,"NAD83",Lat/lon determined by GPS,"Collections: Luke Wimmer, Sage Stowell","Bureau of Land Management, SOS project",NA,OR110,NA,NA,Public,BLM,NA,2,2,Northeast,NE,Clay,Clay,NA,Cascades (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,OR110-1088,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"L. Wimmer, S. Stowell",NA
NA,W6,NA,W6,NA,NA,SD,Danthonia californica,NA,NA,Wild material,NA,Population growing on a decommissioned road bed  so likely was planted as a restoration species,08-31-2020,"United States, Oregon, Jackson","United States, Idaho, Ada",2000,Wild Habitat,Decommissioned road,Calocedrus decurrens:Pinus ponderosa:Acer macrophyllum:Elymus glaucus,"Sub Unit Description :40s 3E 28/ Geology Description : Soda Mountain Road/ Locality Description: Take HWY 66 to Soda Mountain Road, follow past Hobart Bluff trailhead through a rough section of road with large waterbars, park on the first switchback as the road descends towards an old cabin",1600.2,42.06425,-122.46797,"NAD83",Lat/lon determined by GPS,"Collections: Luke Wimmer, Sage Stowell","Bureau of Land Management, SOS project",NA,OR110,NA,NA,Public,BLM,NA,20,20,Southeast,SE,Clay,Clay,NA,NA,w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,OR110-1089,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"Luke Wimmer, Sage Stowell",NA
NA,W6,NA,W6,NA,NA,SD,Eriodictyon californicum,NA,NA,Wild material,NA,Patch of Yerba Santa growing along roadside on south facing aspects,08-04-2021,"United States, Oregon, Jackson","United States, Idaho, Ada",50,Wild Habitat,Road,Arbutus menziesii:Quercus garryana:Ceanothus integerrimus:Ceanothus cuneatus:Pseudotsuga menziesii:Elymus glaucus,"Sub Unit Description :38S 3W 25/ Geology Description : Woodrat Mountain/ Locality Description: Take HWY 238 to Bishop Creek Road, turn right on BLM Rd 38-3-26.1, plant populations are growing on road shoulders a mile or so past the cattle guard",748.5888,42.22808,-123.01808,"NAD83",Lat/lon determined by GPS,"Collections: Sage Stowell, Rebekah Bergkoetter","Bureau of Land Management, SOS project",NA,OR110,NA,NA,Public,BLM,NA,10,10,Southeast,SE,Sandy clay loam,Other : Sandy Clay Loam,NA,Klamath Mountains/California High North Coast Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,OR110-1090,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"Sage Stowell, Rebekah Bergkoetter",NA
NA,W6,NA,W6,NA,NA,SD,Aconitum columbianum,NA,NA,Wild material,NA,Large population growing on north facing slope  half were still in bloom  many pollinators seen  flowers purple,08-12-2021,"United States, Oregon, Jackson","United States, Idaho, Ada",200,Wild Habitat,Trail,Pseudotsuga menziesii:Abies concolor:Heracleum maximum:Agastache urticifolia:Asarum caudatum:Actaea rubra:Actaea elata,"Sub Unit Description :38S 2E 17/ Geology Description : Grizzly Peak Trail/ Locality Description: Drive Shale City Road to Grizzly Peak Trailhead and walk in one mile, population is on a steep north facing slope",1626.1080000000002,42.27127,-122.6083,"NAD83",Lat/lon determined by GPS,"Collections: S. Stowell, R. Bergkoetter","Bureau of Land Management, SOS project",NA,OR110,NA,NA,Public,BLM,NA,42,42,North,N,Loam,Other : Loam,NA,Cascades (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,OR110-1091,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"S. Stowell, R. Bergkoetter",NA
NA,W6,NA,W6,NA,NA,SD,Penstemon deustus,NA,NA,Wild material,NA,Serrate margins on the leaves,08-31-2021,"United States, Oregon, Jackson","United States, Idaho, Ada",100,Wild Habitat,Gravel pit,Pseudotsuga menziesii:Arctostaphylos patula:Arctostaphylos patula:Salix lucida ssp. lasiandra:Achillea millefolium,"Sub Unit Description :39 03E 08/ Geology Description : Table mountain gravel pit/ Locality Description: Take Hwy 99 to Hyatt Prairie Rd, follow to 39-3e-3.0 rd & turn by table mountain snow play area.",1706.5752,42.1878,-122.49008,"NAD83",Lat/lon determined by GPS,"Collections: Sage Stowell, Luke Wimmer","Bureau of Land Management, SOS project",NA,OR110,NA,NA,Public,BLM,NA,15,15,Southeast,SE,Loam,Loam,NA,Cascades (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,OR110-1093,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"S. Stowell, L. Wimmer",NA
NA,W6,NA,W6,NA,NA,SD,Solidago missouriensis,NA,NA,Wild material,NA,Elongate rhizomes  not resinous  basal and cauline leaves,09-13-2021,"United States, Oregon, Jackson","United States, Idaho, Ada",2000,Wild Habitat,Grazed,Spiraea douglasii:Wyethia angustifolia:Potentilla gracilis:Achillea millefolium:Pinus ponderosa,Sub Unit Description :38 3E 14/ Geology Description : Lily Glen/ Locality Description: Take HWY 99 to turn off for Lily Glen Day use/Equestrian site,1359.4080000000001,43.82444,-122,"NAD83",Lat/lon determined by GPS,"Collections: Sage Stowell, Rebekah Bergkoetter","Bureau of Land Management, SOS project",NA,OR110,NA,NA,Public,BLM,NA,1,1,Southeast,SE,Loam,Loam,NA,Cascades (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,OR110-1094,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"Sage Stowell, Rebkah Bergkoetter",NA
NA,W6,NA,W6,NA,NA,SD,Spiraea douglasii,NA,NA,Wild material,NA,Pink flowers in large thryse,09-13-2021,"United States, Oregon, Jackson","United States, Idaho, Ada",100,Wild Habitat,Grazed,Wyethia angustifolia:Potentilla gracilis:Pinus ponderosa:Achillea millefolium,Sub Unit Description :38S 3E 14/ Geology Description : Lily Glen/ Locality Description: Take HWY 99 to turn off for Lily Glen Day Use Area/ Equestrian Center,1359.4080000000001,42.27219,-122,"NAD83",Lat/lon determined by GPS,"Collections: Sage Stowell, Rebekah Bergkoetter","Bureau of Land Management, SOS project",NA,OR110,NA,NA,Public,BLM,NA,1,1,Southeast,SE,Loam,Loam,NA,Cascades (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,OR110-1095,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"Sage Stowell, Rebekah Bergkoetter",NA
NA,W6,NA,W6,NA,NA,SD,Asclepias fascicularis,NA,NA,Wild material,NA,Creamy flower color  abundant,09-02-2021,"United States, Oregon, Jackson","United States, Idaho, Ada",400,Wild Habitat,NA,Salix sp.:Centaurea solstitialis,"Sub Unit Description :Agate Skyways/ Geology Description : T36S R01W S24/ Locality Description: Drive on 140E , turn right onto Antelope Rd. 3/4 mile, Agate Skyways on right. Population located inside fence by and around drainage.",467.25840000000005,42.70558,-123.28786,"NAD83",Lat/lon determined by GPS,Collections: Gabe Elliott,"Bureau of Land Management, SOS project",NA,OR110,NA,NA,NA,Agate Skyways,NA,0,0,Southwest,SW,Silt,Silt,NA,Cascades (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,OR110-1096,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"Thomas Hender, BLM",NA
NA,W6,NA,W6,NA,NA,SD,Perideridia oregana,NA,NA,Wild material,NA,White flowers  1 6 tubers  leaves similar size form ,09-02-2021,"United States, Oregon, Jackson","United States, Idaho, Ada",500,Wild Habitat,NA,Quercus garryana:Epilobium brachycarpum:Ceanothus cuneatus,"Sub Unit Description :Upper Table Rocks/ Geology Description : T36S R02W S3/ Locality Description: Use TNC access Rd off Table Rock Rd. PEOR6 is scattered throughout the open, gently sloping ceanothus scrub / oak woodland about 0.7 miles in.",371.856,42.79833,-123.54688,"NAD83",Lat/lon determined by GPS,Collections: Gabe Elliott,"Bureau of Land Management, SOS project",NA,OR110,NA,NA,NA,The Nature Conservancy,NA,2,2,West,W,Loam,Other : Loam,NA,Cascades (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,OR110-1097,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"Thomas Hender, BLM",NA
NA,W6,NA,W6,NA,NA,SD,Madia elegans,NA,NA,Wild material,NA,Yellow flower,09-09-2021,"United States, Oregon, Jackson","United States, Idaho, Ada",150,Wild Habitat,NA,Quercus garryana:Ceanothus cuneatus,"Sub Unit Description :Upper Table Rocks/ Geology Description : T36S R02W S3/ Locality Description: Use TNC access Rd. Drive approximately 0.7 miles until Rd straightens heading south with UTR on the left. MAEL among open sloping woodlands/scrub, particularly near road.",371.856,42.79833,-123.54688,"NAD83",Lat/lon determined by GPS,Collections: Gabe Elliott,"Bureau of Land Management, SOS project",NA,OR110,NA,NA,NA,The Nature Conservancy,NA,2,2,West,W,Loam,Other : Loam,NA,Cascades (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,OR110-1098,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,Thomas Hender,NA
NA,W6,NA,W6,NA,NA,SD,Arctostaphylos patula,NA,NA,Wild material,NA,Leaves green on both sides  not glacous,09-16-2021,"United States, Oregon, Jackson","United States, Idaho, Ada",50,Wild Habitat,Roadside,Pseudotsuga menziesii:Ceanothus velutinus:Prunus emarginata:Amelanchier alnifolia:Eriophyllum lanatum,"Sub Unit Description :39S 04E 22/ Geology Description : Blue Jay Road/ Locality Description: Take HWY 66 to Jenny Creek Road, left on Blue Jay Road, located by a spur road that ends in shrubs",1184.1480000000001,42.15666,-122.33391,"NAD83",Lat/lon determined by GPS,"Collections: Sage Stowell, Rebekah Bergkoetter","Bureau of Land Management, SOS project",NA,OR110,NA,NA,Public,BLM,NA,27,27,West,W,Loam,Loam,NA,Cascades (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,OR110-1099,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"Sage Stowell, Rebekah Bergkoetter",NA
NA,W6,NA,W6,NA,NA,SD,Ceanothus velutinus,NA,NA,Wild material,NA,Leaves leathery  veins prominent,09-16-2021,"United States, Oregon, Jackson","United States, Idaho, Ada",50,Wild Habitat,Roadside,Pseudotsuga menziesii:Prunus emarginata:Amelanchier alnifolia:Eriophyllum lanatum,"Sub Unit Description :39S 04E 22/ Geology Description : Blue Jay Road/ Locality Description: Take HWY 66 to Jenny Creek Road, left on Blue Jay Road, located by a spur road that ends in shrubs",1184.1480000000001,42.15669,-122.334,"NAD83",Lat/lon determined by GPS,"Collections: Sage Stowell, Rebekah Bergkoetter","Bureau of Land Management, SOS project",NA,OR110,NA,NA,Public,BLM,NA,27,27,West,W,Loam,Other : Loam,NA,Cascades (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,OR110-1100,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"Sage Stowell, Rebekah Bergkoetter",NA
NA,W6,NA,W6,NA,NA,SD,Spiraea douglasii,NA,NA,Wild material,NA,Elongated inflorescence  fruit a follical,09-16-2021,"United States, Oregon, Jackson","United States, Idaho, Ada",50,Wild Habitat,Grazed:roadside,Pinus ponderosa:Ceanothus prostratus:Symphoricarpos albus:Apocynum androsaemifolium,"Sub Unit Description :39 4E 23/ Geology Description : Jenny Creek Road/ Locality Description: Take HWY 66 to Jenny Creek road, shrub patch is located by a creek crossing",1139.0376,42.15769,-122.3078,"NAD83",Lat/lon determined by GPS,"Collections: Rebekah Bergkoetter, Sage Stowell","Bureau of Land Management, SOS project",NA,OR110,NA,NA,Public,BLM,NA,2,2,Southwest,SW,Loam,Loam,NA,Eastern Cascade Slopes and Foothills (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,OR110-1101,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"Sage Stowell, Rebekah Bergkoetter",NA
NA,W6,NA,W6,NA,NA,SD,Navarretia leucocephala,NA,NA,Wild material,NA,Narrow petals  few short hairs on the inflorescence  white flowers  membrane wing on bract,09-16-2021,"United States, Oregon, Jackson","United States, Idaho, Ada",200,Wild Habitat,Grazed,Pinus ponderosa:Croton setigerus,"Sub Unit Description :39S 4E 23/ Geology Description : Moon Prairie Road/ Locality Description: Take HWY 66 to Jenny Creek Road, left on Moon Prairie Road, park by a large open meadow",1174.3944000000001,42.31011,-122.31011,"NAD83",Lat/lon determined by GPS,"Collections: Sage Stowell, Rebekah Bergkoetter","Bureau of Land Management, SOS project",NA,OR110,NA,NA,Public,BLM,NA,0,0,Southwest,SW,Loam,Other : Loam,NA,Eastern Cascade Slopes and Foothills (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,OR110-1102,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,Rebekah Bergkoetter,NA
NA,W6,NA,W6,NA,NA,SD,Arctostaphylos patula,NA,NA,Wild material,NA,Green on both sides of leaf  not glaucous  Bark red  Fruit brown red ,09-21-2021,"United States, Oregon, Jackson","United States, Idaho, Ada",50,Wild Habitat,Grazed,Pinus ponderosa:Pseudotsuga menziesii:Spiraea douglasii:Ceanothus prostratus:Symphoricarpos albus,"Sub Unit Description :39S 4E 23/ Geology Description : Jenny Creek/ Locality Description: Take Highway 66 to Jenny Creek Road, park by Johnson Creek.",1145.4384,42.15722,-122.3068,"NAD83",Lat/lon determined by GPS,"Collections: S. Stowell, R. Bergkoetter","Bureau of Land Management, SOS project",NA,OR110,NA,NA,Public,BLM,NA,15,15,Southwest,SW,Loam,Gravelly Loam,NA,Eastern Cascade Slopes and Foothills (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,OR110-1103,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"S. Stowell, R. Bergkoetter",NA
NA,W6,NA,W6,NA,NA,SD,Lomatium californicum,NA,NA,Wild material,NA,Wide leaves  fruit not notched or with dorsal wings,09-23-2021,"United States, Oregon, Jackson","United States, Idaho, Ada",200,Wild Habitat,Burned,Ceanothus integerrimus:Quercus garryana:Poa bulbosa:Penstemon deustus:Cercocarpus betuloides,Sub Unit Description :40S 4E 35/ Geology Description : Copco Road Box O/ Locality Description: Turn south onto Copco Rd from HWY 66. Turn left onto BLM Rd 40-%E-3 after 2 miles. Turn south to 40-$E-23 after additional 2 miles. Turn left after .5 miles to 40-4E-24,1170.1272000000001,40.04455,-122.31486,"NAD83",Lat/lon determined by GPS,"Collections: Sage Stowell, Rebekah Bergkoetter","Bureau of Land Management, SOS project",NA,OR110,NA,NA,Public,BLM,NA,25,25,Southwest,SW,Loam,Loam,NA,Eastern Cascade Slopes and Foothills (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,OR110-1105,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,"Sage Stowell, Rebekah Bergkoetter",NA
NA,W6,NA,W6,NA,NA,SD,Salvia columbariae,NA,NA,Wild material,NA,NA,03-30-2021,"United States, Arizona, Mohave","United States, Idaho, Ada",200,Wild Habitat,NA,Parkinsonia aculeata:Larrea tridentata:Fouquieria splendens:Ambrosia dumosa:Eriogonum fasciculatum,"Sub Unit Description :NA/ Geology Description : NA/ Locality Description: South of Kingman, west of southbound Highway 93, unnamed BLM road",714.7560000000001,34.85206,-113.64123,WGS84,Lat/lon determined by GPS,Collections: Jessica Esplin,"Bureau of Land Management, SOS project",NA,AZ932,NA,NA,Public,BLM,NA,10,10,Southwest,SW,Sand,Sand,NA,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,AZ932-154,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,Sheila Murray,NA
NA,W6,NA,W6,NA,NA,SD,Salvia columbariae,NA,NA,Wild material,NA,NA,04-17-2021,"United States, Arizona, Mohave","United States, Idaho, Ada",440,Wild Habitat,NA,Larrea tridentata:Cylindropuntia sp.:Eriogonum fasciculatum,"Sub Unit Description :NA/ Geology Description : NA/ Locality Description: South of Kingman, AZ, west of southbound Hwy 93, west on Blake Ranch Rd, County Highway 129",1082.04,34.96685,-113.70686,WGS84,Lat/lon determined by GPS,Collections: Jessica Esplin,"Bureau of Land Management, SOS project",NA,AZ932,NA,NA,Public,BLM,NA,25,25,South,S,Sand,Sand,NA,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,AZ932-155,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,Sheila Murray,NA
NA,W6,NA,W6,NA,NA,SD,Salvia columbariae,NA,NA,Wild material,NA,NA,04-14-2021,"United States, Arizona, Mohave","United States, Idaho, Ada",520,Wild Habitat,NA,Larrea tridentata:Ephedra nevadensis:Cylindropuntia sp.:Encelia farinosa:Yucca sp.,"Sub Unit Description :NA/ Geology Description : NA/ Locality Description: South of Kingman, AZ, on county Highway 10 Oatman Road to Night Owl Road, past the town of Oatman.",687.9336000000001,35.00459,-114.39969,WGS84,Lat/lon determined by GPS,Collections: Jessica Esplin,"Bureau of Land Management, SOS project",NA,AZ932,NA,NA,Public,BLM,NA,10,10,Southwest,SW,Sand,Sand,NA,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,AZ932-156,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,Sheila Murray,NA
NA,W6,NA,W6,NA,NA,SD,Baileya multiradiata,NA,NA,Wild material,NA,NA,04-07-2021,"United States, Arizona, Mohave","United States, Idaho, Ada",56,Wild Habitat,NA,Parkinsonia aculeata:Larrea tridentata:Ambrosia dumosa:Salvia columbariae,"Sub Unit Description :NA/ Geology Description : NA/ Locality Description: South of Kingman, AZ, west of southbound Hwy 93, unnamed BLM road west of Carpenter Ranch Rd.",717.8040000000001,34.86762,-113.64459,WGS84,Lat/lon determined by GPS,Collections: Jessica Esplin,"Bureau of Land Management, SOS project",NA,AZ932,NA,NA,Public,BLM,NA,3,3,South,S,Sand,Sand,NA,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,AZ932-158,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,Sheila Murray,NA
NA,W6,NA,W6,NA,NA,SD,Baileya multiradiata,NA,NA,Wild material,NA,NA,04-18-2021,"United States, Arizona, Mohave","United States, Idaho, Ada",50,Wild Habitat,NA,Larrea tridentata:Senegalia greggii:Encelia farinosa:Salvia columbariae,"Sub Unit Description :NA/ Geology Description : NA/ Locality Description: South of Kingman, AZ, west of southbound Hwy 93, west on Blake Ranch Road, County Hyway 129.",1097.8896,34.96706,-113.71023,WGS84,Lat/lon determined by GPS,Collections: Jessica Esplin,"Bureau of Land Management, SOS project",NA,AZ932,NA,NA,Public,BLM,NA,20,20,Southwest,SW,Sand,Sand,NA,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,AZ932-159,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,Sheila Murray,NA
NA,W6,NA,W6,NA,NA,SD,Baileya multiradiata,NA,NA,Wild material,NA,NA,04-27-2021,"United States, Arizona, Mohave","United States, Idaho, Ada",60,Wild Habitat,NA,Cylindropuntia echinocarpa:Ephedra nevadensis:Senegalia greggii:Penstemon palmeri,"Sub Unit Description :NA/ Geology Description : NA/ Locality Description: South of westbound I-40, exit 59 DW Ranch Road",1247.5464000000002,35.1948,-113.90541,WGS84,Lat/lon determined by GPS,Collections: Jessica Esplin,"Bureau of Land Management, SOS project",NA,AZ932,NA,NA,Public,BLM,NA,10,10,South,S,Sand,Sand,NA,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,AZ932-164,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,Sheila Murray,NA
NA,W6,NA,W6,NA,NA,SD,Chilopsis linearis,NA,NA,Wild material,NA,NA,10-14-2021,"United States, Arizona, Mohave","United States, Idaho, Ada",200,Wild Habitat,NA,Larrea tridentata:Muhlenbergia porteri:Yucca sp.,"Sub Unit Description :NA/ Geology Description : NA/ Locality Description: NE of Kingman, AZ, near Hackberry junction, small BLM parcel off Route 66.",1117.092,35.3593,-113.69466,WGS84,Lat/lon determined by GPS,"Collections: Sheila Murray, Jessica Esplin","Bureau of Land Management, SOS project",NA,AZ932,NA,NA,Public,BLM,NA,5,5,South,S,Sand,Sand,NA,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,AZ932-169,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,Sheila Murray,NA
NA,W6,NA,W6,NA,NA,SD,Arnica fulgens,NA,NA,Wild material,NA,NA,06-24-2021,"United States, Wyoming, Fremont","United States, Idaho, Ada",5000,Wild Habitat,NA,Lomatium foeniculaceum:Pascopyrum smithii:Balsamorhiza incana:Astragalus miser:Allium textile:Nassella viridula:Artemisia tripartita,"Sub Unit Description :Red Canyon Area of Critical Environmental Concern/ Geology Description : NA/ Locality Description: Foothills of the Wind River Range; Red Canyon, in the vicinity of Derby Springs. From the Red Canyon Scenic overlook, drive W on Hwy 28 approx. 1 mile to a large pull off and a two track on the N side of the Highway. Collection is approximately 300 m north of here.",2164.08,42.59633,-108.63372,WGS84,Lat/lon determined by GPS,"Collections: Freeland, E., Cross, R.","Bureau of Land Management, SOS project",NA,WY050,NA,NA,Public,BLM,NA,10,10,East,E,Unspecified,Silty Clay,NA,Wyoming Basin (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,WY050-230,Collector identifier,NA,Emma E. Freeland 8399,Other or unclassified name,NA,NA,NA,NA,,NA,E. Freeland - BLM,NA
NA,W6,NA,W6,NA,NA,SD,Hesperostipa comata subsp. comata,NA,NA,Wild material,NA,NA,06-28-2021,"United States, Wyoming, Fremont","United States, Idaho, Ada",10000,Wild Habitat,NA,Artemisia nova:Opuntia polyacantha:Chrysothamnus viscidiflorus:Calochortus nuttallii,"Sub Unit Description :Madison Creek Allotment/ Geology Description : NA/ Locality Description: Population is on BLM lands but permission is needed to cross private in Grand Cedars Subdivision. From Lander, drive S 10 miles, then take a right onto Willow Creek Rd. Travel approx 3 miles, then turn L onto Grand Cedars Road. Follow that to where it ends at BLM lands. Population is S of parking area on BLM land.",1828.8000000000002,42.70308,-108.68258,WGS84,Lat/lon determined by GPS,"Collections: Freeland, E., Cross, R., Smith, K., Wehner, N., Bella, K., Bukowski, K.","Bureau of Land Management, SOS project",NA,WY050,NA,NA,Public,BLM,NA,5,5,South,"E, SE, S, SW, W",Sand,Sand,NA,Wyoming Basin (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,WY050-231,Collector identifier,NA,Emma E. Freeland 8398,Other or unclassified name,NA,NA,NA,NA,,NA,E. Freeland - BLM,NA
NA,W6,NA,W6,NA,NA,SD,Geum triflorum var. ciliatum,NA,NA,Wild material,NA,Inflorescence pink  nodding ,06-29-2021,"United States, Wyoming, Fremont","United States, Idaho, Ada",1500,Wild Habitat,NA,Arenaria congesta:Balsamorhiza incana:Festuca idahoensis:Artemisia tripartita,"Sub Unit Description :Red Canyon Area of Critical Environmental Concern/ Geology Description : NA/ Locality Description: Foothills of the Wind River Range; Red Canyon, in the vicinity of Derby Springs. From the Red Canyon Scenic Overlook, travel west on Highway 28 approximately 1 mile to a pulloff on the N side of the highway. Collection area is approximately 300 feet N of here.",2164.08,42.59633,-108.63372,WGS84,Lat/lon determined by GPS,"Collections: Freeland, E., Wehner, N.","Bureau of Land Management, SOS project",NA,WY050,NA,NA,Public,BLM,NA,10,10,Uncertain,"N, NE, E, SE, S, SW, W, NW",Unspecified,Other : Silty Clay,NA,Wyoming Basin (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,WY050-232,Collector identifier,NA,,Other or unclassified name,NA,NA,NA,NA,,NA,E. Freeland - BLM,NA
